CustomerID,Age,Gender,AnnualIncome,TotalPurchases,AvgTransactionValue,VisitsPerMonth,OnlineUser,MembershipLevel,Churned
12016,26,Male,784933,13,39448.78,11,0,Platinum,0
12017,55,Male,413933,23,35078.52,14,0,Gold,0
12018,65,Female,1301751,20,10516.91,13,0,Bronze,0
12019,39,Male,1201720,22,3850.49,2,0,Gold,0
12020,19,Female,2445547,47,36396.44,7,1,Platinum,0
12021,41,Male,2347914,23,25699.32,1,0,Silver,0
12022,25,Female,2254300,41,35200.0,3,0,Platinum,1
12023,28,Other,627709,35,23999.09,12,0,Platinum,0
12024,30,Female,455539,3,15818.06,5,0,Bronze,0
12025,34,Female,1950866,34,14465.39,12,0,Silver,1
12026,25,Other,2238803,33,36607.45,3,0,Platinum,1
12027,38,Male,2002272,46,14055.97,5,0,Silver,0
12028,35,Other,1281159,17,35819.44,1,0,Gold,1
12029,47,Female,853080,45,19382.82,16,1,Bronze,0
12030,35,Male,2377096,19,38613.65,9,1,Silver,0
12031,63,Other,2235030,30,7397.65,10,1,Silver,0
12032,64,Male,2150852,23,10487.5,10,0,Bronze,0
12033,48,Male,1240444,15,34389.81,13,0,Gold,1
12034,55,Other,212120,14,28143.49,16,1,Silver,1
12035,49,Male,824135,2,10432.75,4,1,Bronze,1
12036,28,Other,822863,39,45170.5,14,1,Platinum,0
12037,62,Female,744748,49,14014.42,17,1,Bronze,0
12038,42,Male,2112124,18,21227.25,5,0,Platinum,1
12039,50,Female,2253902,6,10353.71,13,1,Silver,1
12040,55,Female,751616,32,19584.97,3,0,Silver,0
12041,58,Male,2421186,21,24734.84,5,1,Silver,1
12042,25,Other,1794469,40,14973.78,16,0,Gold,1
12043,28,Male,2145909,28,38523.96,19,0,Gold,0
12044,39,Female,1034030,27,19878.47,19,0,Platinum,1
12045,68,Female,391848,2,36556.65,17,0,Bronze,0
12046,41,Other,2107266,33,10591.49,18,1,Platinum,1
12047,58,Male,2466598,16,19038.66,18,0,Bronze,1
12048,34,Female,1976238,39,700.5,8,0,Silver,0
12049,29,Female,262784,22,38004.29,18,1,Bronze,0
12050,63,Female,1133432,43,31406.57,9,1,Gold,0
12051,49,Other,1269850,47,40945.82,19,1,Bronze,0
12052,32,Female,1902858,13,22943.86,10,1,Bronze,0
12053,33,Female,1020848,2,40047.11,2,0,Silver,0
12054,39,Male,916358,14,32484.85,17,1,Silver,1
12055,45,Male,443768,38,479.56,13,0,Gold,1
12056,37,Female,2195127,41,12908.61,11,1,Bronze,0
12057,50,Female,1941070,28,24846.4,16,0,Bronze,0
12058,27,Male,1708834,7,31048.76,7,1,Bronze,0
12059,57,Other,1235108,18,3559.87,3,1,Silver,1
12060,49,Other,343435,41,35342.47,16,1,Gold,1
12061,67,Other,678365,36,27313.74,19,1,Bronze,1
12062,50,Other,1162067,41,26431.23,16,0,Bronze,1
12063,19,Other,2274242,36,14814.66,2,1,Bronze,0
12064,50,Other,1238457,44,29862.71,14,0,Bronze,1
12065,50,Other,1819110,4,1666.4,10,0,Gold,1
12066,58,Other,1128665,30,3515.61,19,1,Gold,1
12067,30,Male,694209,24,36773.34,11,1,Gold,0
12068,47,Other,813398,20,16298.0,18,0,Silver,1
12069,50,Other,1734230,46,17544.26,11,0,Bronze,0
12070,30,Other,1963796,31,10656.74,9,0,Bronze,1
12071,69,Female,1456847,24,22447.35,19,0,Bronze,1
12072,43,Male,795976,7,2884.07,10,0,Bronze,1
12073,39,Male,1051980,26,15228.05,3,1,Platinum,0
12074,56,Male,1966299,13,26498.06,3,1,Gold,1
12075,19,Other,473306,8,23441.91,8,0,Platinum,1
12076,55,Other,1862656,5,49983.58,6,1,Platinum,0
12077,56,Female,899793,44,19621.6,1,0,Silver,1
12078,43,Male,1718642,13,19533.85,6,1,Silver,1
12079,63,Other,1314764,29,25328.01,2,0,Bronze,1
12080,67,Male,1434599,20,9758.06,19,1,Platinum,1
12081,32,Female,2116726,14,43852.33,7,1,Platinum,1
12082,51,Female,962476,32,28741.71,11,0,Gold,0
12083,59,Female,760846,27,9847.75,11,1,Platinum,1
12084,61,Male,328938,25,39734.05,4,0,Silver,1
12085,66,Other,1395307,4,2006.31,16,0,Platinum,0
12086,57,Other,1055656,21,49133.44,5,1,Silver,0
12087,28,Female,666441,18,43297.92,7,0,Bronze,1
12088,20,Other,1881405,39,29108.08,16,1,Silver,1
12089,23,Female,684716,15,5831.39,15,1,Bronze,1
12090,26,Male,1992363,38,10999.06,5,0,Gold,0
12091,23,Female,838922,48,14187.93,1,1,Bronze,1
12092,26,Male,977867,24,12279.28,9,0,Platinum,0
12093,56,Female,1568465,8,25026.74,5,0,Silver,0
12094,48,Other,1876779,28,47244.65,6,1,Bronze,0
12095,49,Other,1762607,21,22375.38,3,0,Bronze,1
12096,58,Female,1902424,16,33179.76,6,1,Bronze,1
12097,67,Other,1385560,16,34522.59,8,1,Bronze,1
12098,29,Other,1960968,35,43617.56,6,0,Bronze,0
12099,25,Other,1146301,17,1980.92,16,1,Bronze,1
12100,25,Male,861809,9,20395.2,16,0,Silver,1
12101,67,Other,332797,35,39301.34,3,0,Platinum,0
12102,45,Male,1067838,29,40798.89,17,0,Platinum,0
12103,37,Female,1257880,39,46388.43,6,0,Bronze,0
12104,64,Other,325555,18,35228.88,6,1,Silver,0
12105,24,Other,1771853,12,12484.15,19,0,Bronze,0
12106,28,Other,668224,19,25431.59,15,0,Gold,1
12107,37,Female,1507066,48,1907.56,19,0,Platinum,0
12108,33,Male,1586311,22,32452.34,2,1,Bronze,1
12109,21,Male,1605764,49,27848.47,8,1,Silver,0
12110,23,Other,985890,15,33441.76,7,0,Platinum,1
12111,39,Female,1911382,1,46527.99,8,1,Silver,1
12112,43,Female,1630024,2,34457.65,13,1,Gold,0
12113,20,Female,1122229,8,16226.36,15,0,Bronze,0
12114,58,Female,812495,22,10177.21,12,0,Gold,1
12115,59,Female,398017,25,42775.42,15,1,Platinum,0
12116,31,Male,1264941,2,9958.31,14,1,Bronze,0
12117,28,Male,1052224,9,8332.0,7,1,Platinum,0
12118,35,Male,871064,9,10568.62,17,0,Bronze,0
12119,29,Other,2458126,13,25589.39,5,1,Silver,0
12120,40,Female,1642987,6,6472.12,10,1,Platinum,0
12121,29,Other,450319,30,46924.48,19,1,Gold,0
12122,30,Female,1039949,15,48322.81,18,1,Gold,0
12123,42,Male,234012,15,48697.95,10,0,Silver,1
12124,62,Other,866775,7,2244.5,2,0,Silver,1
12125,68,Male,1794550,11,47326.02,6,0,Gold,0
12126,36,Female,707730,40,49871.52,3,1,Silver,0
12127,63,Female,1932679,38,47138.73,19,0,Bronze,1
12128,53,Female,2329313,40,33645.66,5,1,Gold,0
12129,62,Male,654529,2,35151.14,7,1,Platinum,0
12130,25,Female,1513122,48,6375.97,7,0,Gold,0
12131,46,Male,1311766,39,43752.56,10,1,Silver,0
12132,49,Other,739203,10,3264.09,1,1,Bronze,1
12133,68,Female,1511629,44,16091.21,11,1,Platinum,0
12134,61,Female,1100542,17,49560.24,7,0,Gold,1
12135,35,Female,234112,7,21289.7,6,0,Gold,0
12136,23,Other,1335166,40,6818.46,6,0,Platinum,1
12137,35,Female,1890336,39,48473.94,13,0,Bronze,1
12138,36,Male,494768,4,49211.74,16,0,Silver,1
12139,39,Male,261264,35,9596.02,13,0,Silver,0
12140,54,Female,1100198,47,43280.75,2,0,Silver,0
12141,49,Female,2167775,36,19704.04,19,0,Silver,0
12142,58,Other,843790,31,19254.01,19,0,Platinum,1
12143,20,Other,643148,25,13356.07,19,0,Bronze,0
12144,45,Other,1418284,41,2522.1,18,1,Bronze,0
12145,27,Female,2008570,13,13620.05,6,0,Gold,1
12146,68,Other,1388878,18,2972.71,2,1,Gold,0
12147,52,Other,2148058,21,46241.29,19,1,Bronze,1
12148,46,Male,694523,48,33187.52,6,0,Gold,0
12149,32,Other,1798515,1,44365.15,15,0,Bronze,1
12150,50,Male,822207,36,35949.35,6,1,Platinum,1
12151,24,Male,911232,8,6824.96,3,0,Platinum,1
12152,29,Other,842064,48,47046.9,11,0,Silver,1
12153,66,Male,1065630,21,45024.68,8,1,Bronze,1
12154,47,Female,1393387,43,17599.38,18,0,Platinum,1
12155,38,Female,330697,21,5843.21,17,0,Bronze,1
12156,48,Other,2185500,27,35296.49,19,1,Gold,0
12157,41,Female,1509989,19,36499.56,19,1,Bronze,1
12158,37,Male,368678,23,44872.4,17,1,Silver,0
12159,54,Female,631856,43,2916.99,4,0,Silver,0
12160,21,Other,1816999,35,7342.68,7,1,Platinum,0
12161,45,Other,1285643,40,30032.97,5,0,Gold,1
12162,61,Male,1175924,42,31070.84,16,0,Gold,0
12163,37,Other,1003789,48,1970.4,6,0,Bronze,1
12164,41,Female,370923,5,20027.52,14,1,Gold,0
12165,67,Other,500406,41,29332.84,2,0,Silver,1
12166,66,Male,717961,8,36974.19,18,0,Platinum,1
12167,68,Other,1235598,11,16012.69,18,1,Platinum,0
12168,49,Female,363944,16,24350.0,13,1,Platinum,1
12169,58,Male,1730523,39,40758.53,18,0,Gold,0
12170,53,Female,761700,47,47708.58,17,1,Gold,1
12171,51,Male,1558454,24,11746.64,13,0,Silver,1
12172,53,Other,1270804,21,12876.2,12,0,Bronze,0
12173,19,Male,2417779,23,47008.96,3,0,Bronze,1
12174,32,Male,2303627,49,19976.78,7,1,Platinum,0
12175,51,Other,1918664,38,36001.91,1,1,Platinum,0
12176,53,Female,441382,47,30729.58,5,0,Gold,0
12177,23,Other,1015977,8,14493.71,1,0,Platinum,1
12178,56,Male,1216254,7,32782.04,4,0,Silver,0
12179,59,Other,2002348,2,32881.63,1,0,Silver,0
12180,68,Male,1965692,30,29744.43,13,1,Platinum,0
12181,68,Other,630037,13,5253.14,14,1,Platinum,0
12182,29,Other,1926681,23,49760.04,15,1,Platinum,1
12183,20,Female,317408,29,20200.7,17,1,Platinum,1
12184,62,Male,836431,38,32021.07,12,1,Platinum,0
12185,35,Female,2190933,37,44322.36,7,0,Silver,0
12186,57,Male,999288,20,21337.44,19,1,Bronze,0
12187,38,Other,1436541,33,38764.08,3,0,Silver,0
12188,32,Male,2236721,29,48599.67,18,0,Silver,0
12189,50,Female,1840913,15,18139.06,4,1,Platinum,0
12190,52,Female,2093190,23,20441.9,3,1,Bronze,1
12191,43,Female,2168881,42,45307.13,12,0,Platinum,0
12192,25,Male,1983367,3,8234.25,12,0,Silver,0
12193,53,Female,1943685,37,1721.16,17,0,Bronze,0
12194,65,Female,517798,29,45471.78,6,1,Gold,0
12195,47,Female,1451222,45,41133.1,15,1,Platinum,0
12196,40,Other,690783,8,48637.38,2,1,Gold,0
12197,59,Other,1041813,22,3194.42,8,1,Gold,1
12198,61,Male,1307177,29,8062.01,14,0,Gold,1
12199,31,Male,986796,2,5534.03,5,1,Gold,0
12200,31,Female,1414216,41,34265.78,3,0,Bronze,1
12201,19,Other,664710,49,30418.7,10,1,Platinum,0
12202,54,Female,1518156,45,18158.96,7,1,Bronze,1
12203,22,Female,2192834,1,3153.95,11,1,Platinum,0
12204,55,Other,1311871,44,32091.2,15,0,Platinum,0
12205,62,Other,1654430,20,28634.99,2,0,Platinum,0
12206,58,Other,921075,21,5911.29,5,1,Bronze,1
12207,64,Male,2366561,37,45472.81,11,0,Silver,1
12208,31,Male,1200610,8,10187.8,8,0,Gold,0
12209,56,Female,721998,27,37252.4,13,1,Silver,0
12210,42,Male,1527877,47,44288.27,11,1,Silver,1
12211,37,Other,2484319,35,29099.91,17,0,Silver,0
12212,19,Other,2099955,6,12568.39,15,1,Gold,0
12213,56,Male,1728914,45,15669.65,1,0,Silver,0
12214,23,Female,2105888,44,44321.65,19,0,Gold,1
12215,34,Female,204507,19,15123.38,16,1,Gold,1
12216,42,Male,2138142,18,37385.67,19,0,Gold,0
12217,45,Female,1292564,1,49511.21,13,1,Platinum,0
12218,19,Female,872225,25,49990.89,4,0,Platinum,1
12219,52,Female,1640334,27,26813.94,11,0,Silver,0
12220,54,Other,2324365,7,41379.82,18,0,Platinum,0
12221,22,Other,597693,44,49515.42,18,0,Gold,0
12222,18,Male,2172613,42,18921.24,10,0,Platinum,0
12223,57,Other,1904801,29,12844.76,17,0,Gold,1
12224,29,Female,1417745,31,5977.4,13,1,Bronze,0
12225,53,Other,1544091,44,7302.71,14,0,Platinum,0
12226,62,Male,604470,43,42721.75,7,0,Silver,0
12227,40,Other,335090,36,29559.54,10,0,Bronze,1
12228,64,Female,991624,19,43723.35,3,1,Bronze,1
12229,48,Female,1094586,6,39535.92,2,0,Platinum,1
12230,28,Male,924276,25,33785.11,19,0,Platinum,0
12231,27,Other,1801207,31,30582.82,7,0,Silver,0
12232,20,Other,1055738,9,2702.44,5,1,Bronze,0
12233,31,Other,1254405,20,43652.08,3,1,Gold,1
12234,33,Female,1807245,10,21066.75,2,1,Platinum,1
12235,27,Male,2209386,37,28121.41,6,0,Bronze,0
12236,46,Other,684427,27,1391.09,14,0,Bronze,0
12237,27,Female,1994834,13,46822.85,7,0,Gold,1
12238,29,Female,724436,41,45166.2,2,1,Bronze,0
12239,47,Female,797202,2,27300.92,11,0,Platinum,0
12240,58,Other,1753687,21,28992.39,3,1,Gold,0
12241,18,Other,2221913,33,35339.36,9,1,Platinum,1
12242,22,Other,2240987,24,13455.34,8,0,Silver,0
12243,37,Other,1309229,44,11329.21,11,0,Bronze,1
12244,25,Other,392593,42,33798.94,18,1,Platinum,0
12245,60,Other,1541795,34,5489.8,1,0,Platinum,1
12246,29,Other,2196777,9,22866.88,15,1,Silver,1
12247,18,Other,2289884,2,24790.19,4,1,Bronze,1
12248,37,Other,1172048,30,19252.45,4,0,Platinum,0
12249,45,Female,209795,22,9507.83,10,0,Gold,0
12250,60,Other,1837419,46,17959.22,11,0,Platinum,0
12251,54,Male,1711546,11,17076.6,18,0,Platinum,1
12252,64,Female,827395,43,25113.5,15,0,Platinum,1
12253,54,Other,2177752,17,33831.64,3,0,Platinum,0
12254,29,Male,1696030,36,48421.29,7,0,Bronze,1
12255,54,Other,211009,13,7464.91,7,1,Platinum,1
12256,66,Male,378168,7,43688.95,17,0,Silver,0
12257,66,Male,1923480,16,14423.65,16,0,Platinum,1
12258,61,Male,2191367,33,29691.23,16,0,Gold,0
12259,45,Male,1575330,45,27472.83,8,0,Gold,0
12260,64,Female,530328,1,27980.34,3,1,Platinum,1
12261,32,Female,414709,11,36250.92,15,0,Platinum,0
12262,23,Male,1059375,6,19269.91,1,1,Silver,1
12263,61,Other,1200294,20,16159.27,10,1,Silver,0
12264,37,Male,1664003,35,42685.88,2,1,Bronze,0
12265,67,Female,1146984,44,11238.72,7,1,Bronze,0
12266,31,Other,2485362,37,9258.23,14,1,Gold,0
12267,19,Female,2092901,41,1075.69,16,0,Platinum,0
12268,26,Female,377265,26,10765.72,15,1,Platinum,0
12269,54,Other,1047790,12,26071.01,7,1,Silver,0
12270,37,Male,1507981,30,27063.89,13,0,Silver,1
12271,43,Male,390128,28,12944.7,10,1,Bronze,0
12272,46,Male,1890792,27,3892.03,9,0,Bronze,0
12273,18,Male,1831570,42,37308.65,9,0,Gold,1
12274,52,Other,2175556,19,37971.37,6,0,Silver,1
12275,23,Other,779294,5,49892.47,12,0,Platinum,0
12276,54,Other,1860102,5,45031.47,14,1,Silver,1
12277,22,Female,1711710,41,46325.28,7,1,Silver,0
12278,50,Other,1967091,27,39970.73,8,1,Silver,0
12279,66,Male,1032230,28,30890.49,8,0,Bronze,1
12280,68,Female,1325847,26,6688.73,8,0,Platinum,1
12281,31,Male,1016609,27,31228.97,2,0,Platinum,0
12282,29,Male,590166,49,3081.01,14,1,Bronze,1
12283,59,Other,1592935,42,44299.37,10,0,Bronze,0
12284,37,Other,1855464,21,24246.52,18,1,Platinum,0
12285,67,Male,1606819,1,34964.4,18,1,Gold,1
12286,41,Male,1564170,28,2896.51,18,0,Silver,0
12287,60,Female,1078835,48,26852.15,16,0,Platinum,1
12288,51,Other,823578,15,15272.79,5,0,Bronze,1
12289,42,Female,1093964,17,14462.92,5,0,Platinum,1
12290,67,Female,2428588,26,19665.9,10,0,Silver,0
12291,46,Female,1043353,20,331.78,17,1,Platinum,0
12292,56,Male,1485979,25,23493.05,13,1,Bronze,0
12293,48,Female,1805399,13,24482.36,17,0,Gold,1
12294,64,Female,508444,33,43197.61,18,0,Bronze,0
12295,60,Male,2313257,25,22591.72,13,0,Gold,1
12296,67,Other,803760,8,18368.75,17,1,Silver,1
12297,40,Other,897389,5,49738.93,15,1,Bronze,0
12298,61,Female,1919799,6,28689.3,12,1,Platinum,1
12299,55,Male,2375249,23,23788.88,10,1,Bronze,0
12300,37,Other,461674,30,24948.01,13,0,Bronze,1
12301,40,Female,2438671,14,40516.31,11,1,Silver,0
12302,62,Female,246940,23,17231.62,3,1,Gold,1
12303,69,Male,933307,11,19641.27,10,0,Gold,1
12304,33,Female,2382153,31,37866.91,11,0,Platinum,0
12305,67,Other,1256504,6,3927.29,6,1,Bronze,0
12306,59,Male,2414669,11,43298.91,1,0,Silver,0
12307,25,Other,2154702,13,21681.07,6,0,Gold,0
12308,67,Other,1655105,12,29190.26,5,0,Platinum,0
12309,38,Other,594775,2,37946.57,7,1,Gold,1
12310,18,Female,1299469,35,13522.78,12,1,Platinum,1
12311,25,Female,1525887,36,44548.62,12,0,Gold,0
12312,46,Other,1387171,17,48967.48,7,0,Platinum,0
12313,49,Other,621655,28,24865.44,2,1,Gold,1
12314,55,Male,1627098,28,46865.79,1,1,Gold,1
12315,22,Male,1329636,22,356.09,18,0,Bronze,0
12316,64,Female,999717,38,44743.62,12,0,Platinum,0
12317,39,Female,1652765,7,15758.95,7,1,Platinum,0
12318,64,Male,2201854,15,15781.32,19,0,Bronze,1
12319,51,Other,1121806,32,11636.02,3,1,Bronze,1
12320,18,Female,971136,11,16055.59,10,0,Gold,1
12321,43,Other,991043,24,10910.18,11,1,Gold,1
12322,60,Male,1393728,3,45321.69,5,0,Gold,0
12323,27,Female,1067050,30,44981.48,2,1,Bronze,0
12324,47,Female,2318026,6,5379.9,8,0,Gold,0
12325,67,Male,1704329,2,7400.06,14,0,Bronze,1
12326,35,Female,1977850,14,43142.33,8,0,Gold,1
12327,34,Male,735888,41,20127.21,6,0,Bronze,0
12328,43,Female,939860,18,8712.8,1,1,Platinum,0
12329,25,Male,818636,44,25680.27,1,0,Silver,1
12330,64,Female,2402888,31,21008.4,8,1,Gold,0
12331,57,Other,2059722,13,11192.33,11,1,Gold,0
12332,66,Other,335797,26,36121.39,18,0,Bronze,1
12333,29,Other,1924620,44,31675.08,10,1,Platinum,0
12334,44,Female,1175415,12,5253.18,12,0,Platinum,1
12335,25,Female,835861,18,46291.72,16,1,Gold,0
12336,42,Other,558062,9,28055.96,5,0,Bronze,0
12337,63,Other,2322609,49,12735.16,16,0,Bronze,0
12338,21,Male,2277645,21,10552.7,12,1,Silver,1
12339,50,Male,1601471,48,7056.61,6,1,Platinum,1
12340,18,Male,2360046,49,21404.48,5,0,Silver,1
12341,36,Other,785593,40,7036.39,1,1,Platinum,1
12342,48,Other,1916548,43,20966.08,19,0,Gold,0
12343,33,Other,958201,24,7693.89,10,0,Gold,1
12344,31,Male,409699,34,32943.33,14,1,Bronze,0
12345,65,Female,1218143,8,39326.53,3,0,Bronze,0
12346,22,Other,2087145,44,27611.28,6,1,Bronze,0
12347,58,Female,2297711,33,34098.83,5,0,Platinum,0
12348,43,Female,2101257,23,46937.42,17,0,Bronze,0
12349,45,Female,237361,13,32027.07,18,0,Gold,0
12350,19,Male,1961856,49,18398.66,12,1,Silver,0
12351,67,Female,200037,14,22639.16,5,0,Gold,1
12352,23,Other,503564,14,43068.1,9,0,Gold,0
12353,26,Male,821531,16,6796.8,12,1,Gold,1
12354,50,Other,2257632,49,16489.13,9,0,Silver,0
12355,58,Other,853668,38,28990.82,3,1,Gold,1
12356,42,Male,903645,39,33916.56,1,1,Platinum,0
12357,65,Other,917368,26,38245.9,15,1,Platinum,1
12358,30,Other,1505927,26,16114.88,10,0,Silver,0
12359,26,Male,985838,1,7549.2,14,1,Platinum,1
12360,30,Other,793975,32,47755.51,7,0,Bronze,1
12361,48,Female,1058379,15,4096.69,4,1,Platinum,1
12362,58,Other,2482373,21,5061.53,5,0,Gold,0
12363,28,Female,1052224,18,24898.64,16,1,Platinum,0
12364,21,Other,1424322,30,41017.77,3,1,Bronze,1
12365,51,Male,1561968,13,38792.85,17,1,Bronze,1
12366,55,Male,900731,24,46903.65,13,0,Bronze,0
12367,63,Other,2002218,30,7337.65,6,1,Gold,0
12368,21,Male,1941233,2,18973.64,5,0,Bronze,0
12369,55,Other,759031,19,14322.46,16,0,Gold,0
12370,36,Male,2496976,47,43085.25,11,0,Bronze,0
12371,23,Female,1449699,44,24571.22,17,0,Gold,1
12372,51,Other,2319228,47,1634.34,5,0,Gold,1
12373,35,Female,441424,25,35485.83,6,0,Gold,1
12374,30,Female,406384,14,19618.3,10,1,Platinum,1
12375,58,Other,344938,6,26697.99,1,1,Bronze,0
12376,40,Female,2460529,12,44721.24,10,0,Gold,0
12377,36,Other,1179907,20,13059.87,17,0,Bronze,1
12378,62,Female,413968,23,12241.15,3,1,Platinum,0
12379,28,Other,588388,30,13380.67,2,1,Silver,0
12380,18,Other,494957,30,17103.97,17,0,Bronze,1
12381,41,Male,2101737,38,5635.49,4,1,Bronze,1
12382,24,Other,1178190,30,34951.82,2,0,Platinum,0
12383,42,Other,990944,41,10607.72,5,1,Gold,1
12384,38,Female,1664458,30,46329.44,10,1,Bronze,0
12385,32,Other,1396278,36,11019.61,1,1,Silver,1
12386,18,Male,2415059,49,13005.41,1,1,Platinum,0
12387,29,Female,593852,34,15061.91,4,1,Gold,1
12388,24,Female,1185461,16,38496.34,7,0,Bronze,0
12389,32,Male,1837455,24,21552.04,14,0,Bronze,0
12390,38,Female,1716608,14,41020.93,14,1,Platinum,0
12391,36,Female,2006423,26,39307.23,18,0,Gold,1
12392,46,Female,2150408,8,46495.67,2,0,Gold,0
12393,42,Female,827915,14,37903.23,1,1,Platinum,0
12394,50,Male,1376957,31,2879.99,16,0,Bronze,1
12395,66,Male,1606427,2,41912.88,18,0,Bronze,1
12396,49,Female,2045786,48,46922.21,16,1,Gold,0
12397,66,Female,2168188,4,49686.35,6,0,Gold,0
12398,52,Male,236382,1,6525.8,10,1,Silver,1
12399,61,Male,1062219,20,30779.68,2,1,Silver,1
12400,55,Male,1271917,14,10213.1,7,0,Silver,0
12401,43,Female,1918303,40,13346.73,17,1,Gold,0
12402,28,Female,1474856,25,37355.54,3,0,Gold,1
12403,52,Other,1835407,25,48890.09,12,0,Gold,0
12404,25,Male,683075,3,29864.32,2,1,Bronze,0
12405,63,Female,1977310,5,42574.05,7,0,Platinum,0
12406,31,Male,527370,38,741.53,17,0,Gold,1
12407,27,Female,1457427,26,2120.59,19,0,Bronze,1
12408,19,Male,2364533,40,29957.2,12,0,Gold,0
12409,63,Female,1033142,38,19632.46,9,0,Platinum,0
12410,26,Other,478910,38,44520.96,14,0,Gold,0
12411,20,Other,302416,4,15308.5,2,0,Bronze,1
12412,38,Male,1297034,7,21772.94,4,1,Gold,0
12413,43,Female,1042653,30,26537.09,19,0,Gold,1
12414,25,Female,2036517,30,13870.03,16,1,Gold,0
12415,65,Male,551637,19,45452.19,17,1,Silver,1
12416,19,Female,1103282,39,23387.32,2,0,Gold,0
12417,23,Male,377946,35,21380.53,17,1,Bronze,1
12418,45,Female,1143652,40,42532.73,19,1,Bronze,1
12419,46,Male,1280109,33,15805.33,8,1,Bronze,0
12420,43,Female,1094576,33,40928.03,6,0,Gold,1
12421,42,Male,1064899,14,6376.96,12,1,Platinum,0
12422,29,Female,463503,38,9384.59,18,1,Bronze,1
12423,22,Other,2416271,10,47556.83,2,1,Silver,0
12424,51,Female,2226393,28,42169.64,19,1,Platinum,1
12425,65,Male,531922,14,19578.58,10,1,Bronze,1
12426,54,Other,1494416,36,32031.29,3,1,Gold,0
12427,32,Female,2185196,38,47165.62,12,0,Silver,1
12428,61,Other,1760121,16,10829.39,16,1,Bronze,0
12429,53,Female,1883959,21,3232.82,12,1,Silver,0
12430,32,Other,643035,28,27012.16,8,0,Platinum,0
12431,60,Male,2235115,33,7387.06,5,0,Bronze,1
12432,65,Female,2079466,6,9609.76,11,1,Gold,1
12433,40,Female,1110657,41,44609.5,10,1,Silver,1
12434,23,Male,1206247,15,667.95,3,0,Bronze,0
12435,63,Other,889317,44,40895.96,9,1,Platinum,0
12436,67,Male,558332,3,25992.45,12,1,Platinum,1
12437,61,Male,951240,43,28096.93,6,0,Bronze,0
12438,60,Other,321292,47,33686.87,19,1,Platinum,1
12439,62,Male,290570,35,21742.82,16,0,Silver,1
12440,38,Female,1195791,14,6045.91,14,1,Silver,0
12441,40,Female,2420943,2,5410.17,4,1,Silver,0
12442,60,Female,1741121,29,37791.8,18,0,Silver,0
12443,33,Male,2160299,4,11285.45,10,0,Platinum,0
12444,64,Female,1084807,26,1696.65,18,1,Bronze,1
12445,32,Female,2288140,12,48986.81,12,1,Platinum,0
12446,42,Female,1619600,2,49025.46,19,1,Platinum,0
12447,53,Female,2444055,17,19093.62,8,0,Bronze,0
12448,28,Female,2186205,35,1568.54,1,0,Bronze,1
12449,68,Female,2097459,10,36445.05,14,0,Gold,0
12450,32,Male,245708,48,41601.3,6,0,Silver,0
12451,21,Female,1724616,22,6513.18,14,0,Bronze,1
12452,38,Female,1415442,41,7032.29,2,0,Platinum,1
12453,30,Other,1570092,43,41164.53,9,1,Silver,1
12454,39,Male,2430844,21,46118.8,12,0,Silver,0
12455,36,Male,1157642,15,39600.52,5,0,Platinum,1
12456,51,Male,253024,35,10277.02,2,0,Bronze,1
12457,31,Male,1651469,48,20752.6,19,0,Silver,0
12458,21,Female,1423759,21,30161.87,7,1,Silver,0
12459,65,Female,742112,21,8266.59,7,0,Silver,1
12460,69,Other,718534,21,10766.94,10,1,Silver,0
12461,63,Other,2132159,44,14359.44,17,0,Silver,0
12462,44,Male,248926,32,25622.81,14,1,Platinum,1
12463,46,Other,1416508,5,25687.0,11,0,Bronze,0
12464,64,Other,1997613,39,40770.44,6,0,Bronze,0
12465,45,Male,2112878,9,37724.61,8,0,Silver,1
12466,52,Male,2018317,18,45712.66,19,0,Silver,1
12467,25,Other,563114,21,41695.22,19,1,Silver,0
12468,33,Female,683791,8,12917.71,17,1,Platinum,1
12469,59,Other,1870930,44,16765.45,18,0,Platinum,1
12470,53,Other,2358714,34,25171.04,12,0,Gold,0
12471,47,Female,2250181,10,1009.28,9,1,Silver,0
12472,35,Female,996266,41,45223.93,16,1,Gold,0
12473,19,Male,934769,24,2503.91,18,1,Gold,1
12474,66,Male,231568,40,16325.33,16,0,Gold,1
12475,30,Other,997278,24,28587.99,16,1,Bronze,0
12476,21,Female,861259,32,26036.72,4,0,Gold,0
12477,43,Male,810326,33,32826.66,7,0,Silver,0
12478,42,Other,1445749,38,26517.75,1,1,Platinum,0
12479,47,Female,1156277,44,11681.37,1,0,Silver,1
12480,28,Other,2426941,49,10293.59,8,0,Platinum,1
12481,24,Male,1618180,34,45390.18,8,1,Bronze,1
12482,48,Male,701994,11,13419.15,10,0,Bronze,1
12483,61,Female,274723,31,14264.57,1,1,Silver,1
12484,27,Other,2238842,18,20823.76,14,1,Bronze,1
12485,56,Female,2076624,23,7230.08,14,1,Platinum,0
12486,30,Male,1733017,22,25511.46,10,0,Bronze,1
12487,48,Male,992515,43,33352.08,19,1,Gold,1
12488,24,Other,1916534,18,39364.22,16,1,Gold,1
12489,66,Other,1593196,40,35659.28,9,0,Bronze,1
12490,59,Other,1235211,47,7637.51,16,0,Silver,0
12491,59,Female,2389568,41,22966.54,8,1,Gold,0
12492,53,Other,847122,47,2217.73,7,0,Platinum,1
