Size,Bedrooms,Bathrooms,Garage,Age,DistanceToCity,CrimeRate,SchoolRating,Price
1580,4,2,0,31,3.7,2.45,7,70.49
1920,5,1,1,11,1.01,9.89,8,78.69
1942,3,3,1,42,0.5,0.67,7,79.16
1974,3,2,1,16,2.19,8.44,9,79.34
1755,4,2,1,5,12.52,3.55,5,84.35
1042,2,1,1,12,28.35,4.19,9,50.3
2153,3,1,0,38,14.54,8.32,6,68.0
1041,3,2,2,21,6.54,0.91,8,62.7
1621,1,3,1,10,4.08,3.54,1,76.82
1198,3,1,0,6,4.47,9.52,7,60.5
1474,3,3,2,44,3.87,6.99,8,69.12
1631,3,2,0,44,6.14,7.55,3,51.65
1628,4,2,1,20,2.71,7.58,7,67.69
1668,3,1,1,0,5.53,0.61,8,94.44
2145,4,1,1,29,0.65,2.03,4,89.58
1681,2,3,2,18,1.54,4.91,5,72.58
1402,3,3,1,46,9.04,3.68,6,59.76
1885,2,2,0,45,11.7,4.11,6,62.21
1975,4,1,2,28,3.87,7.81,1,75.54
1008,4,2,2,34,0.5,0.15,2,58.99
1738,3,2,1,19,13.08,6.6,3,65.57
1780,4,4,1,35,6.05,0.0,4,72.74
1380,3,2,0,38,2.67,0.63,4,58.1
2050,5,3,1,0,4.56,4.08,7,109.59
1439,4,2,0,22,2.81,8.41,6,72.28
1550,4,2,0,30,3.13,1.45,7,88.13
1430,3,2,1,34,10.89,5.55,2,54.93
1506,2,1,0,46,0.88,6.79,6,48.4
1061,3,3,0,44,0.55,2.3,5,58.7
923,2,2,1,21,0.5,5.12,8,52.64
2137,3,3,0,45,1.88,9.11,7,71.99
1161,3,1,0,6,0.8,5.12,8,68.12
1103,3,4,0,32,1.24,1.57,1,65.0
638,1,1,0,44,0.5,6.28,7,28.24
1244,2,3,1,35,1.29,5.92,6,55.58
970,3,3,2,43,2.02,0.27,8,49.92
2156,5,4,1,6,0.5,0.91,6,110.4
1903,3,2,1,26,4.68,1.57,6,87.52
1224,3,3,0,1,4.21,1.36,2,69.64
2400,4,2,0,16,0.51,2.59,7,105.79
1892,3,1,0,0,4.52,4.54,4,86.12
1370,3,2,1,45,33.05,3.72,1,31.95
500,3,1,1,29,14.45,8.91,2,7.32
2416,2,4,1,21,0.5,6.12,9,100.93
944,5,1,1,27,7.93,8.76,5,42.79
841,2,2,0,32,2.18,5.27,8,47.89
1909,3,2,1,25,0.5,0.9,9,103.46
2475,1,2,1,34,1.75,4.63,9,101.11
2053,2,2,1,10,1.94,8.22,8,76.61
1725,4,1,1,6,3.7,1.94,8,102.29
1737,2,2,1,27,5.41,0.91,4,78.36
1841,2,2,2,24,6.91,3.29,3,73.52
1803,3,3,2,40,1.41,3.89,6,83.63
1612,1,3,1,30,1.94,3.06,6,57.73
1541,2,4,1,2,1.84,1.35,2,78.16
1474,4,1,0,32,2.25,2.51,7,70.42
1198,4,2,2,33,39.88,6.82,6,38.11
1387,4,1,1,20,7.52,3.86,8,76.73
822,4,1,0,36,18.44,6.33,6,39.15
1460,3,2,1,48,5.91,5.36,6,59.22
1104,2,2,0,18,2.61,5.49,5,53.0
1058,4,2,1,36,2.47,2.49,6,61.38
1571,4,2,1,20,3.35,5.22,9,74.43
2056,4,3,1,13,2.7,0.24,3,100.73
1867,3,2,0,9,8.81,4.32,5,77.88
871,2,2,2,6,3.13,5.73,7,57.44
1104,4,2,1,28,1.75,1.82,5,54.04
1876,4,2,2,39,7.46,2.57,4,81.07
1107,5,1,1,7,9.64,2.2,4,62.37
1410,2,2,1,38,2.73,0.71,4,55.62
1720,2,2,1,12,5.51,3.48,5,73.01
1112,2,3,0,45,0.5,9.79,8,41.99
1542,4,3,0,18,3.77,3.54,6,72.0
966,2,2,1,10,0.5,4.61,4,59.22
1259,2,2,0,1,0.5,6.53,5,63.94
1627,5,2,2,48,4.75,6.48,3,65.79
862,1,3,0,5,1.81,9.5,9,49.59
1676,4,2,1,28,6.78,8.58,5,69.41
1492,3,2,1,40,11.32,7.94,10,58.23
1720,4,1,1,4,0.75,9.52,5,75.55
1589,3,1,1,40,6.45,2.31,8,62.88
2045,4,3,0,29,3.61,6.17,4,81.33
1550,4,2,1,38,0.59,8.87,2,60.78
1328,1,2,1,35,5.27,6.24,1,42.61
1548,2,2,1,26,4.7,9.77,6,59.17
1717,3,2,1,49,3.62,1.0,5,66.84
1519,3,3,2,17,13.05,4.39,5,78.84
1516,4,3,2,48,3.68,9.77,8,60.44
1219,3,2,1,35,23.29,3.8,4,45.47
1234,3,1,1,15,3.56,7.4,5,55.21
938,2,2,1,4,0.62,0.3,8,72.8
2199,4,2,1,8,3.18,6.95,6,94.95
1002,5,2,2,33,1.01,9.35,8,51.61
1222,3,2,0,33,4.55,3.83,5,55.07
1212,3,1,1,35,5.91,0.21,5,53.06
1857,2,2,1,30,3.16,0.28,3,85.79
1382,3,1,1,19,0.51,8.92,9,69.12
1999,3,3,1,16,3.16,7.23,8,87.29
1230,2,2,1,19,0.5,1.07,10,71.93
1611,3,3,1,27,5.73,0.55,5,71.93
1165,3,1,2,20,7.81,8.05,8,47.69
2358,3,2,1,18,16.4,8.1,5,79.79
1024,3,3,0,2,0.81,1.21,6,76.12
1623,1,2,0,29,3.8,3.02,8,68.33
1753,4,3,0,4,4.19,7.8,3,83.71
1665,4,2,1,41,12.79,5.25,4,60.93
1425,3,2,1,5,4.93,9.57,5,60.59
1448,2,2,0,2,0.79,4.81,7,71.76
1517,4,2,1,48,2.87,6.77,5,58.95
1441,5,2,1,41,5.32,5.1,5,53.42
1885,2,2,0,23,6.02,9.43,10,70.36
2384,3,2,1,43,9.94,3.99,5,82.1
1277,2,2,2,0,1.0,2.3,4,77.26
952,3,2,1,49,15.14,3.27,6,40.1
1464,2,2,1,35,0.5,8.53,8,60.41
2531,3,1,1,14,20.6,4.98,2,90.78
1178,3,2,1,40,9.75,3.54,6,56.53
2155,3,3,1,37,5.4,5.44,1,76.94
2171,3,3,1,43,6.64,1.33,6,81.14
1278,3,2,2,17,0.5,0.05,4,72.95
1727,3,4,2,22,0.5,2.81,5,79.34
2151,1,2,1,46,0.54,6.05,6,64.64
1348,2,3,0,28,0.5,7.12,9,63.55
1418,4,3,1,40,3.96,8.27,7,61.64
1267,2,3,1,21,1.21,9.27,9,62.13
1094,4,1,1,23,9.84,4.12,7,58.95
1240,4,2,0,44,2.95,7.41,1,49.78
1010,3,1,0,47,5.95,0.75,4,39.85
1513,3,3,1,12,5.29,0.58,9,82.43
1192,3,2,0,32,1.93,1.25,6,54.88
1593,4,3,1,49,1.39,4.49,10,73.51
877,4,2,1,21,2.1,2.11,3,60.44
1632,4,3,1,34,7.96,2.87,4,67.65
1833,2,1,0,16,4.41,6.48,5,76.78
702,3,1,0,21,1.46,3.59,5,41.2
1649,3,2,0,4,8.51,5.57,4,77.29
1991,3,2,0,24,0.5,4.12,5,72.53
1016,1,2,1,5,6.01,1.69,6,68.75
2169,2,3,1,16,2.89,0.74,5,91.16
1667,4,1,0,30,6.57,2.36,2,68.93
1217,3,2,0,16,13.12,0.58,7,72.1
1477,3,3,0,32,6.93,6.19,6,55.62
1723,3,1,2,38,2.92,7.96,6,73.59
1530,4,3,1,47,0.82,3.4,6,77.81
1715,4,4,2,36,8.21,3.87,8,81.18
1131,3,1,2,47,3.09,8.16,6,43.13
1567,2,2,1,3,0.5,2.23,9,85.09
934,3,2,1,42,6.35,1.19,6,51.33
1455,4,3,0,13,1.73,5.01,4,76.1
1138,3,2,1,12,0.5,6.46,5,50.33
1205,3,2,0,26,11.65,6.0,6,50.7
1994,3,3,2,23,3.3,7.14,6,80.04
1936,3,1,0,26,1.65,0.57,7,83.25
1743,4,3,1,7,6.3,4.28,4,79.67
1063,3,3,0,46,10.85,2.39,7,41.91
1373,2,2,2,49,0.5,7.59,7,60.1
1985,2,3,1,38,5.82,8.73,7,68.31
1556,3,3,1,20,7.28,2.81,6,73.8
2427,4,2,1,40,1.18,0.95,10,102.23
1657,3,2,1,10,3.36,2.53,5,78.49
1576,4,2,1,30,0.5,1.04,3,76.15
1376,4,1,2,26,6.87,3.22,8,67.15
1553,2,4,0,41,9.4,5.38,4,60.25
1439,1,1,2,45,0.57,9.74,7,57.03
1783,2,2,1,47,8.48,3.99,3,55.56
1882,4,2,2,26,7.38,2.2,1,79.88
1185,2,1,1,7,2.13,1.67,3,65.75
967,3,3,1,32,5.86,1.73,5,47.31
765,3,3,2,11,0.5,1.93,3,59.74
1703,4,2,1,34,13.43,7.62,3,58.63
1058,2,2,1,33,4.0,0.61,7,64.92
638,3,1,0,15,4.84,9.97,7,41.66
1655,3,2,0,35,5.46,5.23,8,68.67
2497,3,2,1,1,4.12,5.44,8,107.81
1497,4,2,1,11,9.72,3.58,5,81.94
1835,2,4,1,26,4.7,6.9,8,74.65
1532,4,2,0,16,11.92,4.71,6,71.06
1460,3,3,1,19,4.37,3.29,6,72.45
1867,3,2,1,20,0.94,2.65,7,92.94
1383,3,2,1,29,12.24,9.26,4,56.04
1606,3,3,2,41,5.72,2.91,7,73.17
1628,2,2,1,19,6.01,4.36,5,68.06
1232,3,3,0,7,21.16,3.5,3,56.65
1896,3,2,2,17,0.5,0.86,3,81.99
1430,3,1,1,17,2.8,1.86,3,70.25
1197,3,3,1,17,1.37,1.9,8,67.64
1714,4,2,0,1,4.98,6.94,10,97.31
1140,3,3,1,11,8.22,4.07,5,59.35
1511,2,3,0,31,16.95,7.82,4,56.15
1496,3,1,1,41,3.03,7.09,4,62.27
1934,4,2,0,7,7.71,1.92,8,98.23
1689,4,2,0,9,12.45,5.63,4,70.67
1489,3,2,0,10,5.75,7.43,9,68.56
1827,4,3,0,13,1.39,6.33,7,100.04
2056,3,2,0,25,4.68,6.0,8,93.81
1723,3,2,1,46,17.52,7.4,6,57.15
1504,4,3,0,29,21.93,0.57,7,65.91
975,4,1,1,41,5.14,7.31,6,37.66
1073,3,3,0,3,10.9,2.73,8,63.45
1377,4,2,2,38,1.12,5.72,8,68.12
1256,2,3,2,10,1.41,2.42,6,83.61
1425,4,2,0,23,15.28,8.39,6,55.93
1522,3,1,1,21,0.73,4.81,9,79.97
1711,2,2,0,2,1.06,6.43,9,87.65
1471,2,1,2,36,2.73,7.94,7,55.89
1694,3,4,1,1,4.45,8.95,1,78.97
1525,3,1,0,11,4.63,7.32,3,69.31
709,3,3,1,20,1.73,1.49,8,60.85
1124,2,2,0,4,12.67,8.55,2,45.3
1442,3,2,1,6,12.33,6.19,4,68.8
1016,3,1,1,3,2.49,6.09,4,63.15
1739,3,2,1,42,2.85,9.21,6,67.11
2112,3,2,1,40,6.06,2.49,6,88.18
1987,4,2,0,35,5.44,2.4,4,79.07
1414,4,3,0,21,2.41,5.13,4,72.78
2096,4,2,0,28,2.67,7.51,7,89.93
1559,3,2,2,8,2.14,4.47,9,80.31
1365,4,2,0,25,1.34,6.34,2,52.25
1254,2,1,1,11,3.06,4.53,3,68.17
1379,2,3,1,47,5.8,6.1,6,49.91
1344,3,2,0,0,6.77,8.22,8,64.49
1568,4,1,1,7,7.55,1.8,7,82.73
1564,2,2,1,32,2.35,6.95,7,62.57
1501,2,2,1,3,7.23,7.87,8,61.38
1674,2,2,1,13,0.5,4.47,4,80.32
1976,4,2,1,28,3.24,3.23,3,86.55
1879,3,1,1,13,7.9,0.14,6,82.55
906,3,2,1,8,4.97,7.97,8,54.01
500,3,3,1,8,3.21,3.28,6,43.89
1873,3,1,0,25,5.17,3.57,9,77.26
953,3,3,1,48,11.87,3.36,7,40.31
1410,2,1,0,46,4.18,4.99,7,55.87
1031,4,3,0,41,8.04,7.02,2,49.94
779,3,2,1,16,19.75,7.72,3,32.05
1716,3,2,2,40,6.11,3.93,7,75.12
1803,1,1,2,3,4.26,6.63,3,78.9
1269,3,1,0,45,0.5,7.21,1,32.06
500,3,2,1,2,2.35,2.97,9,47.44
1281,3,1,1,28,4.17,0.97,8,77.02
1656,2,2,0,24,7.98,8.95,4,56.93
908,4,2,1,20,2.88,6.77,7,55.31
1573,2,2,1,11,16.1,6.48,1,60.9
1493,3,3,2,0,1.59,0.59,4,74.77
1731,4,2,0,0,6.82,8.18,6,76.04
1547,3,2,0,44,2.72,5.66,7,64.99
1110,4,2,2,45,3.33,8.48,1,35.43
1978,3,2,1,47,8.11,9.75,5,60.97
1436,3,2,2,6,1.76,9.57,4,60.22
1489,4,3,0,9,0.51,8.56,10,73.27
1126,3,2,1,14,3.67,0.11,7,66.95
1322,3,1,1,39,3.76,8.86,5,39.09
1146,4,2,0,10,7.98,0.75,2,69.52
1430,3,2,1,45,17.26,8.51,6,38.76
2184,3,3,1,44,0.5,2.8,6,86.31
951,3,3,0,22,4.48,6.1,8,49.72
854,4,1,0,12,5.72,0.38,4,62.07
2088,4,1,1,26,21.27,7.71,10,71.38
1416,3,2,1,40,14.29,1.12,5,54.74
1232,3,2,2,16,6.23,4.11,4,55.39
1915,4,2,1,49,3.69,8.17,5,54.71
1257,2,3,0,12,0.88,6.95,6,65.29
2230,2,2,2,11,2.42,0.06,9,106.16
1771,4,2,2,28,4.4,4.03,7,81.18
1304,4,1,0,20,6.46,0.42,6,73.01
2362,4,3,1,19,5.04,6.73,3,93.29
1257,3,2,0,19,6.26,9.69,3,47.82
1796,2,3,0,30,2.8,6.55,6,72.65
1619,3,2,0,7,6.5,2.24,7,79.03
2020,2,2,0,23,0.78,3.55,7,91.65
2124,3,3,2,10,0.89,9.77,4,85.11
1512,4,3,1,38,0.89,2.24,3,67.86
1198,2,2,2,32,11.08,5.62,5,52.35
1683,4,2,1,41,0.5,4.0,9,87.32
1228,3,3,1,14,8.09,7.68,6,54.26
2305,3,2,1,3,1.33,8.67,5,89.19
1554,2,1,2,0,3.16,3.41,5,77.2
1353,3,3,1,31,12.38,6.6,3,48.46
1573,2,1,1,10,4.41,5.49,6,74.95
961,5,1,2,29,1.18,2.78,7,60.36
1111,4,1,0,36,1.67,2.72,9,53.72
1980,3,2,1,18,12.66,5.39,6,83.73
1237,2,2,2,35,2.79,1.54,3,66.24
1081,4,2,2,33,4.42,8.11,7,47.26
1714,3,2,0,6,3.08,0.69,7,90.47
1974,2,2,1,44,2.38,0.95,2,63.43
1787,3,2,1,19,1.26,3.42,8,83.01
1898,4,1,0,11,5.79,1.18,8,93.52
1197,1,3,1,31,6.33,4.76,6,52.2
931,2,2,0,1,1.61,4.0,6,60.49
2100,4,4,1,21,7.78,7.22,7,84.39
1370,2,1,1,40,9.64,9.53,7,52.19
1399,2,3,1,47,12.67,7.54,1,39.17
2031,3,2,1,39,0.88,1.79,3,74.66
1722,4,1,1,23,1.81,9.36,3,66.42
1682,3,3,0,49,9.84,3.92,7,68.57
2366,5,3,0,30,1.11,4.74,5,99.59
1242,3,2,0,3,0.5,4.22,6,68.09
1871,2,3,0,23,10.23,2.81,7,88.37
1522,5,2,1,42,1.98,8.95,5,59.07
1607,3,3,1,16,2.68,3.32,7,71.83
2111,3,2,0,39,2.96,5.79,5,80.54
1703,3,2,0,18,9.43,2.4,5,74.89
1715,3,2,1,39,2.06,7.97,5,63.49
1929,2,2,1,37,11.14,7.74,9,74.13
1354,1,3,2,33,4.8,2.96,7,61.17
1164,3,1,1,46,3.75,6.82,1,37.66
1082,4,1,1,32,1.97,7.04,9,48.15
713,3,2,0,5,1.4,5.63,7,50.0
2322,5,2,1,35,4.89,6.01,3,88.02
1058,3,1,0,12,2.96,5.74,2,48.81
1411,3,2,0,46,12.07,0.82,5,48.32
1389,2,3,0,8,3.38,6.7,6,70.69
1622,2,2,1,34,3.59,4.7,6,69.88
1826,3,2,1,33,2.7,4.38,4,76.96
1844,4,3,0,15,7.79,8.6,5,71.4
1266,4,2,1,17,2.77,0.23,4,71.15
1433,5,3,1,17,1.57,2.51,2,75.74
1613,2,3,1,37,9.9,1.21,6,71.5
1400,4,2,0,49,4.54,0.35,5,64.69
2142,3,2,1,42,4.48,2.76,6,76.22
1696,2,2,2,31,4.72,9.88,9,74.71
1793,4,2,0,6,6.34,2.7,3,77.73
1765,3,3,0,22,1.88,6.64,1,61.79
1969,2,2,0,22,0.5,1.18,2,67.98
1572,3,2,0,45,8.32,6.02,6,60.66
981,3,2,1,17,0.69,9.84,7,58.17
1659,4,1,2,6,6.4,2.92,6,80.33
1239,3,1,2,41,0.5,8.48,6,40.66
1288,5,3,0,39,2.35,9.98,5,56.77
1734,2,2,1,23,0.5,5.89,5,66.25
1995,3,2,1,13,3.69,3.09,5,92.26
1508,3,2,1,49,5.29,6.74,6,50.46
1623,3,3,1,4,0.94,8.45,3,71.85
2180,3,2,0,45,2.32,1.71,7,87.67
1596,4,3,1,21,13.31,4.53,6,73.36
2540,4,2,1,21,2.92,3.19,4,103.89
1726,4,3,1,9,8.11,2.83,6,92.93
795,4,2,1,25,13.1,8.61,9,50.76
1801,4,2,0,14,18.32,4.22,1,79.1
1652,3,2,0,37,11.43,3.39,3,60.68
2015,4,2,2,40,1.91,6.04,5,78.97
1769,3,1,1,41,16.43,2.19,6,72.76
1444,3,2,2,48,8.37,2.3,4,54.03
1010,3,2,0,0,9.08,5.2,9,60.61
1416,3,1,1,13,0.5,4.09,6,71.7
1159,3,3,1,35,15.42,2.95,8,54.64
1267,5,2,2,30,7.53,0.54,5,66.0
1735,3,3,0,27,7.3,5.21,8,70.21
2167,2,2,0,33,0.5,8.17,5,81.58
1657,3,2,1,34,1.32,8.51,4,60.55
1021,2,2,2,38,16.39,2.35,9,49.29
1677,2,2,2,22,3.47,6.0,2,67.14
1978,2,4,2,45,2.54,8.56,9,78.41
1256,3,2,2,43,9.16,4.09,6,55.25
1446,3,3,0,18,0.5,9.32,10,68.17
1505,4,3,0,17,2.7,9.03,6,66.08
1186,4,2,0,14,2.36,2.08,7,69.53
1759,3,3,1,0,2.15,2.59,1,79.96
1451,3,2,2,24,1.84,1.8,6,69.49
1667,3,4,2,25,1.18,1.96,7,86.53
1145,4,3,0,34,0.95,9.08,7,54.05
1325,2,1,1,14,5.11,9.31,3,47.9
1788,1,3,2,3,12.59,0.52,5,84.27
1350,4,2,1,14,3.56,5.94,5,59.39
2190,3,2,0,41,1.77,5.64,3,78.23
1340,2,2,1,37,0.87,3.91,5,56.42
1589,2,1,1,44,8.86,6.32,8,67.74
1873,4,2,1,38,17.79,9.47,5,63.83
932,4,3,1,0,2.15,1.7,5,64.07
795,4,1,0,21,1.72,1.2,9,53.26
889,3,2,2,10,4.6,0.33,1,60.26
2005,3,1,1,45,7.47,3.64,6,78.05
1279,5,2,1,37,3.04,3.38,7,73.67
2523,5,3,2,36,4.97,4.31,7,108.02
1274,2,3,0,25,6.3,5.03,7,61.81
1573,4,3,0,26,16.17,7.58,7,70.35
2116,2,2,2,12,0.9,3.92,2,89.12
2302,2,2,0,6,29.73,3.31,6,86.18
2324,3,3,1,7,2.49,8.27,7,92.11
1983,3,3,0,45,6.42,8.5,2,70.97
1909,4,2,0,22,4.25,2.33,1,80.71
1737,2,2,1,25,3.33,3.15,8,77.83
1811,3,3,0,43,5.99,8.25,7,61.69
1279,4,3,1,26,2.52,0.79,5,76.15
1172,4,2,1,8,0.67,3.26,9,79.47
1498,2,3,2,45,3.36,4.48,7,57.93
1431,3,1,1,37,3.69,1.87,9,70.33
1318,3,2,0,46,1.13,1.8,9,66.65
1778,2,2,2,12,13.71,4.25,6,70.28
1882,5,1,1,6,1.29,7.55,7,91.2
1535,4,1,1,10,2.63,8.4,7,74.24
2091,2,1,2,9,0.84,9.79,8,89.24
1043,2,2,1,32,3.84,0.74,7,66.79
1422,2,3,1,38,1.84,2.17,3,76.19
1213,4,4,1,49,3.36,7.57,4,54.74
753,2,2,0,2,1.27,5.41,4,51.14
1466,3,2,0,40,0.5,3.28,8,69.6
1451,3,3,1,28,7.55,2.06,8,73.74
2105,3,1,0,36,5.12,2.8,6,93.45
1752,2,3,0,44,2.08,4.29,6,68.87
1090,2,3,0,15,0.5,1.77,8,64.82
2241,4,1,1,15,10.03,9.64,5,86.0
1988,4,3,1,43,0.93,1.08,2,91.69
1732,4,3,1,49,13.35,9.86,6,51.75
1409,1,1,1,42,3.26,8.42,9,48.15
1116,3,1,1,48,2.08,4.23,7,45.16
1351,3,1,1,6,6.77,7.4,5,57.16
1935,3,2,1,14,10.47,6.72,2,69.78
2253,4,2,1,37,2.32,2.13,6,97.34
2117,3,2,2,5,2.62,3.39,8,101.81
1304,2,2,2,17,2.84,5.13,7,59.14
1052,4,3,2,18,12.78,6.38,5,57.33
1556,5,2,2,1,5.9,5.43,3,80.51
792,2,1,1,2,1.42,4.73,9,62.21
1629,3,2,1,45,1.02,4.43,4,60.49
1440,3,2,1,24,1.31,4.98,4,59.14
1313,3,2,1,35,1.53,4.34,8,66.11
862,2,2,2,48,1.31,5.41,10,48.02
1705,3,1,1,27,5.37,8.88,7,60.72
1286,5,3,2,37,0.62,6.33,6,63.87
1032,3,4,1,27,2.45,7.23,5,49.01
500,2,2,2,31,4.9,5.97,1,31.25
1488,3,2,1,40,1.72,6.43,3,60.05
2208,3,2,1,35,0.5,5.78,6,91.61
2164,4,3,1,38,0.5,0.27,3,86.96
1317,3,2,1,35,0.67,10.0,8,51.33
1259,2,3,2,42,9.03,0.34,3,53.19
1687,2,2,0,22,5.36,3.95,6,69.75
1100,4,2,1,1,0.5,1.05,6,76.82
1620,3,2,1,9,2.48,0.97,6,79.12
1806,4,4,2,5,1.63,7.94,5,94.06
1990,2,3,1,7,4.31,4.26,8,101.17
1459,3,1,0,14,3.7,8.01,5,68.35
1418,3,2,1,44,3.28,2.73,7,65.11
1148,4,2,1,28,1.89,2.56,6,62.04
1169,4,2,0,27,0.74,2.51,3,60.68
1409,2,3,1,21,6.78,6.16,6,59.16
1646,3,3,2,33,10.6,8.15,6,64.14
1865,2,3,2,19,14.43,4.52,8,81.13
1178,3,4,0,32,0.5,3.79,8,59.08
2097,3,2,2,14,6.73,9.74,3,87.04
1391,4,3,1,6,6.48,1.17,2,74.81
1491,4,3,0,23,14.7,4.87,4,58.03
1201,3,2,0,25,1.46,4.08,10,64.15
530,3,3,0,49,6.78,0.98,1,25.13
1853,4,1,2,9,0.5,2.68,7,88.42
1794,4,3,0,14,4.99,0.28,6,97.86
1387,1,2,0,36,2.16,8.77,6,50.22
1526,3,2,1,23,7.32,6.08,4,68.75
1706,3,2,1,10,9.95,8.15,4,71.84
874,2,2,1,39,2.27,5.22,5,43.04
1288,2,2,1,20,3.73,6.0,2,55.11
1817,1,1,0,39,0.62,7.01,2,56.83
998,3,2,2,37,2.7,9.08,2,45.07
1617,3,2,0,14,2.24,0.92,6,84.88
957,2,3,1,14,1.01,3.31,5,57.24
1686,2,3,1,36,11.24,7.09,4,64.2
1485,4,2,0,44,0.8,9.58,5,61.73
853,4,3,2,13,5.05,9.81,4,49.28
1965,3,2,1,42,11.04,6.38,5,75.82
1206,3,3,0,20,12.15,1.94,4,57.11
1175,5,2,2,43,7.88,1.19,7,56.23
1580,2,2,1,19,0.97,9.46,3,60.01
1959,2,2,1,32,8.5,4.34,9,79.22
1093,3,1,1,2,1.62,1.95,2,71.93
1524,2,3,2,39,12.78,9.34,9,54.12
1671,3,3,0,22,6.17,1.05,8,83.69
1777,4,2,0,43,7.69,7.3,7,71.22
1570,3,2,1,46,0.5,6.25,9,67.21
1353,3,3,0,22,4.37,0.88,3,64.92
1168,4,3,1,26,8.61,3.39,3,50.96
1534,1,2,1,34,9.89,1.5,4,67.12
1071,2,2,0,24,0.5,6.04,4,44.76
500,3,2,0,31,14.0,4.77,5,26.55
1674,3,2,1,21,0.5,0.04,6,83.88
1861,1,1,2,7,4.77,9.76,1,74.02
554,3,2,1,37,5.91,3.5,5,39.6
1096,3,3,1,17,0.57,2.58,4,63.97
1747,3,2,0,27,0.5,2.22,6,85.29
2322,3,4,1,27,7.68,1.59,10,109.8
1508,3,3,0,10,2.43,9.99,6,65.36
1208,2,3,1,11,0.57,2.95,5,65.66
1426,3,2,1,1,7.19,4.06,5,77.44
2049,2,3,2,36,9.46,8.71,7,81.66
1241,4,1,1,3,4.43,6.42,2,58.61
1180,3,2,1,40,0.88,3.69,9,50.01
1306,3,2,1,44,0.5,8.98,5,52.11
1118,4,2,2,44,6.03,7.5,5,52.5
1549,3,3,1,46,3.99,2.28,10,71.8
2149,3,3,1,33,5.26,6.44,9,99.45
1629,4,1,2,22,8.39,9.22,6,61.56
1399,4,2,0,12,2.85,4.96,1,61.79
1383,3,2,0,6,0.66,7.34,7,66.37
874,1,2,0,31,14.07,9.71,5,28.66
1853,3,3,2,22,3.94,6.9,5,78.52
1468,4,2,0,48,4.78,1.02,3,56.67
1427,2,3,2,7,13.55,2.45,6,77.88
2777,2,1,1,49,13.41,5.95,7,89.32
1619,4,2,0,46,4.24,2.76,4,59.54
1199,1,2,1,46,1.77,9.58,9,47.18
1329,4,2,0,36,29.24,4.05,3,42.27
1959,3,2,1,33,5.71,4.57,2,73.77
1545,3,3,1,47,2.62,7.02,6,63.85
924,1,3,1,28,4.1,5.24,8,53.71
1867,4,2,0,36,2.69,3.82,9,85.92
1232,3,2,1,22,10.96,0.77,7,65.17
2249,3,1,2,37,3.29,5.96,3,75.31
1932,3,2,1,28,8.67,8.68,10,74.81
1321,4,2,2,43,9.17,6.86,9,56.47
2012,5,1,0,4,8.7,3.81,3,96.53
1527,3,3,2,39,6.4,1.28,6,67.16
1841,3,3,1,10,9.65,8.16,6,78.87
1693,5,3,0,13,2.45,9.42,5,69.57
1161,3,2,2,48,0.61,3.88,10,59.21
1242,3,3,2,41,9.24,7.29,2,44.98
1911,2,2,1,1,3.45,4.11,6,88.59
1366,4,2,0,34,0.68,5.02,4,64.54
1338,3,4,0,44,0.61,8.36,6,50.47
1117,3,2,1,48,0.87,0.83,7,63.03
1669,3,1,2,34,6.95,5.3,4,60.55
2325,2,3,0,41,6.2,2.15,5,93.36
1072,3,3,2,27,1.14,3.4,9,56.01
1509,2,3,0,7,9.38,6.44,7,71.55
2064,3,2,2,31,1.65,0.27,6,94.54
1468,3,2,2,3,7.87,5.94,4,69.0
1680,3,4,1,44,3.36,2.83,5,72.26
1075,4,1,1,6,6.58,6.69,7,58.61
1671,4,2,2,38,2.4,1.42,8,81.44
1425,4,2,1,47,2.13,7.36,4,54.9
1894,1,2,1,26,9.21,6.46,7,82.61
1974,2,2,1,36,0.5,9.71,2,58.51
2535,3,1,0,16,18.39,9.11,1,81.49
1731,4,2,2,9,5.22,2.83,6,84.57
1630,4,2,0,3,2.83,0.27,4,87.3
1577,4,1,2,22,4.95,6.55,2,64.43
1358,3,2,0,13,0.65,6.03,7,66.83
1635,3,3,1,4,3.61,0.27,6,86.32
1381,3,2,0,1,21.03,1.23,7,74.64
1567,2,2,1,45,1.34,5.85,7,59.1
2027,1,3,1,23,6.41,9.12,7,75.52
1097,4,2,1,17,2.85,9.07,5,55.01
1955,2,2,1,26,5.28,1.51,4,77.52
2026,2,2,2,23,1.15,3.85,6,89.48
1452,2,3,1,28,3.18,0.43,4,64.63
651,4,3,1,10,19.58,4.69,8,49.27
1256,3,3,1,47,1.09,7.53,6,52.75
2018,3,3,0,17,5.06,7.9,4,78.99
1490,4,2,1,47,4.29,4.99,6,55.0
1100,3,1,1,3,4.16,0.96,9,72.61
1298,3,2,1,32,4.77,3.81,2,50.28
1836,1,1,1,13,3.49,9.32,3,66.7
1718,2,3,1,43,0.5,2.3,8,78.68
1404,4,2,0,41,11.52,3.2,3,54.68
1353,4,1,1,31,8.77,7.47,1,55.57
1343,3,3,2,3,0.96,7.34,5,72.58
1131,3,2,1,19,2.67,9.12,6,57.38
2146,3,2,1,20,7.36,3.88,6,92.66
1371,1,2,0,2,19.58,5.15,6,67.05
1986,2,2,2,24,15.09,4.67,9,73.7
2108,2,2,0,3,11.48,9.28,7,80.17
