Advertising,Discount,Store_Size,Competitor_Price,Seasonality,Online_Presence,Economic_Index,Sales_Price
2302,10.424973538041424,1591,444,1,0,99.49214156455935,-1337.7053289183623
3582,7.731012673614344,698,379,1,1,66.86048750305176,8473.475679737403
2433,19.4129422442297,1059,499,0,1,54.97747833682733,-909.1252643288899
3508,15.725477623374296,758,489,1,0,86.6729524191131,2324.486464711988
1390,16.240747315397932,1224,272,1,1,87.852451988861,19370.70764965048
4918,11.53953899000567,1173,408,1,1,52.948255301777344,20483.61584552725
2067,6.6494724219755925,636,440,0,1,90.97095610019437,13544.215021607659
1026,9.000747292509814,1415,372,1,0,88.79707569367466,12502.393075589202
3841,8.895666560994952,1435,204,0,0,96.47981859127924,20182.402734495678
4168,12.301690262023154,880,416,0,1,55.92745612764442,1854.8948076226761
4022,11.914696800400357,737,413,1,0,80.04047791404503,13830.4690513916
1547,11.501123260577604,1807,237,0,1,60.97112708116846,17376.90006004058
3668,12.439662000391115,1187,260,0,1,69.97209765255167,3446.0058176178245
1566,19.805346229722126,957,294,0,1,63.25454145512157,4456.383398607339
1703,9.47530445979325,1658,432,0,1,72.46488510020247,11368.848037445568
2242,14.229037405153814,581,476,0,1,55.64381642104721,1953.270404636122
1184,8.592616160604573,1094,235,1,1,65.1757753929644,6204.5569144408555
4140,11.999093988892731,1153,200,0,0,53.54593643399315,1851.8430506388277
4900,8.000738497195623,1732,349,0,1,74.59159940255807,4862.254555099724
4201,13.372883529496365,902,414,0,0,64.83416048240846,3546.347487884213
2590,8.975176797255013,1321,245,1,0,79.5154275907381,13631.331283253105
2913,5.551833750782461,687,264,0,1,72.82230907100842,24882.049487796136
4680,17.229066372092298,992,205,0,0,62.19265447838399,-9225.08312901361
1847,6.923826681806263,754,280,1,1,55.14701092979652,18232.630660410483
1598,10.520581986753584,1846,388,0,0,87.66583442035187,29930.169787994535
1805,12.157664136668043,924,350,1,1,81.6566277042887,-10903.754931080184
4702,11.48720000632891,1938,347,0,1,51.64649981597801,32445.198578976342
4791,15.884986455350136,1690,227,0,0,99.46827799853072,28553.03830856878
2357,13.951648938964166,984,364,0,1,82.12451372988102,8312.139692139888
4996,9.43056774061229,935,334,1,1,60.35903933682315,10083.035504233114
4225,5.775544997610052,679,453,1,0,92.02484365369878,2903.7863448683865
4618,16.513926773797643,1594,411,1,1,94.1050360903323,9528.463682039712
3126,10.287906900176324,1400,479,0,0,78.68426983956614,5797.700544381902
3626,18.34587111499954,1964,279,1,1,94.2786098938097,11181.664829207777
2878,10.925851604048756,1143,468,1,1,51.45858817116396,4664.417398317675
3460,15.764879092065609,638,214,1,0,97.25833555836869,30602.717151278623
1545,19.093470548520187,1286,286,0,1,52.860180704346774,6005.171482500651
2632,14.767286759532197,601,422,1,0,82.11950319802189,1307.8069835397982
3216,11.202333700962573,967,290,1,0,67.29473184699,13062.050015837238
3728,13.510989031789142,782,465,1,0,51.96561757230826,20195.414282894522
4734,13.151677828128388,1552,305,1,1,96.46441534675898,9169.280066165938
3630,13.772300549800441,517,452,0,0,56.76788296277037,12937.482382484774
3562,7.2022997846201875,1255,398,1,0,92.68720937119895,15027.473011968625
4385,15.477648236019649,1186,255,1,1,66.51725045079847,8288.777468584474
3079,7.175649075037808,1100,438,0,0,87.05820013686284,14330.441330355206
3334,5.21925326476421,1543,417,1,1,62.71103949040693,30148.244522554854
3641,14.371701510260953,1849,411,1,0,79.17169688638282,15179.291556776192
4114,6.753703582633871,1879,388,0,1,89.97769035724696,23564.683407989098
2926,16.5561745506691,932,301,0,1,78.3089915165066,10156.7405522172
1616,17.989489302512307,1922,342,1,1,65.32762818214826,46162.81286300925
4072,19.171051854258895,1541,484,0,1,61.67178669556164,11469.735445470917
4644,14.967154443595874,875,269,1,1,58.740279839087734,34341.90845217406
3317,12.230223393384563,1863,264,0,1,91.94062610216235,28620.77234370968
2203,10.284216210586987,1673,397,1,0,80.54713125671532,13227.78073604397
2759,12.363876409794962,1510,215,0,0,75.43389623787257,5786.940670565254
3565,7.855283425404703,1215,462,0,1,62.479034191436796,10139.709096552999
4174,10.226339716836396,1756,259,0,0,71.68766242703354,20527.492218046773
4081,15.768957872517467,1627,209,1,1,81.00314041773281,20294.23269935135
3630,8.261344567013197,1523,207,0,0,53.594082675602344,3389.0357078833513
4161,8.961007035104975,1236,289,1,1,68.03574682899716,17940.24494584068
1225,16.23992383561773,720,236,1,0,61.97518258739075,-2153.8671335196077
1669,7.667539037408312,1549,283,0,0,82.32574531310888,26390.592372627496
2763,8.688313797100665,1587,433,1,1,80.31345039809966,2047.5666400803002
1916,5.263213442339755,753,449,1,0,64.97077473225855,-5361.205420903401
3173,15.800773993026601,1772,439,1,1,52.081536105343254,14695.956702292433
4003,14.268553483496508,1235,303,1,1,59.14063754033912,7031.363467951963
4280,15.415781787673119,1325,410,1,0,58.00310377974548,13725.548441021112
4168,8.214916429299697,1654,424,1,0,78.41971674811884,27620.61042344888
3121,15.31064586091807,529,478,0,0,58.4645728177185,20097.44145680303
4698,13.94564926539885,1286,365,1,1,74.1167177136449,-1596.9326007755772
2214,10.49184468833005,509,245,1,0,80.72644186615908,4583.177526654321
2705,11.567387174516071,1612,201,0,0,93.97827914998567,19325.046775017436
2842,13.518807549101123,929,375,0,0,62.2513781486695,16557.590092325147
2983,12.399382641313352,1670,472,0,0,59.29564681246316,-6643.291402962486
4787,14.627420989540568,1650,317,1,0,58.66269165665301,8264.699019842346
1055,7.714693664089927,1197,471,0,0,68.02146547560412,25418.99396606675
1719,13.110649323742953,623,372,1,1,82.45906096592704,3173.0445491769397
3600,11.754192242968113,1864,351,0,0,83.59312103598654,21117.673610920203
3079,11.915307410209973,550,392,1,1,60.54809503283121,21340.508367943672
4598,12.04073075873893,897,291,1,1,56.5616725930419,22955.01105634102
1573,18.222079457334758,813,360,0,0,72.43389668642848,2005.1041490197335
1666,17.279411617049234,1147,305,1,1,57.05956409781462,21485.338821672594
1283,14.443549417558051,1013,428,0,0,90.64603724748707,1942.1482644328653
2744,15.747304034035531,1001,302,1,1,54.19407237426253,-9689.588943240771
4903,5.6420395410215995,1029,331,0,0,87.60466610898798,-12209.543598083319
4565,16.159875790695033,1196,456,1,1,52.13239577588987,6927.045742408108
3234,12.29247032680473,1233,488,0,0,90.34920579974973,11665.24036032262
1497,9.766213468221913,1359,300,0,0,81.35758377949165,718.7687108771897
2465,7.096654489072144,918,220,0,0,66.11865529291431,14569.899505165879
1129,6.128131855279877,693,448,1,1,70.27592473823071,-2089.962211343336
1638,5.673285282450847,811,391,1,0,83.6808620278656,16465.405385835107
4363,7.426942623353612,1495,272,0,1,59.281407200065686,27200.944456179684
3161,5.452156921966125,1221,367,1,0,94.51603345447185,17005.448156676248
4270,15.989633636637814,1822,261,1,0,74.14435670959473,1485.4502064194949
3060,8.729211785326095,1852,370,0,1,88.00697471973328,5609.387649497262
4342,10.531106403980138,975,320,0,0,75.33480128872178,6962.543875720795
4672,17.340743207238244,1083,415,0,1,72.6139614232484,12379.72321364372
4286,6.71986244786886,616,373,1,0,73.48077811788036,9464.04426548602
3491,17.533910453543193,763,223,1,1,68.1562355386722,-4428.63267998911
4861,14.593105258254322,520,337,0,1,86.63770978352795,18749.313966455607
4583,10.130442719069046,976,298,0,0,92.30762218707828,25640.65846492511
3494,6.767108196015264,1048,256,1,0,92.7198332153126,16643.412494884626
1985,6.372390460113687,1696,446,0,1,56.05728569670386,12335.700647225693
1992,10.032715191189808,1447,371,1,0,88.06839526753143,-1271.9011168471588
3762,7.105129590770687,1520,400,0,1,59.997730985263885,-11426.955171851121
3121,9.015654447129123,1585,306,0,1,50.60891725122863,13482.012856933898
3584,5.794337006769868,705,247,0,0,63.77295176396233,12629.804167070552
1100,13.925126325450483,1130,485,0,1,64.64342991159789,21144.614012559046
3223,7.179141754307068,678,245,0,1,90.48945270417141,17530.772569273453
1426,16.350984696884407,1387,319,1,1,87.11981576213849,26506.471711436694
4188,8.272624644169582,841,259,0,0,54.234228514406695,14494.156219788863
4237,16.969648690072788,939,346,0,0,66.29806538938598,18290.007496947557
1040,7.848229793388016,1598,303,1,0,62.564992334008274,749.7990418617283
1428,15.820498455519479,789,267,0,0,79.77275938930167,11349.787661881517
1343,9.99612019437796,1056,361,0,1,77.07559866256983,5610.5791840885595
4495,13.746799923335125,1667,414,0,0,83.94564027886035,12530.214704891827
1365,5.579927214826077,1148,317,0,0,95.53649159924952,16565.67712387499
4191,12.428666515313862,707,436,0,0,71.05367787920494,2066.452764756086
1608,7.230318420530948,771,417,1,0,82.79620054497386,-5984.963081669285
3704,12.294803408735397,914,323,1,0,95.91762458695003,8486.476704521458
1727,7.120386963292246,1920,316,0,1,77.08402922152764,4756.427377792608
3276,11.556336802090563,883,462,1,0,65.41404900251229,17102.723406627934
1824,6.659312303484326,1784,369,0,0,70.14500772044784,21650.215036792928
4201,8.299272766014436,1390,395,1,0,87.7306828328962,19081.53343816827
2375,13.92618403255782,1690,349,0,0,86.00055790530007,23553.498156884685
1888,19.64990955815213,1541,445,0,1,87.42077008432756,10549.263590779745
3043,11.73777152587958,1159,481,0,0,87.16484451386712,7479.155933908542
2341,15.307605389142537,746,390,1,1,96.02294493449807,14762.42465833544
4031,13.091370065665627,1819,373,1,0,88.20025729197376,18140.99631845574
4720,12.475369014416566,913,280,1,1,92.77185430615278,4334.499800695182
3883,5.970562952597768,1843,371,1,0,78.68558253080116,23861.125189726914
4408,7.164461034129191,1214,363,1,1,82.20856933708879,-10363.21923367323
2296,18.24586593848851,680,496,1,1,98.38597370096264,19582.06507143323
1116,11.152464725627048,1819,310,0,0,93.51504379923773,18756.98036945213
3865,14.214987148771865,1443,406,0,1,88.86801203183137,-2343.3132394275653
3415,12.923498490724375,1392,269,1,1,84.27573211721938,19905.87941388009
2117,10.683235693268522,560,297,0,0,67.92591188880769,12230.962333725936
1167,10.817248139163967,1732,204,0,1,77.40627818777315,18455.941328541456
4001,13.331975088630092,665,384,0,0,52.75640942364682,8307.548718933835
2738,7.117127022136154,1508,403,1,1,70.80833748020922,1095.5884003624924
2364,10.80888560381651,1823,211,1,0,55.59482088674905,26194.99014565992
3708,11.704633541041087,1154,438,1,1,86.43197679557704,-1729.0681040519448
4985,19.776893355141866,850,479,0,1,94.61588185599433,931.5616468380913
1694,10.271821539285765,1584,314,1,1,58.7041497844604,-3231.9384583980664
1924,14.668683438213034,762,409,0,1,62.28416918999235,6666.6459863647215
1151,7.061232497397023,623,332,0,1,92.84904712766541,3433.986682754302
1585,5.982220727453287,1761,422,0,0,79.29160876992998,-2629.209648686001
4948,18.073130210018455,1431,380,0,0,79.41544414125745,29693.948868384625
1912,15.961023536085298,1613,227,0,1,78.14381823229283,-3296.4798363608243
3321,9.762489313918536,638,392,0,1,60.91303803626107,6253.425971268613
2577,12.568670043458436,1885,455,1,1,62.16515076002085,11768.1038799432
1495,7.036162766777578,1936,310,0,1,97.48215577393843,5869.419455183714
4795,15.607404409712903,1359,393,0,1,86.1735076053401,10541.865089119608
3148,6.054958881311585,1616,323,0,1,54.52172435326775,13745.914428235146
1556,16.35549585411803,633,290,0,1,61.14691358293061,2124.9557216546573
2105,13.202547654049798,1727,335,1,0,81.35577605904382,-3999.320698271822
2552,9.182757951301472,1318,482,0,1,64.17326934619747,3102.623645172388
3120,17.938615310921854,1561,428,1,1,62.58668280033065,15994.36481636305
4085,19.791078055082814,1517,344,0,0,60.117399650157,2225.9888992738734
4504,8.81523651796457,956,441,1,0,59.28634317683258,4449.74491031954
1156,17.093692243788986,937,230,1,0,80.66652908851187,3184.4223600750934
1734,16.25249474564686,1179,460,1,0,95.29244119408537,7535.853752476907
3179,16.20785181658504,1146,259,0,1,68.05659279847795,20813.838582822427
4409,19.35853417226041,1121,288,1,1,56.07543006880859,13333.230783552974
4066,12.299256384529885,1747,300,0,0,56.21496713427145,18018.001316614173
2427,15.11252060834982,1691,497,1,1,96.68448524493226,22501.192767765642
4447,17.35816045438706,1630,478,1,1,76.43677390589345,17875.46000330163
4959,12.193046675645396,1903,320,0,0,73.31427553388768,7659.291608836408
1558,12.221468042180089,523,442,1,1,94.53706219750535,3839.5895022307373
3154,9.77982131101027,1308,276,0,1,75.3556468674328,11031.954741063417
4691,16.71238569240701,1830,472,0,1,74.02994464243032,26144.48092492525
3312,15.292936695283348,1434,257,0,1,96.33262668011841,-3040.7305668591216
4276,11.76709849251575,1881,446,1,0,73.72295614769821,12369.828349409052
4150,11.29004986098105,869,295,1,0,69.54805378870017,9289.20766040409
1154,6.08884464753678,1496,244,1,1,79.0831065983347,4447.184870236944
4854,5.097517202426233,670,490,1,1,98.86157657669048,7892.639031540712
4035,12.933409497977651,721,457,1,1,98.19145213001717,2731.195416804906
1996,11.262392785273992,942,458,0,1,88.78007020110519,17502.59347083872
3294,16.940551398526466,1676,445,1,0,74.96404296437156,8758.856327204325
1530,13.139810844606822,1361,439,0,1,94.07308541848816,-2032.9353641368998
3905,19.050590650733383,875,327,1,0,70.96914891895824,-10326.194309812648
2971,7.942111982914978,780,401,1,1,82.00715223701656,6330.507150541698
3585,19.852255105775598,1212,475,0,1,58.97134218178861,17149.309931659773
1728,9.468787914681595,1742,406,0,1,83.06438233809521,4115.005796827061
2177,14.636359603599589,1457,239,0,0,63.80529580141753,-3608.8264909558875
1153,12.527805704249769,1310,255,1,0,88.58764908274473,15833.33845574174
4757,10.39364601873874,1326,359,1,1,70.70200806569534,12443.374946012025
1091,7.0896377489816995,985,295,0,1,69.92048922733336,11369.283644654195
4504,7.0225122717831745,834,315,0,0,87.32888237237906,33883.08871753643
3385,15.67258741067293,1241,411,1,1,71.26593195849401,21602.367077722723
2503,10.664620744644669,909,286,0,1,85.70106786248236,1788.2469649453333
2716,19.41946961199414,553,467,0,0,92.7532780273291,-8185.215378132152
4202,9.88472729759507,1200,243,0,0,56.84393173395667,-6763.068880672947
3497,19.752855826219445,1598,282,1,0,73.95114979986653,9184.489870107442
3016,8.08134884892894,848,410,1,1,97.24557649185448,19566.888124532234
3857,6.542215793465803,1474,208,1,1,90.60907257180958,1275.721860984062
1786,9.688546002844358,892,356,0,1,98.68061329941523,16127.370157357449
1272,18.283771841428834,1053,388,0,1,93.01542283760377,11670.731321745596
3027,12.82777916742927,1680,330,1,1,65.51099089595417,17059.478305487395
3635,7.034751589058121,1346,414,1,0,58.95763050292645,5858.957601197311
1176,8.037485744061426,580,314,0,0,60.52709022224342,5756.830803387249
4767,9.668909932243448,1731,322,1,1,60.84463691614776,22857.47371156437
3878,13.852501067190616,1325,391,0,1,53.78681974272432,14314.427612308597
1642,9.98568409816431,1609,347,1,1,95.33975464883842,14466.91673945817
2898,16.205811231339908,1243,227,1,1,75.127429464408,13067.08548596689
4120,14.24440334277945,1970,323,1,0,55.06355988816138,24396.459673459234
1566,18.1073560603001,676,276,1,1,88.13208034016928,84.63351907083415
1665,12.514427395390463,1010,274,1,1,66.282036605066,15227.404073786482
4426,9.967646211516017,638,385,1,0,53.551875391265256,24202.421442950883
4783,19.94407351704806,1625,238,0,1,59.487827882751645,4727.115069621146
2331,10.334499827110335,972,433,0,1,82.87749125817486,3552.3159446811997
3915,11.429039596707682,1041,447,0,1,89.70031477988704,-9150.96620391985
4956,17.136908380371324,693,330,1,1,62.68383552731558,8215.696701527102
4701,6.329543508396389,985,204,1,0,78.85291354125005,22954.045135167868
2798,10.79735159087772,1837,458,1,1,50.043627890629516,18959.10625979492
2069,6.28565140157426,1304,444,0,1,63.91937353034467,-432.94084134916193
3349,7.089588000091369,746,277,1,1,59.081691092076426,4501.855540054477
3915,5.069612382470104,1129,314,0,1,53.827311232468745,4629.231689718976
3959,5.143164388735628,937,203,1,0,74.19476492051916,22294.423062343416
1407,10.70431834254278,572,330,0,0,81.55077574161012,-16869.377007857274
2212,17.13745707421664,1592,426,0,1,52.31881768283768,-2149.0967792508136
3869,13.805065408875397,1253,327,0,1,56.89455895976852,10687.620071111289
2853,14.523710662064651,1675,208,1,0,96.61455893807178,12969.498675318564
2152,12.788738563773297,1330,317,0,1,61.15564215840531,-7617.487276085905
3608,17.29689716255838,593,387,1,0,87.99938732770038,18651.414377469926
4608,18.205680877792613,934,338,0,1,87.38674974962224,-1725.0309039571239
4337,17.746110922180627,1954,324,0,0,66.07912511880733,998.0790560208861
2141,17.181981587045584,956,422,1,1,60.205844962331334,46.49894888420931
3511,7.740696103449257,1953,458,0,1,62.19752768078632,10822.379995428773
1143,13.908143380478316,728,266,0,1,78.29494834917848,14855.747254422145
3489,13.732447941475552,529,284,1,0,69.05795102099748,16755.600599299192
4271,12.919160056214615,834,261,0,1,74.77826791176852,21042.68598201675
4228,12.212191839451489,1159,213,0,1,90.58062415818455,-3666.7710454365497
1486,6.337557157795752,1068,321,0,0,75.11481923981682,7171.599643871637
1859,6.53244850859333,676,478,0,1,99.76144628692379,1691.3272409593565
4205,18.53422355660935,1323,322,0,0,83.29169019087547,11204.42135522366
2935,14.45279658681798,1067,276,0,1,60.36238290626033,17340.249048348192
1147,8.934758217470096,908,471,1,1,74.9759391061634,2352.8096678738357
2359,9.189505838201843,1276,345,0,0,90.67088609818322,10253.94771730832
4142,14.15292247472945,1760,468,0,1,60.915076744475144,6864.001098811484
4304,11.10402461953493,1801,255,1,0,86.47110693217739,2046.4770719680018
2357,11.619862564776419,576,417,0,0,51.67245170954394,-10326.340120990637
3858,5.909749858001286,1432,372,1,0,97.13169156999797,26732.12777094575
3713,7.081087806646171,1135,239,0,0,83.16808747072231,30821.549141894033
1089,10.900256398454939,1039,358,0,0,58.12851521007904,-3861.9196911588024
2357,15.495296299021527,1681,231,0,0,93.7147349689198,15535.534037255104
1198,5.720380813998697,1690,447,1,1,54.09103404445053,11413.329884492201
4232,10.018366892466249,1708,328,1,1,70.29644818231105,613.6437742679882
1537,15.426079279017738,1912,490,0,0,86.84746697997167,16265.956261109914
4192,16.88076185675437,511,235,0,0,96.87033136816325,5196.565533529893
1300,7.8533105614297,668,265,0,0,67.44051334196135,-13054.957260600511
1723,15.972306978401857,1330,484,1,1,91.52556154817003,13667.842218609005
2598,19.33117541118544,1949,356,1,1,59.83761288326353,27983.99560469041
4010,18.602182251446727,948,242,0,0,51.75551845823918,-7695.3681028630945
2459,16.840641160662635,948,474,1,0,51.43804916462744,-6965.93521426527
1067,15.684900290620073,1629,320,1,0,82.90852456071997,12753.3625368145
4836,8.527074620296554,926,391,1,0,57.71036529677867,21220.704258079433
4993,14.508548405721685,1455,230,1,1,52.516215519486344,8432.02374324864
3506,14.64910990715444,1415,218,0,0,98.83737629158156,14018.048375731363
2537,11.102319981390318,1621,484,1,1,62.100613416483945,16116.354678570067
1397,12.395231925514064,1130,272,0,1,73.12772414897755,23084.82876563004
1619,15.4104273226206,725,275,0,0,80.65405695599587,-6717.336146754657
4357,19.28152303565633,946,387,1,0,57.22280183121559,11072.90419033343
2584,9.429593126615474,1999,378,1,0,67.85844303443176,28617.703497103837
2163,8.695447279361593,702,336,1,0,82.38534223842353,13612.899907226834
1729,14.027103384483075,1467,361,1,1,81.98808587373134,30046.352921785343
1555,6.961986671620399,1174,489,1,1,92.10286543683507,10181.519871458802
2952,13.737992457317208,1820,246,0,1,71.87112163773772,12236.678424362453
3828,6.332772276071462,1133,223,0,0,94.4913812776478,1284.1973035270184
4661,12.358758194067631,515,483,0,1,84.10963677626174,13948.211019914223
2751,14.306215620703005,1901,373,0,0,78.10525974507289,28375.95088605638
3941,6.0516445890926285,1859,461,1,0,55.856841303020715,-9187.296364978145
3657,8.104297279229439,1117,429,1,0,78.73519560714661,-1468.4295728942088
3795,10.030614273192874,1543,390,1,1,79.73360089031392,22335.71667882178
3329,10.528980427792384,939,317,1,0,87.9402191430318,26053.11739870721
3708,15.141569648812377,1767,252,0,0,85.95695337417611,27504.73972158885
3971,12.935320108392862,1767,391,0,0,76.49900896729774,12540.52439991995
4887,10.731627054579903,1470,259,1,1,79.64145856948332,27404.46280828779
1995,11.760143815124751,891,210,0,1,88.6171356017359,10768.115515772039
2959,5.194650059753588,1223,459,0,0,67.57201310684005,-10024.44657772323
2601,16.55787918961445,1235,469,1,1,56.74855578002638,10630.581789423044
3793,5.615070330421737,1785,340,1,1,93.71496902513084,8511.941403227818
2480,17.43976239383849,719,342,0,1,98.25093876104525,6000.159207056596
3134,13.114947821220952,1531,312,1,0,71.46524193670473,20025.23515749327
2102,12.917287868367755,945,463,1,1,99.51548946388465,1063.6486516979376
4276,15.568679416597991,513,210,1,0,66.13474574168507,-8583.034081924267
3838,17.89339298980198,886,298,0,1,53.32870470453652,9579.72415031691
4408,19.139692197194965,1141,222,1,1,78.62297905943757,24876.85632908167
4325,13.150548308659772,1545,438,0,1,93.41003422734738,1234.768248936034
3351,7.259873479833773,724,308,1,0,80.87409091181968,6844.029317620389
2403,18.17946389259511,734,462,1,0,50.47135741217966,11806.23790288022
3177,5.610080275551724,1864,359,1,1,50.59163407082643,8335.279479037226
3643,17.110057560797124,1499,419,0,0,86.21755364322095,17954.093271317826
2299,15.206324396384721,1210,371,0,1,92.26714978570656,-10087.989668609607
2722,18.57091411134419,1657,293,1,1,62.651835456141285,15030.81441815777
3605,18.461947253711703,1701,321,1,1,73.5065528381293,28072.04675593912
1898,5.797311281556195,1291,499,0,1,98.05454502437365,3173.415897425909
2206,14.141696107635081,936,396,1,0,73.02870418049483,6567.9443445071865
4339,6.870071827523026,1574,250,0,0,56.790704970400654,-16789.66040973504
4879,6.177029176160821,1966,219,1,0,95.58265033359415,10449.118742020277
4393,11.724157187460957,1080,229,0,0,74.7583834597216,8195.989800188836
2535,6.46396309773111,1804,499,1,1,67.2153471024438,24135.22109704984
4683,15.918535746688892,1567,285,0,0,54.871636120300955,22839.752389197634
1077,19.534110657613994,1186,429,1,0,72.91341485378948,11169.449752772727
3831,13.543744366746392,864,356,1,0,88.48363845303092,-8385.733442641937
4410,8.527533043425299,768,380,1,0,85.85921717190405,7443.081243693978
3721,17.64809587288093,1816,311,1,1,74.82938251548005,10791.47172857764
4627,17.796550623950388,1717,338,1,0,85.97676730130786,17315.346742575395
2532,15.991789585465915,1894,209,1,0,67.53802841905865,18403.39574856124
1237,14.226982772200262,577,490,0,1,86.76341012650978,542.6491709177599
2157,18.01688682127586,688,437,1,1,54.286707912517926,8498.584448664205
2996,7.449375229963386,1913,331,1,1,59.96170167074369,7660.362475142218
2215,18.974001895160672,1548,384,1,1,93.88616610664684,20662.1523994577
4427,19.208047238158525,1825,494,1,0,64.68277034821291,587.6060729122855
1277,18.079885609957,1170,407,0,1,60.297069723381355,1862.7365706602886
4089,8.759930520672006,857,449,0,1,54.450129406757284,19723.182794353583
1523,17.872675794659436,1458,288,1,1,69.64774971981913,14816.578000772202
1179,12.464573177565377,1617,235,1,0,53.34910375046434,4010.4817081570973
1122,13.923953561012379,835,203,1,0,74.84902299774754,8934.77804425804
2269,17.609009337562178,1687,433,1,0,95.9602368483313,11428.776619643966
2757,5.443742668178563,1402,468,1,0,89.35671725975516,29579.188783414364
4444,10.444138882634686,840,269,1,0,52.03368848320076,18838.189470321875
4122,17.235400658666983,1333,206,0,1,64.98790820524655,17602.753635356647
2094,17.209321757025847,1066,355,0,0,59.382214148399314,-4263.188718110973
1479,17.73031890324399,571,492,0,0,53.34699275768045,-8447.081450968702
4631,7.538238502092369,1565,485,0,0,55.4320273989829,3826.080302619751
4090,15.5882992734194,910,273,1,1,95.40721862814496,27837.65833941726
2797,7.197550107581279,1397,211,1,1,65.50416075318986,10367.511496373285
3131,16.77647013426538,1337,311,0,1,69.61119381142979,5535.852871007875
4226,8.676890066817613,1143,229,0,1,74.28504341608482,-1794.4133786424609
3612,16.06726591380419,520,235,1,0,87.24645490738573,-5885.609228236413
3666,11.825024277919589,1524,429,0,1,89.91852370427908,11757.099373813988
3404,19.793951968291587,1177,476,0,1,98.18647714359659,17492.389228008607
1815,13.698407461239213,1599,305,1,1,60.533903530705906,11292.764228284754
3694,14.488690463304293,1102,487,0,0,65.05330892377367,5785.570021813484
1442,10.522452707769311,1921,449,1,0,65.64803576074387,28262.566335101732
4140,16.017802367711496,587,262,0,0,72.26293966548333,5417.232720124543
3570,12.423284616572525,516,243,1,1,90.3702175711875,9326.444889935656
1142,5.270999526437962,1852,348,1,0,61.9728042765541,23634.628635517176
1191,14.128723968134677,1442,245,1,0,89.14608832814912,18797.71719806813
2410,17.456893856440423,1733,374,0,1,60.20200091892572,3641.6583519610876
1377,8.55202655090676,1323,353,0,0,85.5073808598666,5661.578844473988
3628,8.31595632627777,882,460,0,0,89.9500659924839,11160.540792274176
1534,14.133292746789056,1139,332,0,1,92.68918704072311,9818.356507967786
2716,17.26968914638241,1669,486,1,0,75.51427707202961,24500.875456524176
4364,8.744305067653638,952,355,0,0,66.43574933194367,5600.553492713424
2032,18.983939768645584,1315,440,1,0,88.61921166673795,13855.428683519393
4342,18.910810350223237,1916,326,0,0,66.04582285801706,14940.704763906913
2410,8.008050078619,809,392,1,1,57.404438809070015,13346.499527786342
3140,8.956766180852235,1430,468,1,1,91.7343224347813,6416.958598169001
2989,15.508982164222422,991,321,1,0,70.56204648785156,7104.791707614572
3576,19.27599663536639,1259,345,0,0,78.54168831708137,6372.191435172349
2177,15.64824033164472,1953,351,0,1,95.92220232009927,25530.219141192385
1404,11.67350074730807,500,356,1,0,56.78983106171136,1707.4634071523674
3887,7.5350201963975465,540,355,0,0,77.85919482227915,6300.699520858285
2172,11.915147732594317,1171,301,1,1,77.9382295824048,11135.716888298162
1888,14.101516879558316,711,451,0,0,93.09456528991282,21661.584786728046
4338,9.964278784349755,1856,466,0,0,67.06294861618282,18982.14091298545
1421,12.653867318001346,1969,258,0,0,70.06070448269654,17008.76934727373
4911,6.953211924930589,803,304,0,1,75.96465809223812,12011.563018172255
2641,11.782821567688796,1190,468,1,0,58.359999112238775,3651.5398371495185
1471,6.36163728394331,1677,246,0,1,73.53306972163381,23881.36389377241
3940,5.736331249234859,1115,287,0,0,71.80408971151336,6813.474429305705
1546,17.858598733989908,1022,370,0,0,59.8697237508314,22331.412907457514
1630,8.076223762191123,524,351,1,1,91.65112593988457,10150.775892089647
4597,13.627329936919,1307,375,1,0,71.55168808604185,17429.098369513442
4574,7.234741376149886,524,344,1,1,65.30329552592403,10703.240961886691
2037,8.93791356363937,1095,421,1,1,56.51871183010963,36727.574771712345
3825,10.420091296542266,1629,214,1,1,54.48738971851415,5281.816675690889
4723,7.1551465453215535,1642,337,1,0,98.01134466950063,11872.406959930315
2829,5.689434455166655,607,449,0,1,99.75767190285003,-1431.7922693763703
1363,18.157397030270165,1853,349,1,0,94.89626919015964,-1869.1388472419676
3166,5.1774925381965815,679,468,1,1,72.93157160702242,13192.361077629932
4309,5.919814742526017,1380,280,0,1,90.3957879906043,10163.466405653344
1545,17.07608241242154,630,264,0,1,91.71410992956044,1762.0745232329068
4240,9.230125051595842,1102,341,0,0,64.9904605320291,6333.137554386107
3569,15.842304516720459,1252,499,0,0,79.3014525084445,6489.474538695413
1633,7.193386238268706,1258,446,1,1,97.84110083793882,-2735.5944165287638
2936,8.559226228950791,667,392,1,1,64.00339000996698,-2513.0037088705158
2680,13.591647748954902,722,482,1,1,83.14431870992905,-5535.707084340062
1962,19.829537577339252,968,453,1,0,83.12705625737252,5564.689991679021
4005,6.101667052388348,777,372,0,0,72.63353259192725,8761.861497031414
4806,11.008318969727483,689,477,1,0,74.5164427626369,7863.452386388968
1882,5.646214550088872,1030,489,1,0,72.81912561450278,13495.323874418587
4840,7.988396639839623,1120,385,0,0,76.05384615074831,13168.824372943998
3827,18.61206540257757,1713,423,0,0,57.43888979975776,-7858.0147254543
1870,6.446901556846544,717,261,0,1,89.73735559975061,7600.632684352802
1515,17.852838820634503,1822,283,1,1,83.05375563904613,14148.579158300448
