Emp_ID,Years_of_Experience,Emp_Rating,Exp_in_Company,Personal_Rating,Client_Feedback_Rating,Appraisal_Percentage,Interaction_Experience_Rating,Normalized_Personal_Rating
E02795,8,4.57,13,7.3,1.24,6.21,36.56,3.65
E02796,14,4.03,4,8.4,4.36,7.4,56.42,4.2
E02797,4,2.33,5,5.9,4.77,5.96,9.32,2.95
E02798,11,3.98,15,1.3,3.71,5.41,43.78,0.65
E02799,20,1.61,13,6.6,1.85,9.36,32.2,3.3
E02800,15,1.52,6,1.5,2.44,9.12,22.8,0.75
E02801,19,2.38,14,6.5,2.91,9.79,45.22,3.25
E02802,7,4.23,12,7.2,3.42,3.36,29.61,3.6
E02803,19,1.99,9,2.8,3.67,11.87,37.81,1.4
E02804,19,1.25,15,8.4,3.22,12.15,23.75,4.2
E02805,11,1.53,11,9.2,2.41,9.25,16.83,4.6
E02806,5,4.43,6,8.3,4.56,2.73,22.15,4.15
E02807,5,3.54,15,3.7,1.33,9.58,17.7,1.85
E02808,22,2.01,6,6.3,2.87,8.26,44.22,3.15
E02809,8,3.22,6,9.2,4.1,5.61,25.76,4.6
E02810,10,3.11,10,3.9,1.24,5.48,31.1,1.95
E02811,6,3.62,12,8.4,3.82,9.15,21.72,4.2
E02812,15,1.93,12,1.1,4.28,8.28,28.95,0.55
E02813,16,4.46,6,1.0,3.64,9.58,71.36,0.5
E02814,17,2.24,2,7.8,1.05,7.54,38.08,3.9
E02815,8,3.78,14,7.9,1.72,7.66,30.24,3.95
E02816,8,1.06,11,8.1,2.37,4.41,8.48,4.05
E02817,25,2.49,2,9.4,1.93,13.85,62.25,4.7
E02818,9,2.41,6,2.1,4.85,3.12,21.69,1.05
E02819,2,3.17,13,3.1,3.61,6.32,6.34,1.55
E02820,15,1.29,1,9.1,2.19,7.32,19.35,4.55
E02821,18,4.16,13,2.6,4.72,13.18,74.88,1.3
E02822,3,1.87,1,7.1,3.96,6.13,5.61,3.55
E02823,17,3.71,2,5.8,2.14,7.72,63.07,2.9
E02824,4,4.21,13,1.7,2.52,7.22,16.84,0.85
E02825,4,3.25,3,3.6,1.8,7.35,13.0,1.8
E02826,14,3.96,15,5.7,4.88,10.2,55.44,2.85
E02827,9,3.65,5,8.7,3.07,4.51,32.85,4.35
E02828,9,2.42,12,7.4,4.58,6.96,21.78,3.7
E02829,25,4.24,7,6.6,2.39,9.12,106.0,3.3
E02830,23,2.18,15,5.5,4.44,12.95,50.14,2.75
E02831,18,3.28,9,3.7,1.22,11.25,59.04,1.85
E02832,10,3.98,9,2.1,4.93,7.35,39.8,1.05
E02833,21,2.52,6,4.7,4.65,6.67,52.92,2.35
E02834,4,2.21,3,1.3,2.45,5.35,8.84,0.65
E02835,12,2.84,1,2.9,4.1,2.49,34.08,1.45
E02836,8,4.27,1,4.9,4.01,2.51,34.16,2.45
E02837,2,4.72,14,4.8,4.61,6.33,9.44,2.4
E02838,22,3.18,3,1.4,2.23,9.56,69.96,0.7
E02839,13,3.65,5,6.3,2.86,8.41,47.45,3.15
E02840,21,4.61,2,5.9,4.46,9.89,96.81,2.95
E02841,16,1.39,5,1.7,4.11,10.87,22.24,0.85
E02842,2,1.93,4,9.5,2.57,3.77,3.86,4.75
E02843,11,3.84,4,1.9,4.38,8.77,42.24,0.95
E02844,10,4.29,1,8.7,1.19,7.6,42.9,4.35
E02845,15,4.43,7,1.0,4.13,6.01,66.45,0.5
E02846,17,2.66,4,8.9,1.83,7.88,45.22,4.45
E02847,8,1.36,10,1.2,2.14,9.74,10.88,0.6
E02848,18,2.75,1,7.8,2.97,7.07,49.5,3.9
E02849,23,1.92,6,4.3,2.8,8.51,44.16,2.15
E02850,9,2.16,12,7.6,3.08,7.68,19.44,3.8
E02851,25,4.09,15,4.6,3.18,12.29,102.25,2.3
E02852,8,1.3,14,1.6,2.33,4.76,10.4,0.8
E02853,14,4.31,8,7.9,1.7,7.69,60.34,3.95
E02854,25,2.71,8,1.6,4.07,14.02,67.75,0.8
E02855,18,3.38,0,9.3,2.6,7.93,60.84,4.65
E02856,22,1.36,6,1.5,3.02,6.44,29.92,0.75
E02857,20,2.35,8,5.3,3.58,6.76,47.0,2.65
E02858,20,1.36,5,7.5,4.64,13.64,27.2,3.75
E02859,21,4.85,0,4.5,3.83,9.01,101.85,2.25
E02860,12,4.23,1,3.0,1.18,6.9,50.76,1.5
E02861,19,2.84,3,7.8,4.35,7.54,53.96,3.9
E02862,14,1.89,13,8.1,4.96,10.0,26.46,4.05
E02863,17,4.73,15,9.3,2.89,14.42,80.41,4.65
E02864,24,2.38,3,4.4,4.88,8.86,57.12,2.2
E02865,21,1.64,1,5.6,3.19,9.27,34.44,2.8
E02866,3,3.25,7,4.3,2.84,1.79,9.75,2.15
E02867,23,4.78,1,3.3,2.33,13.85,109.94,1.65
E02868,7,1.02,2,7.8,3.63,4.95,7.14,3.9
E02869,17,1.95,15,4.1,1.92,8.85,33.15,2.05
E02870,12,4.75,13,4.9,1.42,8.28,57.0,2.45
E02871,9,1.68,3,4.6,1.11,3.63,15.12,2.3
E02872,15,1.45,8,7.4,2.17,6.94,21.75,3.7
E02873,18,3.28,9,9.3,2.58,5.06,59.04,4.65
E02874,21,4.45,0,7.0,3.21,9.23,93.45,3.5
E02875,13,2.91,7,5.2,2.17,7.14,37.83,2.6
E02876,21,4.98,11,8.0,4.94,13.26,104.58,4.0
E02877,8,3.72,14,6.8,2.17,6.76,29.76,3.4
E02878,14,1.3,13,1.5,2.76,6.48,18.2,0.75
E02879,8,4.97,4,1.9,1.41,5.64,39.76,0.95
E02880,14,2.63,6,1.3,2.04,3.77,36.82,0.65
E02881,7,2.15,15,5.1,1.19,6.99,15.05,2.55
E02882,23,3.23,7,8.4,3.24,7.36,74.29,4.2
E02883,12,2.22,14,3.8,4.0,10.71,26.64,1.9
E02884,11,1.35,4,4.5,1.78,6.81,14.85,2.25
E02885,22,1.01,15,9.2,2.47,9.57,22.22,4.6
E02886,22,2.8,7,8.5,1.07,11.51,61.6,4.25
E02887,11,4.35,9,7.0,4.36,8.64,47.85,3.5
E02888,25,3.29,10,3.4,4.12,9.96,82.25,1.7
E02889,22,5.0,7,2.1,1.25,6.41,110.0,1.05
E02890,13,2.15,8,1.1,2.46,7.59,27.95,0.55
E02891,18,2.12,1,2.0,4.82,6.02,38.16,1.0
E02892,2,1.64,2,3.6,2.57,4.72,3.28,1.8
E02893,21,1.66,0,6.0,3.1,8.21,34.86,3.0
E02894,15,2.14,3,1.6,2.42,5.2,32.1,0.8
E02895,20,4.17,14,2.2,3.38,14.96,83.4,1.1
E02896,18,4.62,14,2.6,4.91,12.44,83.16,1.3
E02897,15,4.9,4,6.7,4.99,1.62,73.5,3.35
E02898,19,1.93,10,6.5,4.1,8.97,36.67,3.25
E02899,23,4.53,0,6.0,2.62,7.07,104.19,3.0
E02900,24,2.31,7,3.3,2.98,8.85,55.44,1.65
E02901,12,1.45,1,4.3,2.43,5.01,17.4,2.15
E02902,13,4.48,0,1.9,4.94,7.58,58.24,0.95
E02903,22,3.54,1,3.0,3.83,9.8,77.88,1.5
E02904,11,1.66,14,9.1,2.8,10.39,18.26,4.55
E02905,5,2.72,12,9.8,1.05,7.45,13.6,4.9
E02906,1,2.15,15,6.8,3.08,6.61,2.15,3.4
E02907,24,3.95,4,9.3,4.94,11.9,94.8,4.65
E02908,3,2.81,8,6.8,3.09,7.5,8.43,3.4
E02909,22,4.96,8,1.3,1.73,10.03,109.12,0.65
E02910,19,1.22,1,10.0,1.09,7.03,23.18,5.0
E02911,23,2.42,1,1.9,2.42,4.93,55.66,0.95
E02912,7,2.93,2,7.1,4.67,7.43,20.51,3.55
E02913,12,3.01,6,3.3,4.99,7.18,36.12,1.65
E02914,15,2.26,10,4.5,4.78,14.68,33.9,2.25
E02915,25,3.92,2,6.8,3.92,10.12,98.0,3.4
E02916,5,4.5,0,4.9,3.23,4.61,22.5,2.45
E02917,15,4.75,13,3.3,3.36,11.1,71.25,1.65
E02918,8,4.22,13,4.0,3.16,5.52,33.76,2.0
E02919,10,4.4,13,4.1,3.83,9.25,44.0,2.05
E02920,16,3.2,5,9.6,2.68,8.65,51.2,4.8
E02921,8,4.3,2,8.2,3.68,5.47,34.4,4.1
E02922,1,2.21,0,5.1,1.49,4.34,2.21,2.55
E02923,12,2.59,13,2.8,2.06,6.12,31.08,1.4
E02924,5,2.27,15,8.3,4.34,7.66,11.35,4.15
E02925,3,2.87,12,2.4,4.61,8.52,8.61,1.2
E02926,1,2.14,3,2.9,3.16,1.26,2.14,1.45
E02927,4,4.85,12,4.3,1.13,5.6,19.4,2.15
E02928,8,2.25,0,8.9,4.71,9.82,18.0,4.45
E02929,3,1.39,0,2.2,3.81,3.39,4.17,1.1
E02930,10,3.11,11,2.1,2.66,6.17,31.1,1.05
E02931,2,1.23,1,5.4,3.39,4.12,2.46,2.7
E02932,11,1.44,9,3.5,2.72,5.43,15.84,1.75
E02933,25,1.88,7,6.1,2.86,7.7,47.0,3.05
E02934,10,2.86,1,5.1,4.55,8.51,28.6,2.55
E02935,21,2.73,10,4.9,1.64,8.0,57.33,2.45
E02936,14,4.2,1,2.0,1.41,11.47,58.8,1.0
E02937,7,3.96,14,2.3,1.01,5.94,27.72,1.15
E02938,2,2.71,10,8.4,2.26,9.24,5.42,4.2
E02939,9,2.33,10,9.0,1.59,4.11,20.97,4.5
E02940,16,2.27,15,3.1,1.88,11.44,36.32,1.55
E02941,13,4.1,9,2.0,1.04,8.75,53.3,1.0
E02942,9,1.21,9,1.5,1.91,7.19,10.89,0.75
E02943,20,1.05,7,6.5,2.33,10.87,21.0,3.25
E02944,4,4.18,11,7.4,1.13,5.04,16.72,3.7
E02945,22,2.91,5,4.4,3.43,7.27,64.02,2.2
E02946,10,1.52,15,7.1,3.28,7.87,15.2,3.55
E02947,22,1.94,11,7.4,1.39,11.04,42.68,3.7
E02948,12,4.73,10,9.4,3.38,8.16,56.76,4.7
E02949,17,4.44,3,1.6,4.99,9.19,75.48,0.8
E02950,14,3.84,2,2.7,4.78,8.02,53.76,1.35
E02951,14,2.93,0,1.6,1.01,3.91,41.02,0.8
E02952,25,3.08,10,8.8,4.18,13.24,77.0,4.4
E02953,2,4.9,2,8.1,2.41,3.72,9.8,4.05
E02954,21,4.86,11,6.2,1.25,9.91,102.06,3.1
E02955,25,1.86,13,1.8,2.18,13.03,46.5,0.9
E02956,20,4.24,8,3.5,2.29,8.55,84.8,1.75
E02957,11,1.79,4,3.7,3.09,4.89,19.69,1.85
E02958,16,1.85,12,6.0,3.64,9.41,29.6,3.0
E02959,19,3.7,5,3.3,4.0,12.06,70.3,1.65
E02960,23,2.62,4,1.7,1.98,9.7,60.26,0.85
E02961,6,4.73,0,7.6,2.29,5.97,28.38,3.8
E02962,24,1.36,9,3.7,2.23,9.76,32.64,1.85
E02963,19,3.05,0,5.1,2.45,7.76,57.95,2.55
E02964,5,4.67,3,2.1,5.0,5.08,23.35,1.05
E02965,4,4.62,15,8.2,4.11,8.28,18.48,4.1
E02966,15,1.63,14,6.1,4.9,8.95,24.45,3.05
E02967,4,2.47,2,9.1,3.77,6.93,9.88,4.55
E02968,20,3.48,10,5.5,2.63,9.72,69.6,2.75
E02969,10,1.64,7,9.5,2.56,3.1,16.4,4.75
E02970,24,4.87,11,9.0,2.95,18.32,116.88,4.5
E02971,22,4.66,11,6.2,2.67,11.16,102.52,3.1
E02972,3,1.67,6,9.4,4.31,7.2,5.01,4.7
E02973,5,1.48,14,3.9,2.86,8.66,7.4,1.95
E02974,6,1.34,10,4.3,2.18,7.09,8.04,2.15
E02975,21,4.64,14,1.4,4.1,11.52,97.44,0.7
E02976,22,1.77,6,6.3,4.42,10.6,38.94,3.15
E02977,8,2.67,14,7.5,2.68,5.0,21.36,3.75
E02978,7,2.8,7,8.0,3.67,10.13,19.6,4.0
E02979,21,3.4,13,2.3,1.24,9.03,71.4,1.15
E02980,10,1.29,9,5.0,3.12,5.93,12.9,2.5
E02981,6,1.91,6,2.6,1.18,4.46,11.46,1.3
E02982,14,4.73,9,7.0,1.12,8.6,66.22,3.5
E02983,4,4.63,1,2.4,3.45,2.87,18.52,1.2
E02984,25,4.13,3,9.1,2.21,13.89,103.25,4.55
E02985,13,1.08,14,3.1,3.97,10.14,14.04,1.55
E02986,20,2.31,10,3.6,4.58,10.84,46.2,1.8
E02987,17,3.51,5,8.7,1.56,7.89,59.67,4.35
E02988,23,2.1,2,5.1,3.9,11.56,48.3,2.55
E02989,7,4.64,14,1.2,3.06,6.56,32.48,0.6
E02990,4,3.54,2,5.5,1.45,7.0,14.16,2.75
E02991,14,1.29,14,1.8,3.61,8.64,18.06,0.9
E02992,3,4.64,5,9.9,3.44,7.89,13.92,4.95
E02993,24,4.83,0,6.3,3.06,10.15,115.92,3.15
E02994,5,1.31,13,3.3,4.71,6.04,6.55,1.65
E02995,16,3.13,15,6.1,3.08,12.73,50.08,3.05
E02996,23,2.21,0,1.7,4.96,13.33,50.83,0.85
E02997,20,2.57,4,8.2,3.04,12.38,51.4,4.1
E02998,4,1.72,0,9.3,1.46,4.86,6.88,4.65
E02999,24,3.31,9,8.9,2.88,12.97,79.44,4.45
E03000,24,4.83,7,4.1,1.73,10.27,115.92,2.05
E03001,2,3.01,1,3.9,3.39,3.66,6.02,1.95
E03002,18,1.33,15,1.3,3.77,7.99,23.94,0.65
E03003,19,3.48,5,6.9,2.87,10.11,66.12,3.45
E03004,19,2.36,9,5.8,1.39,10.18,44.84,2.9
E03005,17,4.42,9,5.1,2.87,5.83,75.14,2.55
E03006,14,2.74,4,9.2,1.33,7.36,38.36,4.6
E03007,19,1.77,9,2.5,3.73,10.03,33.63,1.25
E03008,22,1.76,11,1.1,4.16,10.28,38.72,0.55
E03009,24,4.08,11,1.7,4.85,12.89,97.92,0.85
E03010,13,2.06,3,3.0,1.6,3.26,26.78,1.5
E03011,12,4.07,0,1.3,3.13,4.43,48.84,0.65
E03012,6,1.82,13,5.5,3.27,8.4,10.92,2.75
E03013,21,2.29,13,3.8,4.69,11.14,48.09,1.9
E03014,4,2.86,2,2.6,3.51,4.39,11.44,1.3
E03015,19,4.77,12,7.8,1.58,10.01,90.63,3.9
E03016,16,4.73,11,2.8,2.75,9.76,75.68,1.4
E03017,13,1.83,3,7.2,3.62,2.07,23.79,3.6
E03018,4,2.43,1,4.1,3.8,5.23,9.72,2.05
E03019,23,1.6,11,5.6,4.45,14.81,36.8,2.8
E03020,17,3.04,1,9.4,1.72,5.67,51.68,4.7
E03021,23,2.84,1,1.3,4.81,7.45,65.32,0.65
E03022,1,4.6,10,5.5,1.24,5.82,4.6,2.75
E03023,18,4.72,0,8.7,4.94,12.09,84.96,4.35
E03024,20,2.53,9,6.3,4.43,10.32,50.6,3.15
E03025,17,2.97,1,3.5,3.64,5.11,50.49,1.75
E03026,15,4.58,5,4.6,3.94,8.16,68.7,2.3
E03027,11,4.23,2,7.1,1.29,4.3,46.53,3.55
E03028,25,1.01,9,9.0,1.17,9.5,25.25,4.5
E03029,22,2.28,4,1.4,1.41,8.13,50.16,0.7
E03030,13,2.69,0,1.6,1.35,3.55,34.97,0.8
E03031,1,1.92,7,3.9,3.19,1.94,1.92,1.95
E03032,17,1.8,12,3.1,1.86,9.05,30.6,1.55
E03033,6,1.15,3,3.4,4.44,4.52,6.9,1.7
E03034,4,3.57,8,3.0,2.78,2.24,14.28,1.5
E03035,20,2.05,3,2.8,3.78,9.25,41.0,1.4
E03036,16,1.21,13,2.2,3.61,8.06,19.36,1.1
E03037,15,1.92,14,9.4,2.28,10.9,28.8,4.7
E03038,15,4.21,14,2.3,1.97,11.17,63.15,1.15
E03039,6,4.41,14,2.8,2.37,6.03,26.46,1.4
E03040,15,2.93,1,3.2,4.19,8.26,43.95,1.6
E03041,14,2.66,2,9.4,3.35,5.6,37.24,4.7
E03042,11,4.91,4,7.8,2.01,9.89,54.01,3.9
E03043,7,1.8,11,8.1,4.27,5.09,12.6,4.05
E03044,9,1.86,9,1.9,1.22,6.38,16.74,0.95
E03045,16,2.17,14,8.5,3.8,9.7,34.72,4.25
E03046,5,1.69,12,4.7,2.76,3.56,8.45,2.35
E03047,25,2.52,12,3.4,3.93,13.84,63.0,1.7
E03048,20,4.64,13,6.2,4.71,10.79,92.8,3.1
E03049,10,3.46,5,8.4,4.0,3.62,34.6,4.2
E03050,18,2.65,6,8.0,2.77,3.25,47.7,4.0
E03051,3,4.74,3,9.0,1.6,2.87,14.22,4.5
E03052,13,1.19,6,9.4,4.23,10.11,15.47,4.7
E03053,11,1.84,14,3.1,2.84,10.23,20.24,1.55
E03054,17,3.26,9,4.8,1.3,7.51,55.42,2.4
E03055,22,3.46,2,1.1,3.88,8.52,76.12,0.55
E03056,13,1.16,6,8.9,2.17,5.96,15.08,4.45
E03057,6,2.61,3,2.4,1.2,1.26,15.66,1.2
E03058,17,3.6,12,8.8,4.61,8.84,61.2,4.4
E03059,13,3.79,12,4.0,2.93,10.76,49.27,2.0
E03060,19,3.55,7,4.3,2.12,10.38,67.45,2.15
E03061,21,2.28,8,1.4,3.87,10.27,47.88,0.7
E03062,19,1.37,6,3.9,4.54,6.08,26.03,1.95
E03063,10,2.71,7,9.0,1.0,6.79,27.1,4.5
E03064,3,1.52,7,1.2,3.75,-0.83,4.56,0.6
E03065,14,4.79,1,4.7,4.07,9.29,67.06,2.35
E03066,19,2.9,8,1.3,1.84,9.48,55.1,0.65
E03067,5,2.27,5,4.3,2.96,1.74,11.35,2.15
E03068,5,4.07,10,2.6,1.36,8.89,20.35,1.3
E03069,20,2.99,3,3.3,3.99,5.33,59.8,1.65
E03070,17,2.24,14,8.9,4.39,11.62,38.08,4.45
E03071,21,4.25,4,4.9,1.43,10.69,89.25,2.45
E03072,10,4.47,9,3.5,4.27,5.31,44.7,1.75
E03073,5,3.69,4,6.3,4.09,5.15,18.45,3.15
E03074,4,1.19,6,2.3,2.39,0.31,4.76,1.15
E03075,6,3.27,13,3.3,3.76,1.1,19.62,1.65
E03076,4,4.05,8,5.9,1.0,3.07,16.2,2.95
E03077,7,1.55,6,3.1,4.73,3.94,10.85,1.55
E03078,7,1.91,8,7.1,3.2,7.1,13.37,3.55
E03079,18,4.53,3,5.4,3.48,9.18,81.54,2.7
E03080,3,1.08,9,7.9,3.66,4.84,3.24,3.95
E03081,1,4.01,13,9.5,3.25,4.08,4.01,4.75
E03082,24,2.9,9,2.0,4.43,10.19,69.6,1.0
E03083,25,2.79,3,4.0,3.44,8.44,69.75,2.0
E03084,4,1.03,5,3.9,4.63,1.48,4.12,1.95
E03085,6,4.28,7,2.4,3.33,4.63,25.68,1.2
E03086,9,2.44,13,8.3,1.68,7.59,21.96,4.15
E03087,22,3.16,8,7.8,4.65,10.03,69.52,3.9
E03088,14,3.71,0,5.4,3.73,6.32,51.94,2.7
E03089,12,3.81,0,5.8,3.8,7.85,45.72,2.9
E03090,25,4.82,12,1.5,4.94,11.96,120.5,0.75
E03091,20,3.13,7,6.0,1.3,6.84,62.6,3.0
E03092,24,2.6,10,8.1,2.71,12.72,62.4,4.05
E03093,25,4.81,6,6.2,1.96,12.17,120.25,3.1
E03094,4,3.57,8,3.4,3.52,5.93,14.28,1.7
E03095,21,2.19,10,7.0,4.23,11.97,45.99,3.5
E03096,24,1.51,2,4.3,4.87,10.52,36.24,2.15
E03097,12,4.37,9,5.9,2.82,8.36,52.44,2.95
E03098,10,2.45,11,5.4,4.14,12.33,24.5,2.7
E03099,22,3.64,4,4.4,4.67,7.66,80.08,2.2
E03100,7,2.88,2,7.5,3.73,3.98,20.16,3.75
E03101,3,1.8,14,9.0,1.97,7.65,5.4,4.5
E03102,23,3.41,4,1.0,3.43,10.14,78.43,0.5
E03103,14,1.24,9,9.4,4.88,9.93,17.36,4.7
E03104,24,2.65,0,5.6,4.95,10.15,63.6,2.8
E03105,10,3.19,13,7.3,3.57,11.07,31.9,3.65
E03106,16,2.74,10,8.7,4.55,7.66,43.84,4.35
E03107,16,3.99,3,5.2,1.8,10.56,63.84,2.6
E03108,22,4.31,5,8.5,1.98,12.91,94.82,4.25
E03109,10,4.08,1,2.6,4.81,3.63,40.8,1.3
E03110,25,1.16,12,2.4,1.54,12.17,29.0,1.2
E03111,13,1.78,6,6.9,1.76,6.77,23.14,3.45
E03112,6,3.15,7,8.8,2.68,4.66,18.9,4.4
E03113,12,4.74,0,9.0,3.36,3.29,56.88,4.5
E03114,9,4.34,12,6.8,3.42,6.18,39.06,3.4
E03115,13,4.37,3,5.7,2.17,8.67,56.81,2.85
E03116,4,2.21,10,4.0,4.68,7.05,8.84,2.0
E03117,24,2.72,3,9.8,4.66,10.38,65.28,4.9
E03118,11,2.88,12,3.9,2.57,9.39,31.68,1.95
E03119,20,1.63,4,7.7,2.74,10.66,32.6,3.85
E03120,18,1.12,13,5.8,3.81,10.1,20.16,2.9
E03121,11,4.79,11,6.5,3.65,7.35,52.69,3.25
E03122,25,1.96,11,4.5,2.53,12.32,49.0,2.25
E03123,21,1.96,3,9.7,2.66,10.16,41.16,4.85
E03124,4,1.33,8,6.1,2.39,5.77,5.32,3.05
E03125,18,4.71,6,9.4,1.94,11.54,84.78,4.7
E03126,1,3.32,12,1.1,2.83,1.98,3.32,0.55
E03127,7,3.67,1,6.2,3.75,4.12,25.69,3.1
E03128,6,4.65,0,7.5,3.97,1.41,27.9,3.75
E03129,15,2.38,8,7.7,4.12,10.14,35.7,3.85
E03130,18,3.49,0,9.1,2.5,7.78,62.82,4.55
E03131,24,1.16,5,1.0,4.06,10.44,27.84,0.5
E03132,11,1.75,15,1.0,1.03,4.35,19.25,0.5
E03133,20,4.32,14,5.3,2.91,14.44,86.4,2.65
E03134,24,4.07,14,1.3,4.18,10.21,97.68,0.65
E03135,15,2.4,1,9.8,3.52,8.89,36.0,4.9
E03136,16,2.51,15,3.0,2.9,9.92,40.16,1.5
E03137,7,3.13,3,5.3,3.58,4.82,21.91,2.65
E03138,21,1.0,5,1.6,4.63,8.25,21.0,0.8
E03139,10,1.96,4,5.7,3.27,4.53,19.6,2.85
E03140,12,1.83,15,4.4,4.2,11.2,21.96,2.2
E03141,24,2.0,10,1.4,4.92,11.15,48.0,0.7
E03142,14,4.22,5,4.0,3.82,5.51,59.08,2.0
E03143,25,2.12,2,4.5,3.29,9.09,53.0,2.25
E03144,5,1.77,4,9.9,1.15,4.48,8.85,4.95
E03145,21,3.02,1,2.9,2.5,10.29,63.42,1.45
E03146,18,4.46,6,5.9,3.26,8.42,80.28,2.95
E03147,5,1.97,2,9.9,4.19,3.44,9.85,4.95
E03148,3,1.31,0,8.1,2.75,2.83,3.93,4.05
E03149,23,2.43,13,9.9,4.84,14.18,55.89,4.95
E03150,5,3.99,7,9.7,2.09,3.15,19.95,4.85
E03151,24,3.2,7,5.4,3.98,12.23,76.8,2.7
E03152,17,4.27,2,7.3,2.68,7.55,72.59,3.65
E03153,19,4.84,12,2.0,2.94,10.18,91.96,1.0
E03154,19,4.17,6,5.0,4.21,13.91,79.23,2.5
E03155,25,3.42,8,8.3,2.18,11.34,85.5,4.15
E03156,21,2.97,7,5.5,1.39,11.23,62.37,2.75
E03157,12,1.16,2,7.3,3.08,7.25,13.92,3.65
E03158,25,4.94,14,7.7,3.12,11.31,123.5,3.85
E03159,9,2.53,12,3.3,4.19,3.59,22.77,1.65
E03160,1,1.61,1,8.9,4.87,4.65,1.61,4.45
E03161,18,3.67,12,5.1,1.22,7.85,66.06,2.55
E03162,21,2.14,9,2.9,3.37,6.59,44.94,1.45
E03163,4,3.34,15,8.8,3.73,9.21,13.36,4.4
E03164,10,3.35,6,4.8,4.94,4.97,33.5,2.4
E03165,25,2.78,6,7.8,4.77,10.0,69.5,3.9
E03166,7,4.34,8,5.9,3.85,10.74,30.38,2.95
E03167,22,2.06,4,4.4,3.09,5.96,45.32,2.2
E03168,23,2.79,3,8.3,1.65,7.26,64.17,4.15
E03169,1,3.15,7,6.3,2.54,3.18,3.15,3.15
E03170,17,3.65,13,4.5,3.34,9.8,62.05,2.25
E03171,24,4.14,3,2.0,3.9,8.65,99.36,1.0
E03172,2,2.58,15,9.1,3.54,3.93,5.16,4.55
E03173,11,3.58,3,1.3,3.86,9.25,39.38,0.65
E03174,9,1.6,11,8.8,2.72,7.49,14.4,4.4
E03175,7,4.73,13,4.2,3.91,8.96,33.11,2.1
E03176,22,2.53,11,6.8,1.57,10.53,55.66,3.4
E03177,17,3.92,1,9.3,1.65,8.71,66.64,4.65
E03178,17,1.08,12,2.4,1.65,10.37,18.36,1.2
E03179,2,1.82,14,6.1,4.56,3.66,3.64,3.05
E03180,6,2.95,0,7.9,1.3,4.56,17.7,3.95
E03181,14,4.51,3,7.8,4.21,9.62,63.14,3.9
E03182,6,3.11,6,5.7,1.93,8.29,18.66,2.85
E03183,2,4.72,11,6.6,2.87,9.82,9.44,3.3
E03184,1,2.94,15,7.8,4.66,6.33,2.94,3.9
E03185,10,2.96,8,8.6,3.34,9.59,29.6,4.3
E03186,21,1.48,15,7.9,1.84,5.71,31.08,3.95
E03187,5,4.21,8,4.2,2.14,8.74,21.05,2.1
E03188,2,1.99,11,10.0,4.68,4.08,3.98,5.0
E03189,22,4.6,9,4.9,2.71,10.79,101.2,2.45
E03190,16,4.64,14,1.2,3.35,11.13,74.24,0.6
E03191,25,4.77,0,4.3,2.84,10.1,119.25,2.15
E03192,2,3.08,4,2.2,2.51,3.75,6.16,1.1
E03193,10,3.71,6,2.1,1.89,9.45,37.1,1.05
E03194,2,4.11,12,3.5,3.74,4.97,8.22,1.75
E03195,16,1.52,6,1.5,3.87,5.36,24.32,0.75
E03196,16,3.4,9,7.2,2.1,12.73,54.4,3.6
E03197,19,1.14,15,1.7,4.16,11.21,21.66,0.85
E03198,7,2.99,5,2.8,4.42,9.3,20.93,1.4
E03199,22,1.62,15,1.8,4.68,13.09,35.64,0.9
E03200,12,1.73,10,1.6,1.64,4.13,20.76,0.8
E03201,24,2.46,9,3.4,2.22,12.06,59.04,1.7
E03202,15,2.73,3,6.1,4.44,5.72,40.95,3.05
E03203,8,3.49,2,9.7,1.79,5.54,27.92,4.85
E03204,6,1.3,11,8.9,1.01,5.46,7.8,4.45
E03205,10,3.01,12,8.9,4.48,5.15,30.1,4.45
E03206,3,1.73,8,2.6,2.31,2.29,5.19,1.3
E03207,19,3.3,14,3.4,2.66,15.1,62.7,1.7
E03208,17,3.55,11,1.7,2.79,9.92,60.35,0.85
E03209,7,3.23,12,8.0,4.39,7.12,22.61,4.0
E03210,21,3.95,9,1.6,2.35,13.94,82.95,0.8
E03211,20,2.34,3,6.0,4.57,8.26,46.8,3.0
E03212,4,4.06,7,3.2,3.47,5.06,16.24,1.6
E03213,14,2.73,12,3.2,3.11,10.62,38.22,1.6
E03214,20,2.94,0,9.9,2.3,7.82,58.8,4.95
E03215,22,3.59,6,7.8,1.97,8.92,78.98,3.9
E03216,15,1.07,11,8.5,3.5,4.17,16.05,4.25
E03217,24,3.62,5,6.1,2.79,8.94,86.88,3.05
E03218,8,3.47,12,8.8,4.64,6.1,27.76,4.4
E03219,21,2.24,11,6.8,2.97,10.99,47.04,3.4
E03220,15,1.34,0,9.5,3.05,5.38,20.1,4.75
E03221,22,1.36,14,3.5,2.67,15.14,29.92,1.75
E03222,20,4.69,3,6.4,4.16,7.83,93.8,3.2
E03223,14,3.76,11,7.2,2.7,11.97,52.64,3.6
E03224,9,1.51,14,4.5,2.08,7.41,13.59,2.25
E03225,8,2.43,13,8.9,4.45,9.37,19.44,4.45
E03226,17,3.37,4,9.8,3.39,10.4,57.29,4.9
E03227,2,4.34,10,5.4,3.37,1.11,8.68,2.7
E03228,25,1.17,7,4.5,3.44,10.48,29.25,2.25
