Job ID,Job Title,Company,Location,Experience Required (Years),Skills,Employment Type,Salary ($)
2361,Web Developer,NextGen Tech,San Francisco,6,"Agile, Leadership, Communication",Contract,136350
2362,Software Engineer,NextGen Tech,Remote,3,"Django, Communication, SQL",Full-time,68126
2363,Web Developer,Creative Solutions,San Francisco,4,"JavaScript, Responsive Design, HTML",Full-time,92481
2364,UX Designer,Innovate LLC,Austin,2,"Communication, Project Management, Leadership",Part-time,142760
2365,UX Designer,NextGen Tech,San Francisco,2,"Excel, Data Visualization, Problem-Solving",Full-time,131178
2366,Data Analyst,NextGen Tech,Remote,4,"Collaboration, Wireframing, Adobe XD",Full-time,57340
2367,Software Engineer,Innovate LLC,San Francisco,9,"SQL, Communication, Django",Contract,81955
2368,Software Engineer,Tech Corp,Remote,7,"Usability Testing, Wireframing, Adobe XD",Full-time,110786
2369,Software Engineer,Creative Solutions,Chicago,9,"Leadership, Communication, Project Management",Part-time,55716
2370,Software Engineer,Tech Corp,Chicago,4,"Communication, Python, SQL",Contract,98726
2371,Software Engineer,Creative Solutions,San Francisco,3,"Problem-Solving, Data Visualization, SQL",Contract,98215
2372,Data Analyst,Tech Corp,New York,6,"Collaboration, Wireframing, Adobe XD",Part-time,78083
2373,Project Manager,Creative Solutions,Remote,5,"Adobe XD, Wireframing, Collaboration",Contract,98241
2374,Web Developer,Innovate LLC,Austin,1,"Communication, Django, Python",Part-time,141565
2375,Data Analyst,Innovate LLC,San Francisco,6,"Excel, Data Visualization, Problem-Solving",Full-time,85752
2376,Project Manager,Creative Solutions,New York,7,"CSS, HTML, Responsive Design",Full-time,73497
2377,UX Designer,Data Inc,San Francisco,3,"Communication, Project Management, Agile",Full-time,64163
2378,Software Engineer,Tech Corp,Austin,3,"Problem-Solving, Excel, Data Visualization",Full-time,78641
2379,Data Analyst,Tech Corp,New York,2,"Problem-Solving, SQL, Excel",Full-time,61355
2380,UX Designer,Data Inc,Remote,5,"Adobe XD, Usability Testing, Wireframing",Full-time,50835
2381,Project Manager,Data Inc,Austin,2,"Communication, Leadership, Agile",Contract,124553
2382,UX Designer,Creative Solutions,Chicago,6,"Problem-Solving, SQL, Excel",Contract,52869
2383,Software Engineer,Creative Solutions,Chicago,10,"Usability Testing, Collaboration, Adobe XD",Contract,134617
2384,UX Designer,Data Inc,San Francisco,8,"Excel, Data Visualization, Problem-Solving",Part-time,70978
2385,Software Engineer,Tech Corp,Remote,2,"Agile, Communication, Project Management",Full-time,70039
2386,UX Designer,Data Inc,Remote,10,"Communication, Django, Python",Contract,73026
2387,Project Manager,Creative Solutions,New York,1,"CSS, HTML, Responsive Design",Contract,115109
2388,UX Designer,Creative Solutions,Chicago,1,"Python, Communication, Django",Part-time,133289
2389,Project Manager,Innovate LLC,Austin,1,"Leadership, Communication, Project Management",Full-time,106266
2390,Project Manager,NextGen Tech,Austin,10,"Project Management, Leadership, Agile",Full-time,82154
2391,Project Manager,NextGen Tech,Austin,8,"Communication, Django, Python",Part-time,123936
2392,UX Designer,Creative Solutions,San Francisco,6,"Agile, Communication, Leadership",Contract,104011
2393,Software Engineer,Data Inc,Remote,6,"Django, Python, SQL",Part-time,82070
2394,Project Manager,Data Inc,Remote,10,"SQL, Excel, Problem-Solving",Full-time,82355
2395,Data Analyst,Data Inc,New York,8,"Wireframing, Collaboration, Adobe XD",Full-time,81192
2396,UX Designer,NextGen Tech,San Francisco,2,"Adobe XD, Wireframing, Collaboration",Part-time,56537
2397,Web Developer,Data Inc,New York,2,"SQL, Python, Django",Contract,61354
2398,Web Developer,Creative Solutions,Remote,3,"Communication, Agile, Project Management",Part-time,82956
2399,Web Developer,NextGen Tech,Austin,8,"Project Management, Agile, Communication",Full-time,94862
2400,UX Designer,NextGen Tech,San Francisco,7,"Adobe XD, Usability Testing, Wireframing",Contract,146208
2401,Web Developer,Innovate LLC,Remote,3,"Agile, Leadership, Communication",Full-time,69911
2402,Web Developer,Creative Solutions,San Francisco,6,"SQL, Problem-Solving, Excel",Contract,114113
2403,Data Analyst,NextGen Tech,Remote,8,"Adobe XD, Collaboration, Usability Testing",Contract,146485
2404,Web Developer,Creative Solutions,Remote,9,"JavaScript, Responsive Design, HTML",Part-time,116803
2405,Project Manager,Data Inc,Remote,6,"SQL, Problem-Solving, Data Visualization",Full-time,133729
2406,Project Manager,Innovate LLC,New York,8,"Communication, Django, SQL",Part-time,118885
2407,Software Engineer,Data Inc,Remote,4,"CSS, Responsive Design, JavaScript",Part-time,111255
2408,UX Designer,Data Inc,Austin,10,"SQL, Problem-Solving, Excel",Contract,95197
2409,Software Engineer,Creative Solutions,Chicago,7,"Communication, Agile, Leadership",Part-time,107260
2410,Data Analyst,Tech Corp,San Francisco,2,"Excel, SQL, Data Visualization",Contract,112069
2411,Project Manager,NextGen Tech,Chicago,7,"Problem-Solving, Excel, SQL",Contract,93908
2412,Data Analyst,Data Inc,Austin,10,"CSS, Responsive Design, JavaScript",Contract,148704
2413,Project Manager,Innovate LLC,New York,7,"Problem-Solving, Excel, Data Visualization",Full-time,121865
2414,Web Developer,Creative Solutions,Austin,6,"SQL, Python, Django",Contract,86582
2415,UX Designer,Tech Corp,Austin,10,"Problem-Solving, Data Visualization, Excel",Contract,59901
2416,Web Developer,Innovate LLC,New York,5,"Collaboration, Wireframing, Adobe XD",Part-time,127708
2417,Web Developer,Creative Solutions,San Francisco,6,"Problem-Solving, Excel, Data Visualization",Full-time,129504
2418,Project Manager,Data Inc,Austin,10,"Problem-Solving, Excel, Data Visualization",Full-time,132148
2419,Software Engineer,Innovate LLC,Austin,10,"Python, SQL, Django",Part-time,67594
2420,Data Analyst,NextGen Tech,San Francisco,5,"Excel, SQL, Problem-Solving",Contract,116810
2421,Data Analyst,Data Inc,Chicago,3,"Wireframing, Usability Testing, Adobe XD",Full-time,89572
2422,Data Analyst,Tech Corp,New York,7,"CSS, Responsive Design, JavaScript",Full-time,122953
2423,Software Engineer,Tech Corp,San Francisco,1,"Adobe XD, Wireframing, Usability Testing",Contract,98810
2424,Software Engineer,Creative Solutions,Austin,1,"Wireframing, Adobe XD, Collaboration",Contract,130600
2425,UX Designer,Creative Solutions,Chicago,8,"Project Management, Leadership, Communication",Contract,74159
2426,Web Developer,NextGen Tech,Remote,7,"Agile, Project Management, Communication",Part-time,149102
2427,Data Analyst,Tech Corp,Chicago,8,"JavaScript, CSS, HTML",Full-time,134756
2428,Data Analyst,Creative Solutions,Remote,1,"Communication, Agile, Project Management",Full-time,67328
2429,Project Manager,Data Inc,Chicago,3,"Project Management, Agile, Communication",Full-time,66792
2430,Project Manager,Data Inc,New York,8,"JavaScript, HTML, CSS",Part-time,142630
2431,UX Designer,Creative Solutions,New York,8,"Problem-Solving, SQL, Excel",Contract,52089
2432,UX Designer,NextGen Tech,Austin,7,"Collaboration, Wireframing, Adobe XD",Contract,53637
2433,Project Manager,Creative Solutions,Austin,5,"Leadership, Project Management, Communication",Contract,51297
2434,Project Manager,Creative Solutions,San Francisco,8,"SQL, Python, Django",Full-time,98550
2435,Data Analyst,Data Inc,Chicago,8,"JavaScript, CSS, HTML",Contract,82727
2436,UX Designer,Tech Corp,San Francisco,6,"Communication, Django, SQL",Contract,76634
2437,Project Manager,Tech Corp,New York,3,"Leadership, Agile, Project Management",Full-time,120190
2438,Data Analyst,Tech Corp,Austin,8,"Communication, Python, Django",Contract,81132
2439,Project Manager,Creative Solutions,New York,2,"Adobe XD, Usability Testing, Collaboration",Full-time,59757
2440,Software Engineer,Innovate LLC,Remote,1,"Adobe XD, Wireframing, Collaboration",Contract,112491
2441,Data Analyst,NextGen Tech,Chicago,4,"CSS, HTML, Responsive Design",Part-time,104423
2442,Data Analyst,Data Inc,San Francisco,9,"Leadership, Project Management, Agile",Contract,137276
2443,Software Engineer,Data Inc,Austin,5,"Communication, Leadership, Project Management",Full-time,112636
2444,Data Analyst,Innovate LLC,Remote,10,"Project Management, Agile, Communication",Part-time,65666
2445,Data Analyst,Innovate LLC,New York,4,"Python, Django, Communication",Contract,142877
2446,UX Designer,NextGen Tech,Remote,9,"Problem-Solving, Data Visualization, SQL",Full-time,61307
2447,Web Developer,Data Inc,New York,1,"Wireframing, Collaboration, Usability Testing",Part-time,138743
2448,UX Designer,Creative Solutions,Remote,6,"Wireframing, Usability Testing, Collaboration",Contract,136977
2449,Software Engineer,Creative Solutions,Austin,4,"CSS, Responsive Design, HTML",Part-time,67057
2450,Data Analyst,Innovate LLC,Chicago,3,"SQL, Python, Communication",Part-time,80493
2451,UX Designer,Data Inc,Austin,7,"HTML, Responsive Design, JavaScript",Full-time,95880
2452,Data Analyst,NextGen Tech,Austin,8,"Data Visualization, SQL, Excel",Full-time,102829
2453,Software Engineer,Tech Corp,Remote,2,"Wireframing, Collaboration, Adobe XD",Full-time,123088
2454,Data Analyst,NextGen Tech,Austin,2,"Leadership, Project Management, Communication",Part-time,100465
2455,Data Analyst,Creative Solutions,Chicago,7,"Python, Communication, SQL",Full-time,102929
2456,UX Designer,Data Inc,Remote,8,"Project Management, Agile, Communication",Full-time,121418
2457,Web Developer,Tech Corp,Austin,9,"Collaboration, Usability Testing, Wireframing",Contract,56207
2458,UX Designer,NextGen Tech,Austin,5,"Adobe XD, Collaboration, Wireframing",Full-time,148196
2459,Software Engineer,Innovate LLC,Remote,1,"Python, Communication, Django",Full-time,103885
2460,UX Designer,Creative Solutions,Remote,8,"Communication, Project Management, Agile",Full-time,104495
2461,Software Engineer,Tech Corp,New York,8,"Usability Testing, Collaboration, Adobe XD",Part-time,131600
2462,Software Engineer,Innovate LLC,Remote,4,"Usability Testing, Adobe XD, Wireframing",Full-time,104248
2463,Data Analyst,Tech Corp,Austin,2,"Python, Django, Communication",Part-time,93492
2464,Web Developer,NextGen Tech,San Francisco,5,"CSS, HTML, Responsive Design",Contract,121711
2465,UX Designer,NextGen Tech,New York,2,"Wireframing, Usability Testing, Adobe XD",Contract,133024
2466,Software Engineer,Data Inc,Chicago,2,"Communication, SQL, Python",Part-time,53332
2467,Project Manager,NextGen Tech,San Francisco,5,"Wireframing, Usability Testing, Adobe XD",Full-time,146726
2468,UX Designer,Data Inc,Austin,2,"SQL, Python, Django",Full-time,67971
2469,Web Developer,NextGen Tech,Austin,9,"Problem-Solving, Data Visualization, Excel",Full-time,149157
2470,Software Engineer,Tech Corp,Remote,6,"SQL, Communication, Python",Part-time,57788
2471,Project Manager,Innovate LLC,Austin,10,"Communication, Agile, Project Management",Full-time,81668
2472,Web Developer,Data Inc,New York,10,"Excel, Problem-Solving, SQL",Contract,62948
2473,Web Developer,Data Inc,San Francisco,7,"Leadership, Project Management, Agile",Contract,81643
2474,Data Analyst,Creative Solutions,Austin,1,"Usability Testing, Collaboration, Wireframing",Part-time,95104
2475,Project Manager,Innovate LLC,Remote,2,"Python, Communication, SQL",Contract,123285
2476,Data Analyst,Data Inc,New York,7,"Leadership, Communication, Project Management",Full-time,107658
2477,Web Developer,Innovate LLC,Chicago,8,"Problem-Solving, Data Visualization, SQL",Contract,133612
2478,UX Designer,NextGen Tech,New York,9,"Adobe XD, Usability Testing, Collaboration",Part-time,98263
2479,Software Engineer,Innovate LLC,New York,7,"Usability Testing, Collaboration, Adobe XD",Full-time,119333
2480,Web Developer,Data Inc,Chicago,7,"JavaScript, CSS, Responsive Design",Part-time,70467
2481,Web Developer,Tech Corp,Chicago,1,"Django, Python, SQL",Contract,82910
2482,UX Designer,Creative Solutions,Chicago,9,"Data Visualization, Excel, SQL",Contract,130572
2483,Software Engineer,Creative Solutions,Chicago,1,"Leadership, Project Management, Agile",Full-time,65011
2484,Software Engineer,Tech Corp,New York,1,"Leadership, Communication, Agile",Part-time,71799
2485,UX Designer,Tech Corp,New York,9,"Django, Python, Communication",Full-time,144270
2486,UX Designer,Tech Corp,Chicago,1,"JavaScript, CSS, Responsive Design",Contract,100104
2487,Software Engineer,NextGen Tech,Austin,1,"Project Management, Agile, Leadership",Contract,131380
2488,Software Engineer,Creative Solutions,Chicago,4,"Collaboration, Adobe XD, Wireframing",Part-time,142609
2489,Software Engineer,Innovate LLC,Remote,5,"SQL, Communication, Django",Full-time,91394
2490,UX Designer,Innovate LLC,Chicago,10,"Responsive Design, JavaScript, HTML",Part-time,87144
2491,Software Engineer,NextGen Tech,New York,4,"Project Management, Leadership, Agile",Part-time,70980
2492,Project Manager,Data Inc,New York,4,"Problem-Solving, Excel, Data Visualization",Part-time,93279
2493,Software Engineer,Creative Solutions,Chicago,4,"Agile, Leadership, Communication",Full-time,114080
2494,UX Designer,Tech Corp,San Francisco,2,"CSS, Responsive Design, HTML",Part-time,86375
2495,Web Developer,NextGen Tech,Austin,7,"Collaboration, Adobe XD, Wireframing",Contract,53266
2496,Project Manager,Creative Solutions,New York,10,"Wireframing, Collaboration, Usability Testing",Full-time,72613
2497,UX Designer,Data Inc,Remote,10,"Communication, Django, SQL",Full-time,90140
2498,Software Engineer,Data Inc,Remote,7,"Collaboration, Wireframing, Adobe XD",Contract,105948
2499,Project Manager,Creative Solutions,Austin,8,"Problem-Solving, Data Visualization, Excel",Contract,141466
2500,Software Engineer,Tech Corp,New York,3,"Agile, Communication, Project Management",Part-time,65761
2501,Software Engineer,Innovate LLC,San Francisco,2,"SQL, Problem-Solving, Data Visualization",Contract,93596
2502,Software Engineer,NextGen Tech,San Francisco,10,"Collaboration, Usability Testing, Adobe XD",Contract,66040
2503,Data Analyst,Creative Solutions,San Francisco,1,"Wireframing, Usability Testing, Collaboration",Full-time,132698
2504,Software Engineer,Data Inc,Chicago,5,"Excel, Data Visualization, Problem-Solving",Full-time,94967
2505,Web Developer,Innovate LLC,New York,6,"HTML, JavaScript, CSS",Full-time,62000
2506,Project Manager,Tech Corp,San Francisco,3,"SQL, Django, Communication",Full-time,123243
2507,Data Analyst,NextGen Tech,Remote,4,"Communication, Agile, Leadership",Part-time,127176
2508,Data Analyst,Innovate LLC,San Francisco,8,"Communication, Leadership, Project Management",Contract,112603
2509,UX Designer,NextGen Tech,Remote,1,"Agile, Communication, Leadership",Part-time,71051
2510,UX Designer,NextGen Tech,Remote,1,"Adobe XD, Wireframing, Usability Testing",Contract,108213
2511,Software Engineer,Creative Solutions,New York,9,"Wireframing, Collaboration, Usability Testing",Part-time,112459
2512,Web Developer,Tech Corp,Austin,6,"Excel, SQL, Data Visualization",Contract,65184
2513,Software Engineer,Creative Solutions,Remote,10,"Agile, Leadership, Project Management",Part-time,132105
2514,Web Developer,Creative Solutions,Chicago,3,"CSS, JavaScript, HTML",Part-time,105352
2515,Web Developer,Creative Solutions,New York,9,"Django, Python, SQL",Contract,52641
2516,Project Manager,Creative Solutions,Austin,2,"HTML, JavaScript, CSS",Full-time,127661
2517,Data Analyst,Creative Solutions,Remote,9,"Data Visualization, Problem-Solving, SQL",Full-time,75359
2518,Web Developer,Creative Solutions,New York,8,"Problem-Solving, SQL, Excel",Contract,82064
2519,UX Designer,Innovate LLC,Chicago,9,"Problem-Solving, SQL, Excel",Contract,91079
2520,Web Developer,Innovate LLC,Chicago,10,"SQL, Django, Python",Full-time,87016
2521,Project Manager,Tech Corp,New York,7,"Excel, Problem-Solving, Data Visualization",Contract,132703
2522,Software Engineer,Data Inc,San Francisco,10,"Project Management, Leadership, Agile",Contract,91943
2523,Data Analyst,Innovate LLC,New York,9,"Adobe XD, Usability Testing, Wireframing",Contract,100788
2524,Project Manager,Innovate LLC,San Francisco,3,"Responsive Design, HTML, JavaScript",Contract,92744
2525,Software Engineer,Creative Solutions,San Francisco,1,"Leadership, Project Management, Agile",Contract,85163
2526,Data Analyst,NextGen Tech,Chicago,3,"Collaboration, Usability Testing, Adobe XD",Contract,146749
2527,Software Engineer,Innovate LLC,Remote,10,"Data Visualization, SQL, Problem-Solving",Contract,114533
2528,Web Developer,NextGen Tech,Chicago,6,"Collaboration, Usability Testing, Wireframing",Contract,63921
2529,Data Analyst,NextGen Tech,San Francisco,1,"Usability Testing, Collaboration, Adobe XD",Part-time,121755
2530,Data Analyst,Creative Solutions,Chicago,4,"Wireframing, Adobe XD, Usability Testing",Full-time,100415
2531,Software Engineer,NextGen Tech,Austin,9,"Leadership, Agile, Project Management",Part-time,149621
2532,Web Developer,NextGen Tech,San Francisco,1,"Leadership, Communication, Agile",Full-time,73849
2533,Software Engineer,Data Inc,San Francisco,7,"HTML, JavaScript, Responsive Design",Full-time,55617
2534,Web Developer,Tech Corp,Remote,7,"JavaScript, CSS, Responsive Design",Full-time,50770
2535,Project Manager,Tech Corp,Chicago,2,"Python, SQL, Django",Contract,79881
2536,Project Manager,Creative Solutions,New York,6,"Adobe XD, Usability Testing, Collaboration",Part-time,71473
2537,Software Engineer,Tech Corp,New York,2,"Leadership, Agile, Project Management",Contract,134581
2538,Data Analyst,Creative Solutions,Remote,5,"Leadership, Agile, Project Management",Contract,93158
2539,UX Designer,NextGen Tech,New York,10,"Usability Testing, Collaboration, Adobe XD",Full-time,94525
2540,Web Developer,NextGen Tech,San Francisco,7,"SQL, Python, Communication",Contract,74185
2541,Data Analyst,Tech Corp,Austin,8,"Adobe XD, Wireframing, Usability Testing",Full-time,55345
2542,Software Engineer,NextGen Tech,Austin,9,"CSS, HTML, JavaScript",Contract,130193
2543,Web Developer,Tech Corp,New York,10,"Python, Communication, SQL",Contract,59741
2544,UX Designer,Data Inc,Austin,5,"Responsive Design, JavaScript, CSS",Contract,125015
2545,UX Designer,NextGen Tech,Remote,10,"Python, Django, Communication",Full-time,60758
2546,Software Engineer,NextGen Tech,Remote,9,"Excel, Data Visualization, Problem-Solving",Contract,139468
2547,UX Designer,NextGen Tech,Remote,8,"Communication, Django, SQL",Part-time,83852
2548,Web Developer,Creative Solutions,San Francisco,9,"Communication, Python, Django",Part-time,131640
2549,UX Designer,Data Inc,Austin,1,"Excel, Data Visualization, Problem-Solving",Contract,58065
2550,Data Analyst,Creative Solutions,San Francisco,4,"Excel, Data Visualization, SQL",Full-time,137825
2551,Software Engineer,NextGen Tech,New York,7,"HTML, CSS, Responsive Design",Full-time,131486
2552,Web Developer,Tech Corp,Remote,8,"Communication, Python, SQL",Full-time,108909
2553,Data Analyst,Data Inc,Austin,6,"Leadership, Project Management, Communication",Part-time,70168
2554,Web Developer,Tech Corp,Austin,9,"Data Visualization, SQL, Problem-Solving",Contract,91049
2555,Data Analyst,Data Inc,New York,10,"JavaScript, Responsive Design, HTML",Full-time,137456
2556,Data Analyst,Tech Corp,New York,2,"JavaScript, HTML, Responsive Design",Full-time,96810
2557,Project Manager,NextGen Tech,San Francisco,2,"Usability Testing, Wireframing, Collaboration",Part-time,72803
2558,Software Engineer,Data Inc,Chicago,8,"SQL, Django, Communication",Part-time,70373
2559,Project Manager,Data Inc,Austin,5,"HTML, Responsive Design, JavaScript",Part-time,149364
2560,Web Developer,Creative Solutions,Austin,4,"Django, Python, SQL",Part-time,109357
2561,UX Designer,Tech Corp,Austin,9,"Python, Communication, SQL",Contract,111045
2562,Software Engineer,Creative Solutions,Austin,4,"Project Management, Agile, Communication",Contract,127836
2563,Data Analyst,NextGen Tech,Chicago,6,"Adobe XD, Usability Testing, Wireframing",Part-time,115070
2564,Project Manager,NextGen Tech,San Francisco,2,"JavaScript, CSS, Responsive Design",Full-time,138837
2565,Project Manager,Innovate LLC,New York,4,"Leadership, Project Management, Agile",Full-time,110370
2566,Data Analyst,Data Inc,Austin,8,"Project Management, Agile, Leadership",Contract,58230
2567,Software Engineer,Tech Corp,New York,2,"Leadership, Project Management, Agile",Part-time,85015
2568,Project Manager,Innovate LLC,Austin,10,"CSS, HTML, Responsive Design",Contract,97354
2569,Web Developer,Tech Corp,New York,5,"Data Visualization, Excel, SQL",Part-time,131698
2570,Project Manager,Creative Solutions,New York,7,"JavaScript, CSS, Responsive Design",Contract,82197
2571,Web Developer,Tech Corp,Chicago,10,"Project Management, Communication, Agile",Full-time,128571
2572,Software Engineer,Data Inc,Remote,9,"HTML, Responsive Design, CSS",Full-time,55103
2573,UX Designer,Data Inc,Austin,1,"Data Visualization, Problem-Solving, Excel",Full-time,68056
2574,Web Developer,NextGen Tech,Chicago,4,"Problem-Solving, Excel, Data Visualization",Part-time,79583
2575,Data Analyst,Creative Solutions,New York,10,"CSS, JavaScript, Responsive Design",Full-time,102371
2576,Software Engineer,Data Inc,New York,7,"Responsive Design, HTML, JavaScript",Full-time,72254
2577,Software Engineer,Innovate LLC,Remote,8,"Data Visualization, SQL, Problem-Solving",Contract,116872
2578,Project Manager,Innovate LLC,Chicago,10,"Leadership, Agile, Project Management",Part-time,125451
2579,Web Developer,Innovate LLC,Remote,1,"Usability Testing, Wireframing, Adobe XD",Contract,50169
2580,Web Developer,Innovate LLC,San Francisco,6,"Python, Communication, SQL",Part-time,95051
2581,Data Analyst,NextGen Tech,Chicago,7,"Usability Testing, Adobe XD, Wireframing",Contract,112132
2582,Data Analyst,Creative Solutions,Chicago,4,"Collaboration, Adobe XD, Wireframing",Part-time,147103
2583,Data Analyst,Tech Corp,San Francisco,9,"SQL, Excel, Data Visualization",Part-time,73596
2584,Data Analyst,NextGen Tech,Chicago,4,"SQL, Excel, Data Visualization",Contract,56473
2585,Software Engineer,Data Inc,Chicago,6,"Communication, Project Management, Leadership",Full-time,56911
2586,Project Manager,Data Inc,New York,9,"Python, Communication, SQL",Part-time,66748
2587,UX Designer,Data Inc,New York,6,"Communication, Leadership, Project Management",Full-time,60551
2588,Software Engineer,Innovate LLC,Chicago,7,"Responsive Design, CSS, JavaScript",Contract,92812
2589,Data Analyst,Creative Solutions,San Francisco,2,"Agile, Project Management, Leadership",Part-time,146347
2590,UX Designer,NextGen Tech,Austin,4,"Data Visualization, Excel, SQL",Part-time,77390
2591,UX Designer,NextGen Tech,New York,7,"Wireframing, Adobe XD, Usability Testing",Full-time,132305
2592,Software Engineer,NextGen Tech,Austin,9,"SQL, Django, Communication",Part-time,117572
2593,Software Engineer,Data Inc,New York,2,"Responsive Design, CSS, HTML",Contract,143643
2594,Project Manager,Creative Solutions,Austin,3,"Usability Testing, Collaboration, Adobe XD",Full-time,53253
2595,Web Developer,Innovate LLC,New York,4,"JavaScript, CSS, HTML",Full-time,85224
2596,Web Developer,Data Inc,San Francisco,5,"Python, SQL, Communication",Contract,82817
2597,UX Designer,Creative Solutions,Austin,3,"SQL, Data Visualization, Problem-Solving",Contract,103594
2598,Project Manager,Innovate LLC,Austin,3,"Django, Python, Communication",Contract,120405
2599,Web Developer,Tech Corp,New York,5,"Data Visualization, Problem-Solving, SQL",Contract,58828
2600,Project Manager,Creative Solutions,Austin,5,"Communication, SQL, Django",Full-time,105699
2601,UX Designer,Innovate LLC,Chicago,3,"Collaboration, Usability Testing, Adobe XD",Full-time,53073
2602,Software Engineer,Innovate LLC,Austin,2,"Data Visualization, Excel, Problem-Solving",Contract,57767
2603,Software Engineer,Tech Corp,New York,5,"Agile, Project Management, Leadership",Contract,99343
2604,Software Engineer,Data Inc,Remote,10,"CSS, Responsive Design, JavaScript",Contract,84519
2605,Project Manager,Data Inc,Austin,9,"Responsive Design, CSS, HTML",Part-time,75300
2606,Project Manager,Innovate LLC,Austin,1,"Python, Communication, SQL",Full-time,66563
2607,Data Analyst,Tech Corp,Remote,10,"Responsive Design, CSS, HTML",Full-time,116478
2608,UX Designer,NextGen Tech,Chicago,7,"SQL, Data Visualization, Problem-Solving",Full-time,132658
2609,UX Designer,Data Inc,Remote,7,"Django, SQL, Communication",Full-time,113659
2610,Software Engineer,NextGen Tech,Chicago,2,"Django, Python, SQL",Full-time,126663
2611,Software Engineer,Innovate LLC,New York,6,"SQL, Django, Python",Contract,120121
2612,Software Engineer,Creative Solutions,New York,4,"Agile, Leadership, Communication",Full-time,93978
2613,Project Manager,NextGen Tech,San Francisco,9,"Communication, Leadership, Project Management",Full-time,83547
2614,UX Designer,Tech Corp,New York,4,"CSS, JavaScript, Responsive Design",Contract,122269
2615,Data Analyst,Data Inc,San Francisco,8,"Usability Testing, Collaboration, Wireframing",Contract,143007
2616,Data Analyst,Innovate LLC,New York,5,"JavaScript, HTML, Responsive Design",Contract,53775
2617,Web Developer,NextGen Tech,Remote,4,"Excel, Data Visualization, SQL",Contract,117394
2618,Software Engineer,Creative Solutions,New York,10,"Project Management, Leadership, Communication",Contract,88842
2619,UX Designer,Tech Corp,San Francisco,10,"SQL, Excel, Data Visualization",Full-time,79070
2620,UX Designer,Creative Solutions,New York,8,"Excel, SQL, Data Visualization",Contract,85646
2621,UX Designer,Tech Corp,Remote,1,"Communication, Python, SQL",Part-time,148262
2622,Project Manager,Creative Solutions,Remote,3,"Python, SQL, Django",Part-time,146593
2623,UX Designer,NextGen Tech,Chicago,4,"Excel, Data Visualization, SQL",Full-time,90481
2624,Project Manager,Tech Corp,Remote,8,"Python, Communication, Django",Full-time,60322
2625,UX Designer,Innovate LLC,Chicago,1,"Data Visualization, Problem-Solving, SQL",Contract,80689
2626,Data Analyst,Creative Solutions,San Francisco,1,"SQL, Data Visualization, Problem-Solving",Contract,62160
2627,Project Manager,Data Inc,Remote,8,"SQL, Communication, Django",Full-time,67703
2628,Data Analyst,Creative Solutions,San Francisco,1,"CSS, HTML, Responsive Design",Contract,70826
2629,Project Manager,Tech Corp,Austin,8,"Usability Testing, Collaboration, Wireframing",Contract,97235
2630,Data Analyst,NextGen Tech,Chicago,3,"JavaScript, HTML, CSS",Full-time,129340
2631,Data Analyst,NextGen Tech,Austin,1,"Adobe XD, Collaboration, Wireframing",Part-time,82240
2632,Web Developer,NextGen Tech,New York,10,"Problem-Solving, Data Visualization, SQL",Contract,132067
2633,Web Developer,Creative Solutions,Remote,1,"Leadership, Project Management, Agile",Full-time,92616
2634,Data Analyst,NextGen Tech,Chicago,6,"Usability Testing, Collaboration, Adobe XD",Full-time,59466
2635,Web Developer,Tech Corp,New York,6,"Project Management, Agile, Communication",Contract,126820
2636,Web Developer,Creative Solutions,New York,3,"Usability Testing, Wireframing, Collaboration",Contract,126264
2637,UX Designer,Innovate LLC,San Francisco,4,"Wireframing, Usability Testing, Collaboration",Full-time,78078
2638,Data Analyst,Tech Corp,San Francisco,7,"Python, SQL, Django",Part-time,59576
2639,UX Designer,Tech Corp,San Francisco,4,"Communication, Leadership, Agile",Contract,54164
2640,Data Analyst,Innovate LLC,Remote,8,"CSS, JavaScript, HTML",Part-time,106685
2641,Web Developer,Data Inc,Austin,1,"Leadership, Agile, Project Management",Full-time,103830
2642,Web Developer,Data Inc,Chicago,5,"Agile, Communication, Leadership",Contract,124239
2643,Software Engineer,NextGen Tech,Remote,5,"Excel, Data Visualization, Problem-Solving",Full-time,115585
2644,UX Designer,Innovate LLC,New York,7,"Project Management, Leadership, Communication",Contract,68844
2645,Data Analyst,Creative Solutions,Austin,4,"SQL, Problem-Solving, Excel",Contract,95597
2646,Data Analyst,Innovate LLC,New York,3,"Adobe XD, Collaboration, Wireframing",Full-time,74862
2647,Software Engineer,Tech Corp,Austin,2,"Data Visualization, SQL, Excel",Part-time,87776
2648,Web Developer,NextGen Tech,Austin,9,"CSS, Responsive Design, JavaScript",Full-time,71417
2649,Project Manager,Creative Solutions,Remote,7,"Data Visualization, Problem-Solving, Excel",Part-time,137836
2650,Web Developer,NextGen Tech,San Francisco,9,"Usability Testing, Wireframing, Collaboration",Contract,117850
2651,Web Developer,NextGen Tech,Chicago,5,"SQL, Django, Communication",Full-time,137489
2652,Software Engineer,NextGen Tech,San Francisco,8,"Usability Testing, Adobe XD, Wireframing",Contract,128752
2653,Web Developer,Creative Solutions,Chicago,1,"Data Visualization, SQL, Problem-Solving",Part-time,70136
2654,Software Engineer,Data Inc,San Francisco,2,"CSS, Responsive Design, JavaScript",Full-time,99031
2655,Web Developer,Data Inc,Austin,3,"Excel, SQL, Problem-Solving",Full-time,125183
