ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags
45776709,20385,562,BUICK,Encore,2015,Jeep,1,Petrol,1.4,58000,4,Automatic,Front,Left wheel,White,10
45796421,17249,562,CHEVROLET,Cruze,2015,Sedan,1,Petrol,1.4 Turbo,37000,4,Automatic,Front,Left wheel,Brown,8
45808406,2822,562,BUICK,Century,2015,Jeep,1,Petrol,1.4,107358,4,Automatic,Front,Left wheel,Black,12
45808647,470,562,CHEVROLET,Cruze,2015,Sedan,1,Petrol,1.4,68235,4,Automatic,Front,Left wheel,Carnelian red,12
45773208,627,562,CHEVROLET,Cruze,2015,Sedan,1,Petrol,1.4,0,4,Automatic,Front,Left wheel,Silver,12
45715283,10976,562,CHEVROLET,Cruze,2015,Sedan,0,Petrol,1.4 Turbo,76800,4,Tiptronic,Front,Left wheel,Black,10
45759581,13015,562,CHEVROLET,Trax,2015,Jeep,0,Petrol,1.4 Turbo,90000,4,Automatic,4x4,Left wheel,White,0
45720188,15681,562,CHEVROLET,Cruze,2015,Sedan,1,Petrol,1.4 Turbo,20800,4,Automatic,Rear,Left wheel,Black,6
45816322,21953,562,CHEVROLET,Cruze,2015,Sedan,1,Petrol,1.4 Turbo,60800,4,Tiptronic,Rear,Left wheel,Silver,12
45761840,16305,562,FIAT,500,2015,Hatchback,1,Petrol,1.4,64000,4,Automatic,Front,Left wheel,White,10
45731897,15053,562,FIAT,500 sport panorama,2015,Coupe,1,Petrol,1.4,70000,4,Automatic,Front,Left wheel,Grey,12
45773298,16308,562,CHEVROLET,Cruze,2015,Sedan,1,Petrol,1.4 Turbo,104000,4,Tiptronic,Front,Left wheel,Blue,10
45490913,17876,562,VOLKSWAGEN,Jetta,2015,Sedan,0,Petrol,1.4 Turbo,50950,4,Automatic,Front,Left wheel,Blue,10
45809322,549,562,CHEVROLET,Cruze,2015,Sedan,1,Petrol,1.4,68235,4,Automatic,Front,Left wheel,Red,12
38150576,11133,562,FIAT,500 Sport,2015,Hatchback,1,Petrol,1.4,59763,4,Manual,Front,Left wheel,Blue,6
45788960,15681,562,CHEVROLET,Cruze LT RS,2015,Sedan,1,Petrol,1.4 Turbo,138000,4,Tiptronic,Front,Left wheel,Blue,10
45801446,17000,562,CHEVROLET,Cruze,2015,Sedan,1,Petrol,1.4 Turbo,89000,4,Tiptronic,Front,Left wheel,Black,10
45702017,17249,562,CHEVROLET,Cruze,2015,Sedan,1,Petrol,1.4 Turbo,72126,4,Tiptronic,Front,Left wheel,Brown,8
44550379,17249,562,VOLKSWAGEN,Jetta sport,2015,Sedan,0,Petrol,1.4 Turbo,70000,4,Tiptronic,Front,Left wheel,Black,8
45782046,11666,562,VOLKSWAGEN,Jetta SE,2015,Sedan,0,Petrol,1.4,69505,4,Tiptronic,Front,Left wheel,White,6
45789776,3293,565,CHEVROLET,Matiz,2007,Sedan,1,Petrol,0.8,134863,4,Automatic,Front,Left wheel,Golden,4
45793133,3293,565,CHEVROLET,Matiz,2007,Sedan,1,Petrol,0.8,134863,4,Automatic,Front,Left wheel,Golden,4
45789780,3136,565,CHEVROLET,Matiz,2007,Sedan,1,Petrol,0.8,103486,3,Automatic,Front,Left wheel,White,4
45789778,3763,565,CHEVROLET,Matiz,2007,Sedan,1,Petrol,0.8,155691,3,Automatic,Front,Left wheel,Silver,4
45624104,12231,574,HONDA,Insight,2010,Sedan,0,Hybrid,1.3,150000,4,Variator,Front,Left wheel,Black,12
45653117,2509,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,210758,4,Automatic,Front,Left wheel,Silver,0
45644966,2509,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,210758,4,Automatic,Front,Left wheel,Silver,0
45805615,12074,574,HONDA,Insight EX,2010,Sedan,0,Hybrid,1.3,222000,4,Tiptronic,Front,Left wheel,Grey,8
45763182,220,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,184250,4,Automatic,Front,Left wheel,Grey,0
45813697,470,574,HONDA,Civic,2010,Sedan,1,Hybrid,1.3,264132,4,Automatic,Front,Left wheel,Silver,12
45642795,1098,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,187312,4,Automatic,Front,Left wheel,Blue,0
45781402,12544,574,HONDA,Insight,2010,Sedan,0,Hybrid,1.3,173000,4,Automatic,Front,Left wheel,Black,8
45479281,14740,574,HONDA,Insight,2010,Hatchback,0,Hybrid,1.3,88000,4,Automatic,Front,Left wheel,White,0
45813038,392,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,308331,4,Automatic,Front,Left wheel,Silver,12
45642799,706,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,189571,4,Automatic,Front,Left wheel,Silver,0
45768806,220,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,184250,4,Automatic,Front,Left wheel,Grey,0
45770962,220,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,184250,4,Automatic,Front,Left wheel,Grey,0
45415687,3920,574,HONDA,Insight,2010,Hatchback,0,Hybrid,1.3,3333,4,Variator,Front,Left wheel,Red,8
45789119,12544,574,HONDA,Insight,2010,Sedan,0,Hybrid,1.3,173000,4,Automatic,Front,Left wheel,Black,8
45763149,549,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,245070,4,Automatic,Front,Left wheel,White,0
45815521,8781,574,HONDA,Civic,2010,Sedan,1,Hybrid,1.3,169000,4,Automatic,Front,Left wheel,White,6
45653560,706,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,189571,4,Automatic,Front,Left wheel,Silver,0
45767966,220,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,184250,4,Automatic,Front,Left wheel,Grey,0
45656628,2509,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,210758,4,Automatic,Front,Left wheel,Silver,0
45807637,13799,574,HONDA,Insight,2010,Sedan,0,Hybrid,1.3,100000,4,Tiptronic,Front,Left wheel,Silver,10
45802138,9408,574,HONDA,Insight,2010,Hatchback,0,Hybrid,1.3,149000,4,Tiptronic,Front,Left wheel,White,8
45767924,549,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,245070,4,Automatic,Front,Left wheel,White,0
45644978,706,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,189571,4,Automatic,Front,Left wheel,Silver,0
45656638,706,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,189571,4,Automatic,Front,Left wheel,Silver,0
45758696,9722,574,HONDA,Insight,2010,Hatchback,0,Hybrid,1.3,183000,4,Variator,Front,Left wheel,Blue,9
45653475,1803,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,187312,4,Automatic,Front,Left wheel,Blue,0
45642784,706,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,210758,4,Automatic,Front,Left wheel,Silver,0
45739182,7527,574,HONDA,Insight,2010,Sedan,0,Hybrid,1.3,140000,4,Variator,Front,Left wheel,Grey,8
45653128,706,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,189571,4,Automatic,Front,Left wheel,Silver,0
45755265,11604,574,HONDA,Insight,2010,Hatchback,0,Petrol,1.3,209000,4,Automatic,Front,Left wheel,Black,0
45662043,2509,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,210758,4,Automatic,Front,Left wheel,Silver,0
45791661,11917,574,HONDA,Insight,2010,Sedan,0,Petrol,1.3,171200,4,Tiptronic,Front,Left wheel,Red,0
45768787,549,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,245070,4,Automatic,Front,Left wheel,White,0
45656636,1803,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,187312,4,Automatic,Front,Left wheel,Blue,0
45640035,9408,574,OPEL,Combo,2010,Goods wagon,0,Diesel,1.3 Turbo,224000,4,Manual,Front,Left wheel,White,4
45778944,12544,574,HONDA,Insight,2010,Hatchback,0,Hybrid,1.3,111867,4,Automatic,Front,Left wheel,Silver,0
45653126,1803,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,187312,4,Automatic,Front,Left wheel,Blue,0
45662054,706,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,189571,4,Automatic,Front,Left wheel,Silver,0
45662197,1803,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,187312,4,Automatic,Front,Left wheel,Blue,0
45662052,1803,574,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,187312,4,Automatic,Front,Left wheel,Blue,0
45794104,12858,574,HONDA,Insight,2010,Hatchback,0,Hybrid,1.3,108000,4,Tiptronic,Front,Left wheel,White,8
43257737,13015,574,HONDA,Insight EX,2010,Hatchback,0,Hybrid,1.3,140384,4,Automatic,Front,Left wheel,White,6
45810912,14269,579,LEXUS,ES 350,2017,Sedan,1,Hybrid,2.5,88336,4,Automatic,Front,Left wheel,White,12
45806565,862,579,TOYOTA,Camry,2017,Sedan,1,Hybrid,2.5,174923,4,Automatic,Front,Left wheel,Black,12
45767565,392,579,TOYOTA,Camry,2017,Sedan,1,Hybrid,2.5,61939,4,Automatic,Front,Left wheel,Black,0
45813591,706,579,TOYOTA,RAV 4,2017,Jeep,1,Hybrid,2.5,0,4,Automatic,4x4,Left wheel,Blue,12
45813411,5959,579,TOYOTA,Avalon,2017,Sedan,1,Hybrid,2.5,50517,4,Automatic,Front,Left wheel,White,12
45805942,37633,579,TOYOTA,Avalon,2017,Sedan,1,Hybrid,2.5,91000,4,Tiptronic,Rear,Left wheel,Black,12
45043371,52373,579,TOYOTA,RAV 4,2017,Jeep,0,Hybrid,2.5,2000,4,Tiptronic,4x4,Left wheel,Grey,12
44873924,52373,579,TOYOTA,RAV 4,2017,Jeep,0,Hybrid,2.5,35000,6,Automatic,4x4,Left wheel,Sky blue,6
44896720,42337,579,TOYOTA,Avalon LIMITED,2017,Sedan,1,Hybrid,2.5,57200,4,Tiptronic,Front,Left wheel,Carnelian red,12
45571892,61154,579,TOYOTA,RAV 4,2017,Jeep,0,Hybrid,2.5,71234,4,Tiptronic,4x4,Left wheel,White,12
45801525,14454,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,158787,4,Automatic,Front,Left wheel,Silver,4
45801660,19121,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,132742,4,Automatic,Front,Left wheel,Silver,4
45801722,18531,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,89323,4,Automatic,Front,Left wheel,Silver,4
44419369,17249,583,NISSAN,Juke,2011,Jeep,0,Petrol,1.6 Turbo,158000,4,Variator,4x4,Left wheel,Black,4
45797415,11290,583,HYUNDAI,I30,2011,Hatchback,1,Diesel,1.6,51859,4,Automatic,Front,Left wheel,Silver,4
45797677,20005,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,115934,4,Automatic,Front,Left wheel,Black,4
45762514,470,583,CHEVROLET,Aveo,2011,Hatchback,1,Petrol,1.6,155536,4,Automatic,Front,Left wheel,Black,12
45801601,20266,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,94910,4,Automatic,Front,Left wheel,Silver,4
45797569,20266,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,125062,4,Automatic,Front,Left wheel,Black,4
45757903,862,583,FORD,Fiesta,2011,Hatchback,1,Petrol,1.6,175198,4,Automatic,Front,Left wheel,Green,12
45636201,314,583,NISSAN,Juke,2011,Jeep,1,Petrol,1.6,238995,4,Automatic,Front,Left wheel,Blue,0
45801764,16894,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,104090,4,Automatic,Front,Left wheel,White,4
45801469,8154,583,HYUNDAI,Accent,2011,Hatchback,1,Diesel,1.6,43522,4,Automatic,Front,Left wheel,Silver,4
45809924,13626,583,CHEVROLET,Cruze,2011,Sedan,1,Petrol,1.6,154148,4,Automatic,Front,Left wheel,Black,4
45798305,11604,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,51211,4,Automatic,Front,Left wheel,Black,4
45802493,10381,583,HYUNDAI,I30,2011,Hatchback,1,Diesel,1.6,56581,4,Automatic,Front,Left wheel,Black,4
45801491,14454,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,127500,4,Automatic,Front,Left wheel,White,4
45801411,12074,583,HYUNDAI,Accent,2011,Sedan,1,Diesel,1.6,304058,4,Automatic,Front,Left wheel,Black,4
45797761,19121,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,132742,4,Automatic,Front,Left wheel,Silver,4
45801742,18240,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,161518,4,Automatic,Front,Left wheel,White,4
45730685,23239,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,137213,4,Automatic,Front,Left wheel,Grey,4
45797879,18531,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,165845,4,Automatic,Front,Left wheel,Silver,4
45797864,18531,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,89323,4,Automatic,Front,Left wheel,Silver,4
45797702,19679,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,133783,4,Automatic,Front,Left wheel,Grey,4
45797586,20266,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,94910,4,Automatic,Front,Left wheel,Silver,4
45801609,20005,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,94479,4,Automatic,Front,Left wheel,Red,4
45797668,20005,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,106616,4,Automatic,Front,Left wheel,Black,4
45730615,29711,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,45898,4,Automatic,Front,Left wheel,White,4
45765654,470,583,NISSAN,Juke,2011,Jeep,1,Petrol,1.6,0,4,Automatic,Front,Left wheel,Black,0
45801649,19416,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,159381,4,Automatic,Front,Left wheel,White,4
45801533,15612,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,120000,4,Automatic,Front,Left wheel,Grey,4
45801598,20149,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,136292,4,Automatic,Front,Left wheel,White,4
45797372,10381,583,HYUNDAI,I30,2011,Hatchback,1,Diesel,1.6,56581,4,Automatic,Front,Left wheel,Black,4
45801727,18531,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,165845,4,Automatic,Front,Left wheel,Silver,4
45730757,21181,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,79570,4,Automatic,Front,Left wheel,Silver,4
45801920,11886,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,113660,4,Automatic,Front,Left wheel,Grey,4
45797609,20005,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,126100,4,Automatic,Front,Left wheel,Silver,4
45797770,19384,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,127983,4,Automatic,Front,Left wheel,Grey,4
45797777,19384,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,124892,4,Automatic,Front,Left wheel,White,4
45801644,19679,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,133783,4,Automatic,Front,Left wheel,Grey,4
45801648,19416,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,141799,4,Automatic,Front,Left wheel,White,4
45801965,11604,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,51211,4,Automatic,Front,Left wheel,Black,4
45801466,11290,583,HYUNDAI,Accent,2011,Sedan,1,Petrol,1.6,42211,4,Automatic,Front,Left wheel,Black,4
45797955,16894,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,104090,4,Automatic,Front,Left wheel,White,4
45809774,12980,583,CHEVROLET,Cruze,2011,Sedan,1,Petrol,1.6,148765,4,Automatic,Front,Left wheel,Grey,4
45801729,18240,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,119921,4,Automatic,Front,Left wheel,Grey,4
45812925,9722,583,FORD,Fiesta,2011,Sedan,0,Petrol,1.6,216000,4,Automatic,Front,Left wheel,Blue,4
45797925,18240,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,161518,4,Automatic,Front,Left wheel,White,4
45109409,19757,583,NISSAN,Juke,2011,Jeep,0,Petrol,1.6 Turbo,55000,4,Tiptronic,4x4,Left wheel,Grey,8
45793070,7527,583,CHEVROLET,Cruze,2011,Sedan,1,Petrol,1.6,43221,4,Automatic,Front,Left wheel,White,4
45802479,14454,583,HYUNDAI,I30,2011,Hatchback,1,Petrol,1.6,188244,4,Automatic,Front,Left wheel,White,4
45801464,11143,583,HYUNDAI,Accent,2011,Sedan,1,Diesel,1.6,70560,4,Automatic,Front,Left wheel,White,4
45801725,18531,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,163693,4,Automatic,Front,Left wheel,Grey,4
45797751,19089,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,77483,4,Automatic,Front,Left wheel,Silver,4
45798272,12617,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,75586,4,Automatic,Front,Left wheel,Silver,4
45797808,19121,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,123593,4,Automatic,Front,Left wheel,Silver,4
45806438,16935,583,NISSAN,Juke,2011,Jeep,1,Petrol,1.6 Turbo,90102,4,Tiptronic,Front,Left wheel,Black,8
45801595,20266,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,125062,4,Automatic,Front,Left wheel,Black,4
43150401,12300,583,MINI,Cooper,2011,Sedan,1,Petrol,1.6,0,4,Automatic,Front,Left wheel,Black,12
45801711,18826,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,87210,4,Automatic,Front,Left wheel,Silver,4
45808886,9543,583,CHEVROLET,Aveo,2011,Sedan,1,Petrol,1.6,193425,4,Automatic,Front,Left wheel,White,4
45797833,18826,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,173678,4,Automatic,Front,Left wheel,White,4
45808985,9832,583,DAEWOO,Lacetti,2011,Sedan,1,Petrol,1.6,151842,4,Automatic,Front,Left wheel,White,4
45730771,11604,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,51211,4,Automatic,Front,Left wheel,Black,4
45801535,13808,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,52274,4,Automatic,Front,Left wheel,White,4
45797541,20005,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,157421,4,Automatic,Front,Left wheel,Grey,4
45768913,314,583,KIA,RIO,2011,Sedan,1,Petrol,1.6,0,4,Automatic,Front,Left wheel,Silver,12
45801622,20005,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,106616,4,Automatic,Front,Left wheel,Black,4
45797300,14454,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,128980,4,Automatic,Front,Left wheel,Silver,4
45798017,14834,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,147700,4,Automatic,Front,Left wheel,Black,4
45797690,19707,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,176486,4,Automatic,Front,Left wheel,White,4
45801646,19416,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,120581,4,Automatic,Front,Left wheel,Silver,4
45797629,20005,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,129000,4,Automatic,Front,Left wheel,Silver,4
45801610,20005,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,129000,4,Automatic,Front,Left wheel,Silver,4
45809041,7997,583,DAEWOO,Lacetti,2011,Sedan,1,Petrol,1.6,58284,4,Automatic,Front,Left wheel,White,4
45797884,18240,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,119921,4,Automatic,Front,Left wheel,Grey,4
45797654,20005,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,129013,4,Automatic,Front,Left wheel,Grey,4
45797032,18817,583,NISSAN,Juke,2011,Jeep,0,Petrol,1.6 Turbo,126117,4,Tiptronic,Front,Left wheel,Brown,0
45801513,15035,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,174391,4,Automatic,Front,Left wheel,White,4
45801466,11290,583,HYUNDAI,Accent,2011,Sedan,1,Petrol,1.6,42211,4,Automatic,Front,Left wheel,Black,4
45801480,14454,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,140000,4,Automatic,Front,Left wheel,Silver,4
45801753,17484,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,103453,4,Automatic,Front,Left wheel,White,4
45813082,17876,583,HYUNDAI,Veloster,2011,Hatchback,1,Petrol,1.6,55000,4,Tiptronic,Front,Left wheel,Black,12
45801664,19384,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,124892,4,Automatic,Front,Left wheel,White,4
45797664,20005,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,35951,4,Automatic,Front,Left wheel,Blue,4
45801737,18240,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,154900,4,Automatic,Front,Left wheel,White,4
45801761,17158,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,157827,4,Automatic,Front,Left wheel,Silver,4
45797937,17484,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,128147,4,Automatic,Front,Left wheel,White,4
45801663,19384,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,127983,4,Automatic,Front,Left wheel,Grey,4
45810652,13322,583,CHEVROLET,Spark,2018,Hatchback,1,Petrol,1,62499,4,Automatic,Front,Left wheel,White,4
45773890,24458,583,MINI,Countryman,2011,Jeep,1,Petrol,1.6,83000,4,Tiptronic,Front,Left wheel,Green,8
45797713,19416,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,141799,4,Automatic,Front,Left wheel,White,4
45220917,20385,583,MINI,Countryman sport,2011,Hatchback,1,Petrol,1.6 Turbo,141000,4,Tiptronic,4x4,Left wheel,Red,10
45801630,19707,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,76462,4,Automatic,Front,Left wheel,Grey,4
45605395,15524,583,FORD,Focus se,2018,Sedan,0,Petrol,1.0 Turbo,12459,3,Automatic,Front,Left wheel,Black,8
45797277,14454,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,158787,4,Automatic,Front,Left wheel,Silver,4
45209317,18033,583,FORD,EcoSport,2018,Jeep,0,Petrol,1.0 Turbo,8813,3,Automatic,4x4,Left wheel,Red,8
45797874,18531,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,163693,4,Automatic,Front,Left wheel,Grey,4
45730587,20297,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,64897,4,Automatic,Front,Left wheel,Silver,4
45801707,18826,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,173678,4,Automatic,Front,Left wheel,White,4
45797742,19416,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,132749,4,Automatic,Front,Left wheel,Silver,4
45801656,19416,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,132749,4,Automatic,Front,Left wheel,Silver,4
45798270,11886,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,113660,4,Automatic,Front,Left wheel,Grey,4
45797269,14454,583,HYUNDAI,I30,2011,Hatchback,1,Petrol,1.6,188244,4,Automatic,Front,Left wheel,White,4
45801659,19089,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,77483,4,Automatic,Front,Left wheel,Silver,4
45797130,14454,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,127500,4,Automatic,Front,Left wheel,White,4
45797909,18240,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,154900,4,Automatic,Front,Left wheel,White,4
45809928,12777,583,CHEVROLET,Cruze,2011,Sedan,1,Petrol,1.6,167776,4,Automatic,Front,Left wheel,Silver,4
45801752,17484,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,128147,4,Automatic,Front,Left wheel,White,4
45797681,19707,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,76462,4,Automatic,Front,Left wheel,Grey,4
45801745,17942,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,141881,4,Automatic,Front,Left wheel,White,4
45801527,12980,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,150000,4,Automatic,Front,Left wheel,Black,4
45801837,14834,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,147700,4,Automatic,Front,Left wheel,Black,4
45797959,16894,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,175237,4,Automatic,Front,Left wheel,Silver,4
45801777,16894,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,175237,4,Automatic,Front,Left wheel,Silver,4
45801667,19121,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,134957,4,Automatic,Front,Left wheel,Black,4
45730593,20297,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,104860,4,Automatic,Front,Left wheel,Silver,4
45797926,17942,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,141881,4,Automatic,Front,Left wheel,White,4
45801721,18798,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,158000,4,Automatic,Front,Left wheel,White,4
45808894,10697,583,CHEVROLET,Aveo,2011,Sedan,1,Petrol,1.6,125837,4,Automatic,Front,Left wheel,Black,4
45771101,470,583,NISSAN,Juke,2011,Jeep,1,Petrol,1.6,0,4,Automatic,Front,Left wheel,Black,0
45797860,18798,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,158000,4,Automatic,Front,Left wheel,White,4
45808934,12432,583,DAEWOO,Lacetti,2011,Sedan,1,Petrol,1.6,160622,4,Automatic,Front,Left wheel,White,4
45808938,8097,583,DAEWOO,Lacetti,2011,Sedan,1,Petrol,1.6,239917,4,Automatic,Front,Left wheel,White,4
45761031,470,583,NISSAN,Juke,2011,Jeep,1,Petrol,1.6,0,4,Automatic,Front,Left wheel,Black,0
45801405,10923,583,HYUNDAI,Accent,2011,Hatchback,1,Diesel,1.6,32800,4,Automatic,Front,Left wheel,Black,4
45797273,15323,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,125933,4,Automatic,Front,Left wheel,Silver,4
45797097,14454,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,140000,4,Automatic,Front,Left wheel,Silver,4
45797305,15612,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,120000,4,Automatic,Front,Left wheel,Grey,4
45730771,11604,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,51211,4,Automatic,Front,Left wheel,Black,4
45797838,18826,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,87210,4,Automatic,Front,Left wheel,Silver,4
45797708,19416,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,120581,4,Automatic,Front,Left wheel,Silver,4
45801598,20149,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,136292,4,Automatic,Front,Left wheel,White,4
45801618,20005,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,129013,4,Automatic,Front,Left wheel,Grey,4
45797519,20266,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,125047,4,Automatic,Front,Left wheel,White,4
45766219,16935,583,NISSAN,Juke,2011,Jeep,1,Petrol,1.6 Turbo,124800,4,Automatic,Front,Left wheel,Black,0
