Member_number,itemDescription
3127,whole milk
3127,bottled water
3127,bottled beer
3127,flower (seeds)
3128,sausage
3128,dessert
3128,ice cream
3128,cream cheese 
3128,butter
3128,meat
3128,specialty bar
3128,newspapers
3128,bottled beer
3128,rolls/buns
3128,soda
3128,yogurt
3128,frozen meals
3128,bottled water
3128,whipped/sour cream
3128,brown bread
3128,whipped/sour cream
3129,pastry
3129,sweet spreads
3129,hard cheese
3129,coffee
3129,coffee
3129,dessert
3130,canned beer
3130,sausage
3130,ice cream
3130,bottled water
3130,bottled water
3130,yogurt
3131,long life bakery product
3131,yogurt
3131,yogurt
3131,soda
3132,long life bakery product
3132,chicken
3132,berries
3132,pastry
3132,soda
3132,yogurt
3132,UHT-milk
3132,bottled beer
3132,waffles
3132,cream cheese 
3133,tropical fruit
3133,hamburger meat
3133,butter milk
3133,whipped/sour cream
3133,curd cheese
3133,white wine
3133,margarine
3133,yogurt
3134,tropical fruit
3134,other vegetables
3135,yogurt
3135,sausage
3135,shopping bags
3135,onions
3135,specialty bar
3135,rice
3136,soda
3136,flour
3137,ice cream
3137,whole milk
3137,beef
3137,long life bakery product
3137,root vegetables
3137,other vegetables
3137,beverages
3137,other vegetables
3137,newspapers
3137,UHT-milk
3137,long life bakery product
3137,sugar
3137,rolls/buns
3137,coffee
3137,newspapers
3137,whipped/sour cream
3137,misc. beverages
3137,soda
3137,spread cheese
3138,other vegetables
3138,citrus fruit
3138,other vegetables
3138,hard cheese
3138,brown bread
3138,hard cheese
3138,curd
3138,coffee
3138,rolls/buns
3138,salty snack
3138,root vegetables
3138,margarine
3138,napkins
3139,pip fruit
3139,tropical fruit
3139,soda
3139,chicken
3139,citrus fruit
3139,other vegetables
3139,frozen vegetables
3139,onions
3139,cat food
3139,white bread
3139,rum
3139,misc. beverages
3139,pot plants
3139,whipped/sour cream
3139,abrasive cleaner
3139,soda
3140,cream cheese 
3140,citrus fruit
3140,salty snack
3140,chicken
3140,whole milk
3140,frozen meals
3140,butter
3140,kitchen towels
3140,shopping bags
3140,pasta
3140,salty snack
3140,butter
3141,root vegetables
3141,waffles
3141,pork
3141,onions
3141,chicken
3141,brown bread
3141,frozen vegetables
3141,whole milk
3141,salty snack
3141,rolls/buns
3141,other vegetables
3141,nut snack
3141,ketchup
3141,other vegetables
3141,hard cheese
3141,soda
3141,napkins
3142,soda
3142,butter
3142,tropical fruit
3142,pasta
3142,other vegetables
3142,other vegetables
3142,rolls/buns
3142,whole milk
3142,cream cheese 
3142,rolls/buns
3142,soda
3143,coffee
3143,candy
3143,root vegetables
3143,rolls/buns
3143,whipped/sour cream
3143,UHT-milk
3144,pork
3144,tropical fruit
3144,tropical fruit
3144,yogurt
3144,other vegetables
3144,pet care
3144,curd
3144,pip fruit
3144,margarine
3144,pastry
3144,rolls/buns
3144,margarine
3144,shopping bags
3145,beef
3145,other vegetables
3145,tropical fruit
3145,citrus fruit
3145,citrus fruit
3145,cake bar
3145,whole milk
3145,candy
3146,root vegetables
3146,rolls/buns
3146,other vegetables
3146,cat food
3147,tropical fruit
3147,citrus fruit
3147,vinegar
3147,Instant food products
3147,sauces
3148,sausage
3148,bottled beer
3148,frankfurter
3148,ham
3148,yogurt
3148,UHT-milk
3148,pot plants
3148,UHT-milk
3148,shopping bags
3148,chocolate
3148,margarine
3149,whipped/sour cream
3149,pastry
3149,napkins
3150,hamburger meat
3150,whole milk
3150,brown bread
3150,pip fruit
3150,flower soil/fertilizer
3150,pastry
3151,bottled water
3151,meat
3151,rolls/buns
3151,dessert
3151,margarine
3151,domestic eggs
3152,rolls/buns
3152,whole milk
3152,semi-finished bread
3152,processed cheese
3153,frankfurter
3153,canned beer
3153,cake bar
3153,onions
3153,whipped/sour cream
3153,pork
3153,newspapers
3153,other vegetables
3153,newspapers
3153,pastry
3153,whipped/sour cream
3153,brown bread
3153,frozen vegetables
3153,misc. beverages
3153,baking powder
3153,yogurt
3154,finished products
3154,citrus fruit
3154,napkins
3154,rolls/buns
3154,bottled water
3154,pip fruit
3154,grapes
3154,root vegetables
3154,shopping bags
3154,other vegetables
3154,sliced cheese
3155,meat
3155,citrus fruit
3156,packaged fruit/vegetables
3156,sausage
3156,berries
3156,frozen vegetables
3156,whipped/sour cream
3156,soda
3157,sausage
3157,white wine
3157,newspapers
3157,whole milk
3157,Instant food products
3157,waffles
3157,shopping bags
3158,citrus fruit
3158,bottled beer
3158,hamburger meat
3158,bottled water
3158,soda
3158,margarine
3158,margarine
3158,frozen vegetables
3158,processed cheese
3159,whole milk
3159,pip fruit
3159,other vegetables
3159,white bread
3159,napkins
3159,whole milk
3159,shopping bags
3160,soda
3160,other vegetables
3160,chewing gum
3160,chocolate
3160,red/blush wine
3160,pip fruit
3160,processed cheese
3160,yogurt
3160,yogurt
3160,shopping bags
3161,fruit/vegetable juice
3161,onions
3161,sausage
3161,whole milk
3161,other vegetables
3161,frozen dessert
3161,whole milk
3161,coffee
3161,brandy
3162,soda
3162,bottled water
3163,yogurt
3163,rolls/buns
3163,salty snack
3163,potato products
3164,pork
3164,butter
3164,citrus fruit
3164,brown bread
3164,pork
3164,meat
3164,pip fruit
3164,dessert
3164,citrus fruit
3164,pork
3164,shopping bags
3164,hygiene articles
3164,dessert
3164,whole milk
3164,long life bakery product
3164,white bread
3164,shopping bags
3164,coffee
3164,rolls/buns
3164,yogurt
3164,napkins
3165,rolls/buns
3165,frankfurter
3165,other vegetables
3165,pip fruit
3165,yogurt
3165,sausage
3165,pip fruit
3165,specialty chocolate
3165,tropical fruit
3165,other vegetables
3165,whole milk
3165,liquor
3165,herbs
3165,butter milk
3165,whole milk
3165,rolls/buns
3165,male cosmetics
3165,packaged fruit/vegetables
3166,pork
3166,pip fruit
3166,whole milk
3166,other vegetables
3166,bottled water
3166,dishes
3166,hygiene articles
3166,waffles
3166,UHT-milk
3166,whole milk
3166,specialty bar
3166,other vegetables
3166,cat food
3166,house keeping products
3167,soda
3167,chocolate
3167,soda
3167,hygiene articles
3167,whipped/sour cream
3167,specialty chocolate
3167,rolls/buns
3168,other vegetables
3168,root vegetables
3168,soda
3168,brown bread
3168,butter milk
3168,coffee
3168,ice cream
3168,flour
3168,tropical fruit
3168,brown bread
3168,sugar
3168,pudding powder
3169,other vegetables
3169,berries
3169,pip fruit
3169,UHT-milk
3169,white bread
3169,herbs
3170,beef
3170,other vegetables
3170,roll products 
3170,root vegetables
3170,chicken
3170,white bread
3170,waffles
3170,yogurt
3170,male cosmetics
3170,grapes
3170,brown bread
3170,beverages
3171,other vegetables
3171,specialty chocolate
3171,chocolate
3172,whipped/sour cream
3172,whole milk
3172,bottled water
3172,pickled vegetables
3172,newspapers
3172,bottled beer
3172,dish cleaner
3173,whipped/sour cream
3173,root vegetables
3174,brown bread
3174,bottled water
3174,frozen dessert
3174,butter milk
3175,frankfurter
3175,sausage
3175,chicken
3175,meat
3175,other vegetables
3175,curd
3175,cream cheese 
3175,soda
3175,other vegetables
3175,processed cheese
3175,rolls/buns
3175,canned fish
3175,zwieback
3175,rolls/buns
3176,bottled beer
3176,root vegetables
3176,citrus fruit
3176,pork
3176,bottled water
3176,whole milk
3176,whole milk
3176,citrus fruit
3176,dish cleaner
3176,red/blush wine
3176,newspapers
3176,pastry
3176,margarine
3177,yogurt
3177,pip fruit
3177,butter milk
3177,soda
3178,frankfurter
3178,rolls/buns
3178,dessert
3178,bottled beer
3178,butter
3178,other vegetables
3178,yogurt
3178,whole milk
3178,sugar
3178,candy
3178,bottled water
3178,waffles
3179,sausage
3179,rolls/buns
3180,whole milk
3180,tropical fruit
3180,ham
3180,root vegetables
3180,bottled beer
3180,pastry
3180,sausage
3180,other vegetables
3180,tropical fruit
3180,citrus fruit
3180,whole milk
3180,yogurt
3180,other vegetables
3180,rolls/buns
3180,sugar
3180,zwieback
3180,sugar
3180,condensed milk
3180,domestic eggs
3180,tropical fruit
3180,margarine
3180,curd
3180,baking powder
3180,domestic eggs
3180,flour
3180,whole milk
3180,rolls/buns
3180,bathroom cleaner
3180,whole milk
3180,onions
3180,pastry
3180,waffles
3180,canned beer
3180,newspapers
3180,margarine
3180,sugar
3181,grapes
3181,berries
3181,pip fruit
3181,domestic eggs
3181,pip fruit
3181,pastry
3181,chicken
3181,canned fish
3181,beverages
3181,salty snack
3181,butter milk
3181,bottled beer
3181,zwieback
3181,herbs
3182,soda
3182,butter
3182,soda
3182,newspapers
3182,beef
3182,processed cheese
3182,zwieback
3182,whole milk
3182,rice
3182,bottled beer
3182,Instant food products
3182,curd
3182,sweet spreads
3182,pastry
3183,tropical fruit
3183,soda
3183,pork
3183,rolls/buns
3183,grapes
3183,brown bread
3183,fruit/vegetable juice
3184,root vegetables
3184,whole milk
3184,citrus fruit
3184,root vegetables
3184,sliced cheese
3184,whole milk
3184,packaged fruit/vegetables
3184,onions
3184,whole milk
3184,fruit/vegetable juice
3184,seasonal products
3184,domestic eggs
3184,berries
3184,semi-finished bread
3185,sausage
3185,oil
3185,pork
3185,pastry
3185,misc. beverages
3185,specialty bar
3185,newspapers
3185,long life bakery product
3185,candy
3185,yogurt
3185,newspapers
3186,liver loaf
3186,ham
3186,tropical fruit
3186,hard cheese
3186,other vegetables
3186,rolls/buns
3186,curd
3186,oil
3186,misc. beverages
3186,long life bakery product
3188,tropical fruit
3188,whole milk
3188,other vegetables
3188,chocolate marshmallow
3188,fruit/vegetable juice
3188,canned fish
3189,yogurt
3189,bottled water
3189,citrus fruit
3189,brown bread
3189,seasonal products
3189,root vegetables
3189,fruit/vegetable juice
3189,root vegetables
3189,whole milk
3189,pot plants
3189,dish cleaner
3189,rolls/buns
3189,whole milk
3189,candles
3189,dental care
3189,fruit/vegetable juice
3189,kitchen towels
3190,whole milk
3190,hamburger meat
3190,tropical fruit
3190,pastry
3190,butter milk
3190,liquor
3190,beverages
3190,yogurt
3190,curd
3190,kitchen towels
3190,soda
3190,bottled beer
3191,pip fruit
3191,frozen meals
3191,chocolate marshmallow
3191,onions
3191,frozen vegetables
3193,other vegetables
3193,sausage
3193,whole milk
3193,whole milk
3193,whole milk
3193,tropical fruit
3193,whipped/sour cream
3193,cat food
3193,frozen meals
3193,yogurt
3193,rolls/buns
3193,salty snack
3193,oil
3194,chicken
3194,tropical fruit
3194,liver loaf
3194,tropical fruit
3194,cake bar
3194,pickled vegetables
3194,UHT-milk
3194,canned beer
3194,fruit/vegetable juice
3194,frozen vegetables
3194,soda
3194,soda
3194,napkins
3194,pastry
3195,pork
3195,canned beer
3195,cooking chocolate
3195,rolls/buns
3195,yogurt
3195,hygiene articles
3196,pip fruit
3196,soda
3196,tropical fruit
3196,whole milk
3196,shopping bags
3197,sausage
3197,margarine
3197,margarine
3198,citrus fruit
3198,hamburger meat
3198,white bread
3198,pip fruit
3198,dish cleaner
3199,citrus fruit
3199,berries
3200,whole milk
3200,hamburger meat
3200,yogurt
3200,butter
3200,specialty chocolate
3200,other vegetables
3200,oil
3200,berries
3201,whole milk
3201,curd
3201,tropical fruit
3201,soda
3201,cream cheese 
3201,pasta
3201,whole milk
3201,berries
3201,tropical fruit
3201,sugar
3201,whole milk
3201,specialty chocolate
3201,newspapers
3201,flower (seeds)
3201,bottled water
3201,soap
3201,artif. sweetener
3202,ham
3202,yogurt
3202,pip fruit
3202,tropical fruit
3202,newspapers
3202,butter
3202,soda
3203,citrus fruit
3203,frankfurter
3203,berries
3203,soda
3203,pastry
3203,pet care
3203,newspapers
3203,soda
3203,onions
3203,berries
3203,flower (seeds)
3203,other vegetables
3204,tropical fruit
3204,rolls/buns
3204,berries
3204,tropical fruit
3204,cream cheese 
3204,oil
3204,shopping bags
3204,curd
3204,yogurt
3204,popcorn
3204,frozen fish
3205,pork
3205,sausage
3205,frankfurter
3205,other vegetables
3205,chewing gum
3205,other vegetables
3205,pip fruit
3205,detergent
3205,butter
3205,frozen vegetables
3205,soda
3205,whipped/sour cream
3205,red/blush wine
3206,frankfurter
3206,soap
3206,shopping bags
3206,long life bakery product
3206,soda
3206,root vegetables
3206,tropical fruit
3206,rum
3206,curd
3206,canned vegetables
3206,instant coffee
3206,domestic eggs
3207,bottled beer
3207,pip fruit
3207,tropical fruit
3207,bottled water
3207,frozen potato products
3207,soda
3207,sweet spreads
3207,chocolate
3207,bottled beer
3207,napkins
3207,yogurt
3207,candles
3207,seasonal products
3207,sparkling wine
3207,canned fish
3208,root vegetables
3208,rolls/buns
3208,root vegetables
3208,chicken
3208,fruit/vegetable juice
3208,root vegetables
3208,root vegetables
3208,cream cheese 
3208,pastry
3208,dishes
3208,whole milk
3208,newspapers
3208,long life bakery product
3208,fruit/vegetable juice
3209,UHT-milk
3209,canned beer
3209,pastry
3209,other vegetables
3209,meat
3209,newspapers
3209,newspapers
3209,UHT-milk
3209,liquor
3209,rolls/buns
3209,salty snack
3210,herbs
3210,pork
3210,citrus fruit
3210,tropical fruit
3210,hygiene articles
3210,cling film/bags
3210,hard cheese
3210,whole milk
3211,bathroom cleaner
3211,tropical fruit
3211,whole milk
3211,rolls/buns
3212,ham
3212,coffee
3212,whole milk
3212,soda
3213,photo/film
3213,soda
3213,whipped/sour cream
3213,rolls/buns
3213,chocolate marshmallow
3213,hygiene articles
3213,hard cheese
3214,beverages
3214,butter
3214,butter milk
3214,tropical fruit
3214,bottled beer
3214,canned beer
3214,root vegetables
3214,UHT-milk
3214,brown bread
3214,whipped/sour cream
3214,yogurt
3214,baking powder
3214,long life bakery product
3214,canned vegetables
3214,frozen meals
3215,frankfurter
3215,whipped/sour cream
3215,sausage
3215,rolls/buns
3215,curd
3215,canned beer
3215,tropical fruit
3215,bottled water
3215,specialty cheese
3215,sliced cheese
3216,whole milk
3216,other vegetables
3216,newspapers
3216,rolls/buns
3217,dessert
3217,pork
3217,soda
3217,cream cheese 
3217,whole milk
3217,bottled beer
3218,cereals
3218,pastry
3218,sugar
3218,dishes
3218,waffles
3219,other vegetables
3219,tropical fruit
3219,shopping bags
3219,other vegetables
3219,waffles
3219,whole milk
3219,dishes
3220,pork
3220,rolls/buns
3220,pip fruit
3220,soda
3220,canned beer
3220,finished products
3220,citrus fruit
3220,rolls/buns
3220,other vegetables
3220,other vegetables
3220,salty snack
3220,misc. beverages
3221,curd
3221,pastry
3221,beef
3221,bottled beer
3221,soda
3221,soda
3221,soda
3221,soft cheese
3221,salty snack
3221,hamburger meat
3221,soda
3221,berries
3221,sweet spreads
3221,other vegetables
3221,bottled water
3221,spices
3221,rolls/buns
3221,chocolate
3221,fruit/vegetable juice
3221,pastry
3221,house keeping products
3221,fruit/vegetable juice
3221,detergent
3222,shopping bags
3222,citrus fruit
3222,whole milk
3222,rolls/buns
3222,other vegetables
3222,whole milk
3222,sliced cheese
3222,candy
3222,sliced cheese
3222,frozen meals
3223,photo/film
3223,pork
3223,liquor
3224,bottled beer
3224,frankfurter
3224,liver loaf
3224,hamburger meat
3224,root vegetables
3224,bottled water
3224,shopping bags
3224,pastry
3224,cream cheese 
3224,soda
3225,sausage
3225,beef
3225,berries
3225,white wine
3225,other vegetables
3225,tropical fruit
3225,other vegetables
3225,frozen vegetables
3225,whole milk
3225,other vegetables
3225,ice cream
3225,yogurt
3225,soda
3225,soda
3225,bottled beer
3225,whipped/sour cream
3225,napkins
3225,whipped/sour cream
3226,ham
3226,rolls/buns
3226,fish
3226,meat spreads
3226,yogurt
3226,long life bakery product
3226,fruit/vegetable juice
3226,chocolate
3227,soda
3227,pip fruit
3227,chicken
3227,bottled beer
3227,spices
3227,canned beer
3227,pastry
3227,jam
3227,whole milk
3227,shopping bags
3227,cat food
3227,yogurt
3227,soda
3227,soda
3227,seasonal products
3228,tropical fruit
3228,chicken
3228,sausage
3228,organic sausage
3228,other vegetables
3228,whipped/sour cream
3228,other vegetables
3228,butter milk
3229,cat food
3229,white bread
3229,curd
3229,other vegetables
3229,rolls/buns
3229,bottled water
3229,whipped/sour cream
3229,frozen vegetables
3229,UHT-milk
3229,coffee
3229,tea
3229,margarine
3230,other vegetables
3230,roll products 
3231,sausage
3231,tropical fruit
3231,cocoa drinks
3231,bottled water
3231,semi-finished bread
3232,berries
3232,yogurt
3232,whole milk
3232,pastry
3232,whole milk
3232,beverages
3232,dessert
3232,other vegetables
3232,other vegetables
3232,white wine
3232,ice cream
3232,rolls/buns
3232,whipped/sour cream
3232,red/blush wine
3232,soda
3232,frozen vegetables
3233,chocolate
3233,waffles
3234,citrus fruit
3234,tropical fruit
3235,root vegetables
3235,pork
3235,whole milk
3235,ice cream
3235,long life bakery product
3235,skin care
3235,margarine
3236,berries
3236,finished products
3236,dessert
3236,condensed milk
3236,rolls/buns
3236,herbs
3236,whipped/sour cream
3236,brown bread
3236,waffles
3236,dish cleaner
3237,UHT-milk
3237,other vegetables
3237,other vegetables
3237,specialty bar
3237,butter milk
3237,frozen vegetables
3237,rolls/buns
3237,yogurt
3237,roll products 
3237,other vegetables
3237,sweet spreads
3237,candy
3237,fruit/vegetable juice
3238,root vegetables
3238,specialty bar
3238,rolls/buns
3238,canned beer
3238,white bread
3238,bottled beer
3238,rolls/buns
3238,newspapers
3239,citrus fruit
3239,yogurt
3240,citrus fruit
3240,canned beer
3240,whole milk
3240,canned beer
3241,root vegetables
3241,chicken
3241,ham
3241,root vegetables
3241,grapes
3241,whole milk
3241,whole milk
3241,rolls/buns
3241,brown bread
3242,bottled water
3242,frankfurter
3242,frankfurter
3242,UHT-milk
3242,whole milk
3242,pip fruit
3242,yogurt
3242,brown bread
3243,whole milk
3243,pot plants
3244,sausage
3244,rolls/buns
3244,canned fish
3244,newspapers
3244,whole milk
3244,root vegetables
3245,beef
3245,soda
3245,whole milk
3245,other vegetables
3245,hamburger meat
3245,hamburger meat
3245,citrus fruit
3245,dish cleaner
3245,white wine
3245,chocolate
3245,curd
3245,coffee
3245,beverages
3245,coffee
3245,mayonnaise
3245,newspapers
3245,pip fruit
3245,margarine
3246,coffee
3246,canned beer
3246,frozen meals
3246,rolls/buns
3246,pork
3246,pot plants
3246,soda
3246,napkins
3246,root vegetables
3246,beef
3246,canned beer
3246,root vegetables
3246,fruit/vegetable juice
3246,frozen vegetables
3246,root vegetables
3246,dessert
3246,yogurt
3246,whole milk
3246,coffee
3246,pastry
3246,yogurt
3246,coffee
3247,UHT-milk
3247,cat food
3247,root vegetables
3247,rolls/buns
3247,pip fruit
3247,rice
3247,root vegetables
3247,fruit/vegetable juice
3247,whole milk
3247,canned beer
3247,rolls/buns
3247,sliced cheese
3247,spread cheese
3247,misc. beverages
3247,candy
3247,coffee
3247,pastry
3247,frozen vegetables
3247,yogurt
3247,dishes
3247,other vegetables
3247,sugar
3247,zwieback
3247,rolls/buns
3248,chicken
3248,citrus fruit
3248,hamburger meat
3248,pork
3248,UHT-milk
3248,liquor
3248,soda
3248,soups
3248,tropical fruit
3248,root vegetables
3248,pork
3248,spread cheese
3248,whole milk
3248,processed cheese
3248,chicken
3248,shopping bags
3248,white bread
3248,other vegetables
3248,other vegetables
3248,other vegetables
3248,flour
3249,ham
3249,dessert
3249,beverages
3249,beverages
3250,tropical fruit
3250,soda
3250,whole milk
3250,root vegetables
3250,liquor
3251,soda
3251,frankfurter
3251,salt
3251,beef
3251,yogurt
3251,soda
3251,beef
3251,whole milk
3251,butter
3251,other vegetables
3251,rolls/buns
3251,rolls/buns
3251,chocolate
3251,whole milk
3251,shopping bags
3251,rolls/buns
3251,soda
3251,frozen meals
3251,napkins
3251,napkins
3251,margarine
3252,pip fruit
3252,sausage
3252,citrus fruit
3252,chicken
3252,whole milk
3252,pastry
3252,brown bread
3252,mustard
3252,bottled water
3252,rolls/buns
3252,rolls/buns
3252,other vegetables
3253,sweet spreads
3253,whole milk
3253,frozen fish
3253,whipped/sour cream
3254,frankfurter
3254,photo/film
3254,root vegetables
3254,whole milk
3254,brown bread
3254,soda
3254,rolls/buns
3254,other vegetables
3254,shopping bags
3254,cream cheese 
3255,pork
3255,rolls/buns
3255,domestic eggs
3255,tropical fruit
3255,soda
3255,tropical fruit
3255,bottled beer
3255,root vegetables
3255,other vegetables
3255,domestic eggs
3255,whole milk
3255,frozen dessert
3255,ice cream
3255,UHT-milk
3255,semi-finished bread
3255,ice cream
3255,newspapers
3256,pork
3256,canned beer
3256,pork
3256,cream cheese 
3256,soda
3256,yogurt
3256,sliced cheese
3256,toilet cleaner
3256,white bread
3257,root vegetables
3257,whole milk
3257,meat
3257,pastry
3257,other vegetables
3257,dog food
3257,bottled water
3257,yogurt
3257,bottled water
3257,domestic eggs
3257,soda
3258,other vegetables
3258,tropical fruit
3258,curd
3258,flower (seeds)
3258,berries
3258,white wine
3258,rum
3258,bottled beer
3258,yogurt
3258,bottled water
3258,soap
3258,specialty cheese
3258,bottled water
3259,canned beer
3259,sausage
3259,other vegetables
3259,butter
3259,oil
3259,shopping bags
3259,cream cheese 
3259,soda
3259,dishes
3260,ham
3260,meat
3260,onions
3260,UHT-milk
3260,whole milk
3260,whole milk
3260,dish cleaner
3260,waffles
3262,domestic eggs
3262,whole milk
3262,frankfurter
3262,rolls/buns
3262,pip fruit
3262,pip fruit
3262,bottled beer
3262,newspapers
3262,tropical fruit
3262,other vegetables
3262,yogurt
3262,soda
3262,frozen meals
3262,soups
3262,yogurt
3262,UHT-milk
3263,waffles
3263,chocolate
3263,pasta
3263,cling film/bags
3263,sugar
3263,soda
3263,coffee
3264,margarine
3264,sausage
3264,root vegetables
3264,brown bread
3264,whole milk
3264,dessert
3264,onions
3264,whipped/sour cream
3264,white bread
3264,spread cheese
3265,specialty bar
3265,whole milk
3265,chocolate
3265,packaged fruit/vegetables
3265,pastry
3265,domestic eggs
3265,cream cheese 
3266,canned beer
3266,hamburger meat
3266,sausage
3266,frankfurter
3266,soda
3266,UHT-milk
3266,brown bread
3266,pork
3266,other vegetables
3266,bottled beer
3266,domestic eggs
3266,root vegetables
3266,coffee
3266,chewing gum
3266,pastry
3266,rolls/buns
3266,misc. beverages
3266,semi-finished bread
3266,margarine
3266,soda
3266,soda
3266,salty snack
3267,frankfurter
3267,other vegetables
3267,brown bread
3267,sauces
3267,yogurt
3267,beverages
3267,soda
3267,herbs
3267,cat food
3268,canned beer
3268,citrus fruit
3268,dessert
3268,hamburger meat
3268,root vegetables
3268,citrus fruit
3268,canned fish
3268,long life bakery product
3268,whole milk
3268,margarine
3268,dish cleaner
3268,shopping bags
3268,white bread
3268,cling film/bags
3268,rolls/buns
3268,specialty cheese
3269,whipped/sour cream
3269,sausage
3269,whole milk
3269,yogurt
3269,tidbits
3270,whole milk
3270,bottled water
3271,sausage
3271,specialty fat
3271,soda
3271,yogurt
3271,other vegetables
3271,soda
3271,white wine
3272,dessert
3272,whipped/sour cream
3272,yogurt
3272,canned beer
3273,margarine
3273,citrus fruit
3273,sausage
3273,other vegetables
3273,snack products
3273,beef
3273,butter
3273,whole milk
3273,whipped/sour cream
3275,whole milk
3275,frankfurter
3275,napkins
3275,other vegetables
3275,yogurt
3275,flour
3275,sugar
3275,frozen potato products
3276,whole milk
3276,root vegetables
3276,chicken
3276,root vegetables
3276,specialty chocolate
3276,sausage
3276,sausage
3276,frozen vegetables
3276,whole milk
3276,frozen vegetables
3276,canned beer
3276,curd cheese
3276,snack products
3276,frozen fish
3276,chocolate
3277,fruit/vegetable juice
3277,grapes
3277,whole milk
3277,beef
3277,yogurt
3277,other vegetables
3277,hygiene articles
3278,dish cleaner
3278,frozen dessert
3278,coffee
3278,specialty chocolate
3279,frankfurter
3279,waffles
3279,packaged fruit/vegetables
3279,ketchup
3279,soda
3279,candy
3279,shopping bags
3280,beef
3280,whole milk
3280,beef
3280,tropical fruit
3280,UHT-milk
3280,soda
3281,sausage
3281,beef
3281,yogurt
3281,frozen potato products
3281,root vegetables
3281,napkins
3282,frankfurter
3282,sausage
3282,ice cream
3282,yogurt
3282,soda
3282,margarine
3282,chocolate
3282,other vegetables
3282,kitchen towels
3282,rolls/buns
3282,seasonal products
3283,whole milk
3283,coffee
3283,packaged fruit/vegetables
3283,whole milk
3283,soda
3283,onions
3283,yogurt
3283,frozen fish
3283,mayonnaise
3284,fruit/vegetable juice
3284,curd
3284,tropical fruit
3284,whole milk
3284,instant coffee
3284,canned fish
3284,dishes
3284,newspapers
3284,whole milk
3284,rolls/buns
3284,misc. beverages
3284,yogurt
3284,coffee
3284,oil
3284,other vegetables
3284,pot plants
3285,sausage
3285,whole milk
3285,tropical fruit
3285,whipped/sour cream
3285,domestic eggs
3285,other vegetables
3285,hygiene articles
3286,finished products
3286,artif. sweetener
3286,yogurt
3286,herbs
3287,onions
3287,pork
3287,root vegetables
3287,herbs
3287,rolls/buns
3287,vinegar
3287,other vegetables
3287,vinegar
3287,napkins
3287,chocolate
3287,dessert
3287,cleaner
3287,pastry
3288,brown bread
3288,pip fruit
3288,bottled water
3288,whole milk
3288,other vegetables
3288,frozen chicken
3289,tropical fruit
3289,tropical fruit
3289,chicken
3289,yogurt
3289,frankfurter
3289,specialty chocolate
3289,root vegetables
3289,hard cheese
3289,margarine
3289,curd
3289,yogurt
3289,soft cheese
3289,candy
3289,curd
3289,tropical fruit
3289,beef
3289,rolls/buns
3289,yogurt
3289,sugar
3289,margarine
3289,whipped/sour cream
3289,misc. beverages
3289,other vegetables
3289,chocolate
3289,white bread
3289,rolls/buns
3289,fruit/vegetable juice
3289,domestic eggs
3289,rolls/buns
3290,sausage
3290,soda
3291,tropical fruit
3291,butter milk
3291,semi-finished bread
3291,newspapers
3292,beef
3292,dishes
3292,whole milk
3292,pork
3292,dessert
3292,red/blush wine
3293,sausage
3293,rolls/buns
3293,nuts/prunes
3293,bottled beer
3293,soda
3293,vinegar
3293,misc. beverages
3294,newspapers
3294,chocolate
3294,dessert
3294,pastry
3294,root vegetables
3294,grapes
3294,beef
3294,root vegetables
3294,onions
3294,whipped/sour cream
3294,other vegetables
3294,coffee
3294,pickled vegetables
3295,root vegetables
3295,sausage
3295,yogurt
3295,hamburger meat
3295,hamburger meat
3295,rum
3295,canned beer
3295,other vegetables
3295,house keeping products
3295,chocolate marshmallow
3296,soda
3296,pickled vegetables
3296,whole milk
3296,whole milk
3296,hamburger meat
3296,organic sausage
3296,zwieback
3296,other vegetables
3296,root vegetables
3296,specialty bar
3296,packaged fruit/vegetables
3296,yogurt
3296,detergent
3296,baking powder
3297,other vegetables
3297,sausage
3297,tropical fruit
3297,whole milk
3297,processed cheese
3297,meat
3297,dessert
3297,yogurt
3297,butter
3297,fruit/vegetable juice
3297,frozen meals
3297,cat food
3298,canned beer
3298,roll products 
3298,citrus fruit
3298,sausage
3298,whole milk
3298,herbs
3298,prosecco
3298,whole milk
3298,chocolate
3298,margarine
3299,onions
3299,beef
3299,ham
3299,tropical fruit
3299,bottled water
3299,cream cheese 
3299,waffles
3299,frozen meals
3299,sparkling wine
3299,hard cheese
3299,cat food
3300,hamburger meat
3300,cat food
3300,other vegetables
3300,root vegetables
3300,newspapers
3300,rolls/buns
3300,fruit/vegetable juice
3300,rolls/buns
3300,soda
3300,cat food
3300,domestic eggs
3301,soda
3301,cream cheese 
3302,pork
3302,canned beer
3302,whole milk
3302,whole milk
3302,hygiene articles
3302,napkins
3303,bottled water
3303,root vegetables
3303,dessert
3303,citrus fruit
3303,butter
3303,margarine
3303,dishes
3303,whole milk
3304,soda
3304,root vegetables
3304,berries
3304,bottled beer
3304,soda
3304,other vegetables
3304,hygiene articles
3304,white bread
3304,white bread
3304,whipped/sour cream
3305,shopping bags
3305,soda
3305,whole milk
3305,chocolate
3305,newspapers
3305,shopping bags
3306,frankfurter
3306,spread cheese
3306,frankfurter
3306,soda
3306,canned beer
3306,bottled beer
3306,root vegetables
3306,sausage
3306,yogurt
3306,frozen vegetables
3306,soda
3306,whole milk
3306,yogurt
3306,dog food
3306,canned beer
3306,frozen vegetables
3307,pork
